5_pct,95_pct,accelerator,batch_size,device,max,mean,median,min,model,std
0.03090667724609375,0.03467249870300293,0.0,1.0,laptop_cpu,0.04853606224060058,0.03273062422724053,0.03246474266052246,0.03052544593811035,resnet18,0.00205864298084278
0.029971599578857425,0.033464908599853516,0.0,1.0,laptop_cpu,0.035753488540649414,0.031270440262142984,0.03092312812805176,0.029027700424194336,alexnet,0.001164121198872191
0.019776105880737305,0.023502349853515625,0.0,1.0,laptop_cpu,0.029313087463378906,0.02092072751262401,0.020483732223510742,0.019432783126831055,squeezenet,0.0018082311849136254
0.2168140411376953,0.3254878520965576,0.0,1.0,laptop_cpu,0.3763573169708252,0.2487929032580687,0.2323174476623535,0.21285748481750488,vgg16,0.03890778248458249
0.16623210906982422,0.1994125843048096,0.0,1.0,laptop_cpu,0.243380069732666,0.1755355466710459,0.17177343368530273,0.16475343704223633,densenet,0.012771077627671469
0.06877398490905763,0.12847399711608887,0.0,1.0,laptop_cpu,0.16883301734924314,0.0893802784457065,0.08361220359802246,0.06561946868896484,inception,0.01974108580193311
0.0458221435546875,0.07889699935913086,0.0,1.0,laptop_cpu,0.14528965950012207,0.06533913801212123,0.0655672550201416,0.04503011703491211,googlenet,0.013833318666238863
0.019197940826416016,0.025852441787719727,0.0,1.0,laptop_cpu,0.07420134544372559,0.021513596619709884,0.02024745941162109,0.01888608932495117,shufflenet,0.005922924988318021
0.022041797637939453,0.027134180068969727,0.0,1.0,laptop_cpu,0.033102750778198235,0.024126012726585464,0.02386331558227539,0.02173018455505371,mobilenet_v2,0.0017916040296538595
0.02023768424987793,0.03208494186401367,0.0,1.0,laptop_cpu,0.03685092926025391,0.0229487419128418,0.021592140197753903,0.019725561141967773,mobilenet_v3_large,0.0036427713533696243
0.010492324829101562,0.018533706665039062,0.0,1.0,laptop_cpu,0.021451234817504883,0.012542701003575091,0.011320114135742188,0.010158061981201172,mobilenet_v3_small,0.0026909064191602307
0.09173083305358888,0.11242246627807616,0.0,1.0,laptop_cpu,0.11897993087768555,0.09854842176531801,0.09695768356323242,0.09112763404846193,resnext50_32x4d,0.006445844211812572
0.19391489028930664,0.24985218048095706,0.0,1.0,laptop_cpu,0.2830283641815185,0.21174286615730512,0.20386219024658206,0.19265270233154294,wide_resnet50_2,0.02022671649608515
0.01919722557067871,0.02317643165588379,0.0,1.0,laptop_cpu,0.0261991024017334,0.020402979142595045,0.020113229751586914,0.0186464786529541,mnasnet,0.00131136618935457
