model,batch_size,hidden_dim,seq_len,device,accelerator,requires_grad,use_torchscript,dropout,act_fn,avg_memory,max_memory,latency,macs,total_params,trainable_params
rnn,1.0,1.0,8.0,cpu,False,False,False,0.0,relu,609.96875,609.96875,0.0003010170497873,40.0,4.0,0.0
rnn,1.0,2.0,8.0,cpu,False,False,False,0.0,relu,609.96875,609.96875,0.0003604238496336,112.0,12.0,0.0
rnn,1.0,4.0,8.0,cpu,False,False,False,0.0,relu,609.97265625,609.97265625,0.0003806823995546,352.0,40.0,0.0
rnn,1.0,8.0,8.0,cpu,False,False,False,0.0,relu,609.9765625,609.9765625,0.0003833645001577,1216.0,144.0,0.0
rnn,1.0,16.0,8.0,cpu,False,False,False,0.0,relu,327.3828125,327.3828125,0.0003807925495493,4480.0,544.0,0.0
rnn,1.0,32.0,8.0,cpu,False,False,False,0.0,relu,327.3828125,327.3828125,0.0004102968996448,17152.0,2112.0,0.0
rnn,1.0,64.0,8.0,cpu,False,False,False,0.0,relu,327.3828125,327.3828125,0.0004368568996142,67072.0,8320.0,0.0
rnn,1.0,256.0,8.0,cpu,False,False,False,0.0,relu,327.78515625,327.78515625,0.000957656349783,1054720.0,131584.0,0.0
rnn,1.0,512.0,8.0,cpu,False,False,False,0.0,relu,331.80859375,331.80859375,0.0027778501498687,4206592.0,525312.0,0.0
rnn,1.0,1024.0,8.0,cpu,False,False,False,0.0,relu,347.8296875,347.83203125,0.0092913303997193,16801792.0,2099200.0,0.0
rnn,1.0,2048.0,8.0,cpu,False,False,False,0.0,relu,411.859375,411.859375,0.0315264787997875,67158016.0,8392704.0,0.0
rnn,1.0,3072.0,8.0,cpu,False,False,False,0.0,relu,483.88671875,483.890625,0.067604018899874,151068672.0,18880512.0,0.0
rnn,1.0,4096.0,8.0,cpu,False,False,False,0.0,relu,611.8984375,611.8984375,0.1175889070495031,268533760.0,33562624.0,0.0
rnn,1.0,1.0,16.0,cpu,False,False,False,0.0,relu,611.8984375,611.8984375,0.0004794570500962,80.0,4.0,0.0
rnn,1.0,2.0,16.0,cpu,False,False,False,0.0,relu,611.8984375,611.8984375,0.0004875884500506,224.0,12.0,0.0
rnn,1.0,4.0,16.0,cpu,False,False,False,0.0,relu,611.8984375,611.8984375,0.000503308950283,704.0,40.0,0.0
rnn,1.0,8.0,16.0,cpu,False,False,False,0.0,relu,611.90625,611.90625,0.0005888671497814,2432.0,144.0,0.0
rnn,1.0,16.0,16.0,cpu,False,False,False,0.0,relu,328.01171875,328.01171875,0.000609627799713,8960.0,544.0,0.0
rnn,1.0,32.0,16.0,cpu,False,False,False,0.0,relu,328.01171875,328.01171875,0.0006689774003461,34304.0,2112.0,0.0
rnn,1.0,64.0,16.0,cpu,False,False,False,0.0,relu,328.01171875,328.01171875,0.0007807727000908,134144.0,8320.0,0.0
rnn,1.0,256.0,16.0,cpu,False,False,False,0.0,relu,328.01171875,328.01171875,0.001487384950451,2109440.0,131584.0,0.0
rnn,1.0,512.0,16.0,cpu,False,False,False,0.0,relu,331.88671875,331.88671875,0.0037495224496524,8413184.0,525312.0,0.0
rnn,1.0,1024.0,16.0,cpu,False,False,False,0.0,relu,347.88671875,347.88671875,0.0158537000497744,33603584.0,2099200.0,0.0
rnn,1.0,2048.0,16.0,cpu,False,False,False,0.0,relu,411.890625,411.890625,0.0547337688498373,134316032.0,8392704.0,0.0
rnn,1.0,3072.0,16.0,cpu,False,False,False,0.0,relu,483.8984375,483.8984375,0.1185842385501018,302137344.0,18880512.0,0.0
rnn,1.0,4096.0,16.0,cpu,False,False,False,0.0,relu,611.90625,611.90625,0.205972632200428,537067520.0,33562624.0,0.0
rnn,1.0,1.0,32.0,cpu,False,False,False,0.0,relu,611.90625,611.90625,0.0008559590998629,160.0,4.0,0.0
rnn,1.0,2.0,32.0,cpu,False,False,False,0.0,relu,611.90625,611.90625,0.0008653206998133,448.0,12.0,0.0
rnn,1.0,4.0,32.0,cpu,False,False,False,0.0,relu,611.90625,611.90625,0.0009379883493238,1408.0,40.0,0.0
rnn,1.0,8.0,32.0,cpu,False,False,False,0.0,relu,611.91015625,611.91015625,0.0008852348495565,4864.0,144.0,0.0
rnn,1.0,16.0,32.0,cpu,False,False,False,0.0,relu,328.0234375,328.0234375,0.0008727527994778,17920.0,544.0,0.0
rnn,1.0,32.0,32.0,cpu,False,False,False,0.0,relu,328.0234375,328.0234375,0.0010127982997801,68608.0,2112.0,0.0
rnn,1.0,64.0,32.0,cpu,False,False,False,0.0,relu,328.0234375,328.0234375,0.0012952786499226,268288.0,8320.0,0.0
rnn,1.0,256.0,32.0,cpu,False,False,False,0.0,relu,328.1484375,328.1484375,0.0025570817997504,4218880.0,131584.0,0.0
rnn,1.0,512.0,32.0,cpu,False,False,False,0.0,relu,332.1484375,332.1484375,0.0059261501999571,16826368.0,525312.0,0.0
rnn,1.0,1024.0,32.0,cpu,False,False,False,0.0,relu,348.1484375,348.1484375,0.0275471881497651,67207168.0,2099200.0,0.0
rnn,1.0,2048.0,32.0,cpu,False,False,False,0.0,relu,412.1484375,412.1484375,0.1014105036498222,268632064.0,8392704.0,0.0
rnn,1.0,3072.0,32.0,cpu,False,False,False,0.0,relu,484.15625,484.15625,0.2198205937500461,604274688.0,18880512.0,0.0
rnn,1.0,4096.0,32.0,cpu,False,False,False,0.0,relu,611.940625,612.1640625,0.3820843984503881,1074135040.0,33562624.0,0.0
rnn,1.0,1.0,64.0,cpu,False,False,False,0.0,relu,612.16796875,612.16796875,0.0016070595498604,320.0,4.0,0.0
rnn,1.0,2.0,64.0,cpu,False,False,False,0.0,relu,612.16796875,612.16796875,0.0015766244498081,896.0,12.0,0.0
rnn,1.0,4.0,64.0,cpu,False,False,False,0.0,relu,612.16796875,612.16796875,0.0015839309497096,2816.0,40.0,0.0
rnn,1.0,8.0,64.0,cpu,False,False,False,0.0,relu,612.16796875,612.16796875,0.0015867715497734,9728.0,144.0,0.0
rnn,1.0,16.0,64.0,cpu,False,False,False,0.0,relu,328.03125,328.03125,0.0016459242506243,35840.0,544.0,0.0
rnn,1.0,32.0,64.0,cpu,False,False,False,0.0,relu,328.03125,328.03125,0.0016663511501974,137216.0,2112.0,0.0
rnn,1.0,64.0,64.0,cpu,False,False,False,0.0,relu,328.03125,328.03125,0.0026837669000087,536576.0,8320.0,0.0
rnn,1.0,256.0,64.0,cpu,False,False,False,0.0,relu,328.40625,328.40625,0.0044190799002535,8437760.0,131584.0,0.0
rnn,1.0,512.0,64.0,cpu,False,False,False,0.0,relu,332.40625,332.40625,0.0097067916998639,33652736.0,525312.0,0.0
rnn,1.0,1024.0,64.0,cpu,False,False,False,0.0,relu,348.40625,348.40625,0.049466524249874,134414336.0,2099200.0,0.0
rnn,1.0,2048.0,64.0,cpu,False,False,False,0.0,relu,412.40625,412.40625,0.1964110903500113,537264128.0,8392704.0,0.0
rnn,1.0,3072.0,64.0,cpu,False,False,False,0.0,relu,484.209375,484.4140625,0.4225905501996749,1208549376.0,18880512.0,0.0
rnn,1.0,4096.0,64.0,cpu,False,False,False,0.0,relu,612.322265625,612.421875,0.7353265786499833,2148270080.0,33562624.0,0.0
rnn,1.0,1.0,128.0,cpu,False,False,False,0.0,relu,612.421875,612.421875,0.0030488741998851,640.0,4.0,0.0
rnn,1.0,2.0,128.0,cpu,False,False,False,0.0,relu,612.421875,612.421875,0.0030151749000651,1792.0,12.0,0.0
rnn,1.0,4.0,128.0,cpu,False,False,False,0.0,relu,612.421875,612.421875,0.0029990478506078,5632.0,40.0,0.0
