model,batch_size,hidden_dim,device,accelerator,requires_grad,use_torchscript,dropout,act_fn,avg_memory,max_memory,latency,macs,total_params,trainable_params,bidirectional,seq_len
lstm,1.0,4.0,cuda,True,False,False,0.0,relu,36862427136.0,36862427136.0,0.0013016969431191,6144.0,160.0,0.0,False,32.0
lstm,1.0,4.0,cuda,True,False,False,0.0,relu,36862427136.0,36862427136.0,0.0025787601247429,12288.0,160.0,0.0,False,64.0
lstm,1.0,4.0,cuda,True,False,False,0.0,relu,36862427136.0,36862427136.0,0.0051634537987411,24576.0,160.0,0.0,False,128.0
lstm,1.0,8.0,cuda,True,False,False,0.0,relu,36862427136.0,36862427136.0,0.0002537518274039,640.0,576.0,0.0,False,1.0
lstm,1.0,8.0,cuda,True,False,False,0.0,relu,36862427136.0,36862427136.0,0.0002014223486185,1280.0,576.0,0.0,False,2.0
lstm,1.0,8.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0002030296716839,2560.0,576.0,0.0,False,4.0
lstm,1.0,8.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0004002735484391,5120.0,576.0,0.0,False,8.0
lstm,1.0,8.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0007785051129758,10240.0,576.0,0.0,False,16.0
lstm,1.0,8.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0011906334664672,20480.0,576.0,0.0,False,32.0
lstm,1.0,8.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0025835289154201,40960.0,576.0,0.0,False,64.0
lstm,1.0,8.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0049978393595665,81920.0,576.0,0.0,False,128.0
lstm,1.0,16.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0001428648363798,2304.0,2176.0,0.0,False,1.0
lstm,1.0,16.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0001040645409375,4608.0,2176.0,0.0,False,2.0
lstm,1.0,16.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0001328669022768,9216.0,2176.0,0.0,False,4.0
lstm,1.0,16.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0001750092953443,18432.0,2176.0,0.0,False,8.0
lstm,1.0,16.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0002487670164555,36864.0,2176.0,0.0,False,16.0
lstm,1.0,16.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0004010083619505,73728.0,2176.0,0.0,False,32.0
lstm,1.0,16.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0007009955123066,147456.0,2176.0,0.0,False,64.0
