accelerator,act_fn,avg_memory,batch_size,device,dropout,hidden_dim,latency,macs,max_memory,model,requires_grad,seq_len,total_params,trainable_params,use_torchscript
0.0,relu,322.71484375,1.0,cpu,,4096.0,0.00449556385001415,0.0,322.71484375,feedforward,0.0,4.0,0.0,0.0,0.0
0.0,relu,274.82421875,1.0,cpu,,1.0,9.00675499906356e-05,0.0,274.82421875,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,274.828125,1.0,cpu,,2.0,8.640425000976393e-05,0.0,274.828125,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,274.83203125,1.0,cpu,,4.0,8.695164999608094e-05,0.0,274.83203125,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,274.83203125,1.0,cpu,,8.0,0.00010139450000679062,0.0,274.83203125,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,274.83203125,1.0,cpu,,16.0,6.982870002048003e-05,0.0,274.83203125,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,274.83203125,1.0,cpu,,32.0,7.259684998643934e-05,0.0,274.83203125,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,274.83203125,1.0,cpu,,64.0,8.936179999636806e-05,0.0,274.83203125,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,274.95703125,1.0,cpu,,256.0,0.0001089742500198554,0.0,274.95703125,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,276.59765625,1.0,cpu,,512.0,0.00021034594999491674,0.0,276.59765625,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,283.96484375,1.0,cpu,,1024.0,0.0006441853500064097,0.0,283.96484375,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,286.71875,1.0,cpu,,2048.0,0.002148814800011678,0.0,286.71875,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,301.72265625,1.0,cpu,,3072.0,0.004967177549997359,0.0,301.72265625,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,322.7265625,1.0,cpu,,4096.0,0.011278464849988271,0.0,322.7265625,feedforward,0.0,8.0,0.0,0.0,0.0
0.0,relu,290.8359375,1.0,cpu,,1.0,7.583340000110184e-05,0.0,290.8359375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,290.8359375,1.0,cpu,,2.0,7.296779999705904e-05,0.0,290.8359375,feedforward,0.0,16.0,0.0,0.0,0.0
