avg_memory,img_size,in_channel,input_size,kernel_size,latency,macs,max_memory,out_channel,stride,total_params,trainable_params
402.640625,224,64,"torch.Size([1, 64, 224, 224])",1,0.00204313170033856,4212000,402.640625,32,5,2080,0
402.649739583333,7,64,"torch.Size([1, 64, 7, 7])",3,8.86387002537958E-05,461600,402.65234375,32,1,18464,0
402.65625,14,64,"torch.Size([1, 64, 14, 14])",3,0.000164214400138007,2658816,402.65625,32,1,18464,0
402.6796875,28,64,"torch.Size([1, 64, 28, 28])",3,0.000443531900236849,12481664,402.6796875,32,1,18464,0
402.69140625,56,64,"torch.Size([1, 64, 56, 56])",3,0.00145380934991408,53841024,402.69140625,32,1,18464,0
402.70703125,112,64,"torch.Size([1, 64, 112, 112])",3,0.00571903949967236,223414400,402.70703125,32,1,18464,0
402.71484375,224,64,"torch.Size([1, 64, 224, 224])",3,0.0214291045995196,909979776,402.71484375,32,1,18464,0
402.71484375,7,64,"torch.Size([1, 64, 7, 7])",3,6.14100499660708E-05,166176,402.71484375,32,2,18464,0
402.71484375,14,64,"torch.Size([1, 64, 14, 14])",3,0.000137276900204597,664704,402.71484375,32,2,18464,0
402.73046875,28,64,"torch.Size([1, 64, 28, 28])",3,0.000202965149946976,3120416,402.73046875,32,2,18464,0
402.73828125,56,64,"torch.Size([1, 64, 56, 56])",3,0.000499312650208594,13460256,402.73828125,32,2,18464,0
402.75390625,112,64,"torch.Size([1, 64, 112, 112])",3,0.00137751444999594,55853600,402.75390625,32,2,18464,0
402.76171875,224,64,"torch.Size([1, 64, 224, 224])",3,0.00683691300000646,227494944,402.76171875,32,2,18464,0
402.76171875,7,64,"torch.Size([1, 64, 7, 7])",3,3.81616504455451E-05,18464,402.76171875,32,5,18464,0
402.76171875,14,64,"torch.Size([1, 64, 14, 14])",3,5.95876001170836E-05,166176,402.76171875,32,5,18464,0
402.76953125,28,64,"torch.Size([1, 64, 28, 28])",3,0.000115285599895287,664704,402.76953125,32,5,18464,0
402.78515625,56,64,"torch.Size([1, 64, 56, 56])",3,0.000225609799963422,2234144,402.78515625,32,5,18464,0
402.80078125,112,64,"torch.Size([1, 64, 112, 112])",3,0.00057562114961911,8936576,402.80078125,32,5,18464,0
402.80859375,224,64,"torch.Size([1, 64, 224, 224])",3,0.00286055360047612,37389600,402.80859375,32,5,18464,0
402.80859375,7,64,"torch.Size([1, 64, 7, 7])",1,3.90639499528334E-05,203840,402.80859375,64,1,4160,0
402.80859375,14,64,"torch.Size([1, 64, 14, 14])",1,5.77484504901804E-05,815360,402.80859375,64,1,4160,0
402.82421875,28,64,"torch.Size([1, 64, 28, 28])",1,0.000143139749707188,3261440,402.82421875,64,1,4160,0
402.83203125,56,64,"torch.Size([1, 64, 56, 56])",1,0.000452693049737718,13045760,402.83203125,64,1,4160,0
402.83984375,112,64,"torch.Size([1, 64, 112, 112])",1,0.00170398010013741,52183040,402.83984375,64,1,4160,0
427.255580357143,224,64,"torch.Size([1, 64, 224, 224])",1,0.00763403559976723,208732160,427.34765625,64,1,4160,0
365.977864583333,7,64,"torch.Size([1, 64, 7, 7])",1,5.82232503802515E-05,66560,366.0234375,64,2,4160,0
366.22265625,14,64,"torch.Size([1, 64, 14, 14])",1,4.81733506603632E-05,203840,366.22265625,64,2,4160,0
366.25,28,64,"torch.Size([1, 64, 28, 28])",1,0.000125388250307878,815360,366.25,64,2,4160,0
366.2734375,56,64,"torch.Size([1, 64, 56, 56])",1,0.000255737150291679,3261440,366.2734375,64,2,4160,0
366.296875,112,64,"torch.Size([1, 64, 112, 112])",1,0.000754744449659483,13045760,366.296875,64,2,4160,0
415.1953125,224,64,"torch.Size([1, 64, 224, 224])",1,0.0035301622498082,52183040,415.1953125,64,2,4160,0
427.33203125,7,64,"torch.Size([1, 64, 7, 7])",1,3.56832999386825E-05,16640,427.33203125,64,5,4160,0
427.37109375,14,64,"torch.Size([1, 64, 14, 14])",1,3.69632500223815E-05,37440,427.390625,64,5,4160,0
427.453125,28,64,"torch.Size([1, 64, 28, 28])",1,0.000113440700079082,149760,427.453125,64,5,4160,0
427.4609375,56,64,"torch.Size([1, 64, 56, 56])",1,0.000188158200035105,599040,427.4609375,64,5,4160,0
427.46875,112,64,"torch.Size([1, 64, 112, 112])",1,0.000400053100020159,2200640,427.46875,64,5,4160,0
427.4765625,224,64,"torch.Size([1, 64, 224, 224])",1,0.00194058894994669,8424000,427.4765625,64,5,4160,0
427.48046875,7,64,"torch.Size([1, 64, 7, 7])",3,7.93466504546814E-05,923200,427.48046875,64,1,36928,0
427.48046875,14,64,"torch.Size([1, 64, 14, 14])",3,0.000363053449837025,5317632,427.48046875,64,1,36928,0
427.50390625,28,64,"torch.Size([1, 64, 28, 28])",3,0.00077509850016213,24963328,427.50390625,64,1,36928,0
427.51171875,56,64,"torch.Size([1, 64, 56, 56])",3,0.00236308345047291,107682048,427.51171875,64,1,36928,0
427.52734375,112,64,"torch.Size([1, 64, 112, 112])",3,0.0106417884497205,446828800,427.52734375,64,1,36928,0
427.53515625,224,64,"torch.Size([1, 64, 224, 224])",3,0.0419315058497887,1819959552,427.53515625,64,1,36928,0
439.78515625,7,64,"torch.Size([1, 64, 7, 7])",3,6.62290993204806E-05,332352,439.78515625,64,2,36928,0
439.78515625,14,64,"torch.Size([1, 64, 14, 14])",3,0.000158687100338284,1329408,439.78515625,64,2,36928,0
439.80078125,28,64,"torch.Size([1, 64, 28, 28])",3,0.000323862949881004,6240832,439.80078125,64,2,36928,0
439.80859375,56,64,"torch.Size([1, 64, 56, 56])",3,0.000839545050257584,26920512,439.80859375,64,2,36928,0
439.82421875,112,64,"torch.Size([1, 64, 112, 112])",3,0.00308821114958846,111707200,439.82421875,64,2,36928,0
439.83203125,224,64,"torch.Size([1, 64, 224, 224])",3,0.0121964771504281,454989888,439.83203125,64,2,36928,0
464.33203125,7,64,"torch.Size([1, 64, 7, 7])",3,5.4435950005427E-05,36928,464.33203125,64,5,36928,0
464.33203125,14,64,"torch.Size([1, 64, 14, 14])",3,8.35999497212469E-05,332352,464.33203125,64,5,36928,0
464.33984375,28,64,"torch.Size([1, 64, 28, 28])",3,0.00012954314952367,1329408,464.33984375,64,5,36928,0
464.35546875,56,64,"torch.Size([1, 64, 56, 56])",3,0.000253373900341103,4468288,464.35546875,64,5,36928,0
464.37109375,112,64,"torch.Size([1, 64, 112, 112])",3,0.00081569554968155,17873152,464.37109375,64,5,36928,0
464.37890625,224,64,"torch.Size([1, 64, 224, 224])",3,0.00382382005045656,74779200,464.37890625,64,5,36928,0
488.88671875,7,64,"torch.Size([1, 64, 7, 7])",1,4.14714995713439E-05,407680,488.88671875,128,1,8320,0
488.88671875,14,64,"torch.Size([1, 64, 14, 14])",1,0.00011056719959015,1630720,488.88671875,128,1,8320,0
488.8984375,28,64,"torch.Size([1, 64, 28, 28])",1,0.000225386850070208,6522880,488.8984375,128,1,8320,0
488.90625,56,64,"torch.Size([1, 64, 56, 56])",1,0.000756688500405289,26091520,488.90625,128,1,8320,0
488.9140625,112,64,"torch.Size([1, 64, 112, 112])",1,0.00411529830016661,104366080,488.9140625,128,1,8320,0
520.534375,224,64,"torch.Size([1, 64, 224, 224])",1,0.013372162199812,417464320,549.671875,128,1,8320,0
489.0234375,7,64,"torch.Size([1, 64, 7, 7])",1,6.59076998999808E-05,133120,489.0234375,128,2,8320,0
489.046875,14,64,"torch.Size([1, 64, 14, 14])",1,5.85756497457624E-05,407680,489.046875,128,2,8320,0
489.07421875,28,64,"torch.Size([1, 64, 28, 28])",1,0.000169422249746276,1630720,489.07421875,128,2,8320,0
489.09765625,56,64,"torch.Size([1, 64, 56, 56])",1,0.000359868699888466,6522880,489.09765625,128,2,8320,0
489.12109375,112,64,"torch.Size([1, 64, 112, 112])",1,0.00132172535013524,26091520,489.12109375,128,2,8320,0
501.26953125,224,64,"torch.Size([1, 64, 224, 224])",1,0.00534638200042537,104366080,501.26953125,128,2,8320,0
501.26953125,7,64,"torch.Size([1, 64, 7, 7])",1,5.55949998670258E-05,33280,501.26953125,128,5,8320,0
501.26953125,14,64,"torch.Size([1, 64, 14, 14])",1,4.31861997640226E-05,74880,501.26953125,128,5,8320,0
501.27734375,28,64,"torch.Size([1, 64, 28, 28])",1,0.000135474050330231,299520,501.27734375,128,5,8320,0
501.28515625,56,64,"torch.Size([1, 64, 56, 56])",1,0.000186975349788554,1198080,501.28515625,128,5,8320,0
501.29296875,112,64,"torch.Size([1, 64, 112, 112])",1,0.000503717650281033,4401280,501.29296875,128,5,8320,0
501.3046875,224,64,"torch.Size([1, 64, 224, 224])",1,0.00236844730025041,16848000,501.3046875,128,5,8320,0
501.30859375,7,64,"torch.Size([1, 64, 7, 7])",3,0.000122779500088654,1846400,501.30859375,128,1,73856,0
501.390625,14,64,"torch.Size([1, 64, 14, 14])",3,0.000429736849764595,10635264,501.390625,128,1,73856,0
501.4140625,28,64,"torch.Size([1, 64, 28, 28])",3,0.0015683044999605,49926656,501.4140625,128,1,73856,0
501.421875,56,64,"torch.Size([1, 64, 56, 56])",3,0.00527596510000876,215364096,501.421875,128,1,73856,0
501.4375,112,64,"torch.Size([1, 64, 112, 112])",3,0.0200851596498978,893657600,501.4375,128,1,73856,0
590.567708333333,224,64,"torch.Size([1, 64, 224, 224])",3,0.0898914054996567,3639919104,621.89453125,128,1,73856,0
538.3203125,7,64,"torch.Size([1, 64, 7, 7])",3,0.000105681749846553,664704,538.3203125,128,2,73856,0
538.3203125,14,64,"torch.Size([1, 64, 14, 14])",3,0.000194088499847567,2658816,538.3203125,128,2,73856,0
538.3359375,28,64,"torch.Size([1, 64, 28, 28])",3,0.000520323000091594,12481664,538.3359375,128,2,73856,0
538.34375,56,64,"torch.Size([1, 64, 56, 56])",3,0.00158386465045623,53841024,538.34375,128,2,73856,0
538.359375,112,64,"torch.Size([1, 64, 112, 112])",3,0.00601873920022626,223414400,538.359375,128,2,73856,0
538.3671875,224,64,"torch.Size([1, 64, 224, 224])",3,0.0229061236503185,909979776,538.3671875,128,2,73856,0
538.3671875,7,64,"torch.Size([1, 64, 7, 7])",3,8.33449499623384E-05,73856,538.3671875,128,5,73856,0
538.3671875,14,64,"torch.Size([1, 64, 14, 14])",3,0.000127212850202341,664704,538.3671875,128,5,73856,0
538.375,28,64,"torch.Size([1, 64, 28, 28])",3,0.000249674299993785,2658816,538.375,128,5,73856,0
538.390625,56,64,"torch.Size([1, 64, 56, 56])",3,0.00049284214983345,8936576,538.390625,128,5,73856,0
538.40625,112,64,"torch.Size([1, 64, 112, 112])",3,0.00136583860003157,35746304,538.40625,128,5,73856,0
538.4140625,224,64,"torch.Size([1, 64, 224, 224])",3,0.00608594014993287,149558400,538.4140625,128,5,73856,0
538.4140625,7,64,"torch.Size([1, 64, 7, 7])",1,6.98846502928063E-05,815360,538.4140625,256,1,16640,0
538.4140625,14,64,"torch.Size([1, 64, 14, 14])",1,0.000167964949650923,3261440,538.4140625,256,1,16640,0
538.42578125,28,64,"torch.Size([1, 64, 28, 28])",1,0.000420625849801581,13045760,538.42578125,256,1,16640,0
538.43359375,56,64,"torch.Size([1, 64, 56, 56])",1,0.00154853280037059,52183040,538.43359375,256,1,16640,0
552.203835227273,112,64,"torch.Size([1, 64, 112, 112])",1,0.00620847469981527,208732160,562.3671875,256,1,16640,0
637.408203125,224,64,"torch.Size([1, 64, 224, 224])",1,0.0420356278998952,834928640,705.1640625,256,1,16640,0
562.796875,7,64,"torch.Size([1, 64, 7, 7])",1,3.76904004951939E-05,266240,562.796875,256,2,16640,0
562.82421875,14,64,"torch.Size([1, 64, 14, 14])",1,6.10071503615473E-05,815360,562.82421875,256,2,16640,0
562.8515625,28,64,"torch.Size([1, 64, 28, 28])",1,0.000185059499926865,3261440,562.8515625,256,2,16640,0
562.875,56,64,"torch.Size([1, 64, 56, 56])",1,0.000467395699524786,13045760,562.875,256,2,16640,0
562.8984375,112,64,"torch.Size([1, 64, 112, 112])",1,0.00174203049973585,52183040,562.8984375,256,2,16640,0
593.434283088235,224,64,"torch.Size([1, 64, 224, 224])",1,0.00844726919967798,208732160,599.671875,256,2,16640,0
599.671875,7,64,"torch.Size([1, 64, 7, 7])",1,6.99953001458198E-05,66560,599.671875,256,5,16640,0
599.671875,14,64,"torch.Size([1, 64, 14, 14])",1,3.83131504349876E-05,149760,599.671875,256,5,16640,0
599.6796875,28,64,"torch.Size([1, 64, 28, 28])",1,0.000133405199449044,599040,599.6796875,256,5,16640,0
599.6875,56,64,"torch.Size([1, 64, 56, 56])",1,0.000246352300018771,2396160,599.6875,256,5,16640,0
599.6953125,112,64,"torch.Size([1, 64, 112, 112])",1,0.000686919999861857,8802560,599.6953125,256,5,16640,0
599.703125,224,64,"torch.Size([1, 64, 224, 224])",1,0.00307286364986794,33696000,599.703125,256,5,16640,0
599.70703125,7,64,"torch.Size([1, 64, 7, 7])",3,0.000214422150020255,3692800,599.70703125,256,1,147712,0
599.71875,14,64,"torch.Size([1, 64, 14, 14])",3,0.000706173750222661,21270528,599.71875,256,1,147712,0
599.7421875,28,64,"torch.Size([1, 64, 28, 28])",3,0.00245242595046875,99853312,599.7421875,256,1,147712,0
599.75,56,64,"torch.Size([1, 64, 56, 56])",3,0.0101350135497341,430728192,599.75,256,1,147712,0
599.765625,112,64,"torch.Size([1, 64, 112, 112])",3,0.0379777035996085,1787315200,599.765625,256,1,147712,0
668.578993055556,224,64,"torch.Size([1, 64, 224, 224])",3,0.197883832950174,7279838208,706.09765625,256,1,147712,0
599.7734375,7,64,"torch.Size([1, 64, 7, 7])",3,0.000137593800172908,1329408,599.7734375,256,2,147712,0
599.7734375,14,64,"torch.Size([1, 64, 14, 14])",3,0.000307387550128624,5317632,599.7734375,256,2,147712,0
599.7890625,28,64,"torch.Size([1, 64, 28, 28])",3,0.000949710550048621,24963328,599.7890625,256,2,147712,0
599.796875,56,64,"torch.Size([1, 64, 56, 56])",3,0.00248922815007972,107682048,599.796875,256,2,147712,0
599.8125,112,64,"torch.Size([1, 64, 112, 112])",3,0.0134077635499125,446828800,599.8125,256,2,147712,0
599.8203125,224,64,"torch.Size([1, 64, 224, 224])",3,0.0489942715495999,1819959552,599.8203125,256,2,147712,0
599.8203125,7,64,"torch.Size([1, 64, 7, 7])",3,6.77896001434419E-05,147712,599.8203125,256,5,147712,0
599.8203125,14,64,"torch.Size([1, 64, 14, 14])",3,0.000146508350007935,1329408,599.8203125,256,5,147712,0
599.828125,28,64,"torch.Size([1, 64, 28, 28])",3,0.000395730449963594,5317632,599.828125,256,5,147712,0
599.84375,56,64,"torch.Size([1, 64, 56, 56])",3,0.000817781400110107,17873152,599.84375,256,5,147712,0
599.859375,112,64,"torch.Size([1, 64, 112, 112])",3,0.00326308939984301,71492608,599.859375,256,5,147712,0
599.8671875,224,64,"torch.Size([1, 64, 224, 224])",3,0.0103840381496411,299116800,599.8671875,256,5,147712,0
599.87109375,7,64,"torch.Size([1, 64, 7, 7])",1,0.00013319084973773,1630720,599.87109375,512,1,33280,0
599.87109375,14,64,"torch.Size([1, 64, 14, 14])",1,0.000308619299903512,6522880,599.87109375,512,1,33280,0
599.8828125,28,64,"torch.Size([1, 64, 28, 28])",1,0.000792659050057409,26091520,599.8828125,512,1,33280,0
599.890625,56,64,"torch.Size([1, 64, 56, 56])",1,0.00332495365000796,104366080,599.890625,512,1,33280,0
603.378125,112,64,"torch.Size([1, 64, 112, 112])",1,0.0119778774998849,417464320,611.8203125,512,1,33280,0
742.934709821429,224,64,"torch.Size([1, 64, 224, 224])",1,0.0890269425006409,1669857280,876.265625,512,1,33280,0
587.64453125,7,64,"torch.Size([1, 64, 7, 7])",1,5.24648996361066E-05,532480,587.64453125,512,2,33280,0
587.65625,14,64,"torch.Size([1, 64, 14, 14])",1,0.000106612899980973,1630720,587.65625,512,2,33280,0
587.68359375,28,64,"torch.Size([1, 64, 28, 28])",1,0.000423038900044048,6522880,587.68359375,512,2,33280,0
587.70703125,56,64,"torch.Size([1, 64, 56, 56])",1,0.000774198499857448,26091520,587.70703125,512,2,33280,0
587.73046875,112,64,"torch.Size([1, 64, 112, 112])",1,0.00374043784977403,104366080,587.73046875,512,2,33280,0
610.50234375,224,64,"torch.Size([1, 64, 224, 224])",1,0.0267016433499521,417464320,636.453125,512,2,33280,0
563.3046875,7,64,"torch.Size([1, 64, 7, 7])",1,5.46784496691544E-05,133120,563.3046875,512,5,33280,0
563.359375,14,64,"torch.Size([1, 64, 14, 14])",1,6.08096495852806E-05,299520,563.359375,512,5,33280,0
563.38671875,28,64,"torch.Size([1, 64, 28, 28])",1,0.000247765349922702,1198080,563.38671875,512,5,33280,0
563.39453125,56,64,"torch.Size([1, 64, 56, 56])",1,0.000481851449876558,4792320,563.39453125,512,5,33280,0
563.40234375,112,64,"torch.Size([1, 64, 112, 112])",1,0.00146077969984617,17605120,563.40234375,512,5,33280,0
563.41015625,224,64,"torch.Size([1, 64, 224, 224])",1,0.00523911044947454,67392000,563.41015625,512,5,33280,0
563.4140625,7,64,"torch.Size([1, 64, 7, 7])",3,0.000624559800053248,7385600,563.4140625,512,1,295424,0
563.4140625,14,64,"torch.Size([1, 64, 14, 14])",3,0.00114274575025775,42541056,563.4140625,512,1,295424,0
563.4375,28,64,"torch.Size([1, 64, 28, 28])",3,0.00488098575006006,199706624,563.4375,512,1,295424,0
563.4453125,56,64,"torch.Size([1, 64, 56, 56])",3,0.0200221799495921,861456384,563.4453125,512,1,295424,0
567.326171875,112,64,"torch.Size([1, 64, 112, 112])",3,0.0749300105002476,3574630400,586.65234375,512,1,295424,0
733.726004464286,224,64,"torch.Size([1, 64, 224, 224])",3,0.374910110400379,14559676416,867.4140625,512,1,295424,0
586.947916666667,7,64,"torch.Size([1, 64, 7, 7])",3,0.000214237449836219,2658816,586.9765625,512,2,295424,0
586.9765625,14,64,"torch.Size([1, 64, 14, 14])",3,0.0004984567000065,10635264,586.9765625,512,2,295424,0
586.9921875,28,64,"torch.Size([1, 64, 28, 28])",3,0.00159887279951363,49926656,586.9921875,512,2,295424,0
587,56,64,"torch.Size([1, 64, 56, 56])",3,0.00514503779995721,215364096,587,512,2,295424,0
587.015625,112,64,"torch.Size([1, 64, 112, 112])",3,0.0201482037002279,893657600,587.015625,512,2,295424,0
596.423177083333,224,64,"torch.Size([1, 64, 224, 224])",3,0.0858190842001932,3639919104,623.578125,512,2,295424,0
587.26171875,7,64,"torch.Size([1, 64, 7, 7])",3,8.42171000840608E-05,295424,587.26171875,512,5,295424,0
587.453125,14,64,"torch.Size([1, 64, 14, 14])",3,0.000209889600228053,2658816,587.453125,512,5,295424,0
587.4609375,28,64,"torch.Size([1, 64, 28, 28])",3,0.000631572449492523,10635264,587.4609375,512,5,295424,0
587.4765625,56,64,"torch.Size([1, 64, 56, 56])",3,0.00139331570026116,35746304,587.4765625,512,5,295424,0
587.4921875,112,64,"torch.Size([1, 64, 112, 112])",3,0.00394506099983119,142985216,587.4921875,512,5,295424,0
587.5,224,64,"torch.Size([1, 64, 224, 224])",3,0.0176783740003884,598233600,587.5,512,5,295424,0
587.50390625,7,64,"torch.Size([1, 64, 7, 7])",1,0.000178595750185195,3261440,587.50390625,1024,1,66560,0
587.73828125,14,64,"torch.Size([1, 64, 14, 14])",1,0.000450201900093816,13045760,587.73828125,1024,1,66560,0
587.75,28,64,"torch.Size([1, 64, 28, 28])",1,0.00144069175003096,52183040,587.75,1024,1,66560,0
587.7578125,56,64,"torch.Size([1, 64, 56, 56])",1,0.0060330492000503,208732160,587.7578125,1024,1,66560,0
655.910807291667,112,64,"torch.Size([1, 64, 112, 112])",1,0.0409662184996705,834928640,707.9140625,1024,1,66560,0
922.771661931818,224,64,"torch.Size([1, 64, 224, 224])",1,0.162446880400239,3339714560,1157.00390625,1024,1,66560,0
587.54296875,7,64,"torch.Size([1, 64, 7, 7])",1,8.10099001682829E-05,1064960,587.54296875,1024,2,66560,0
587.7734375,14,64,"torch.Size([1, 64, 14, 14])",1,0.00018526354979258,3261440,587.7734375,1024,2,66560,0
587.80078125,28,64,"torch.Size([1, 64, 28, 28])",1,0.000450877449475229,13045760,587.80078125,1024,2,66560,0
587.82421875,56,64,"torch.Size([1, 64, 56, 56])",1,0.00155054034985369,52183040,587.82421875,1024,2,66560,0
587.84765625,112,64,"torch.Size([1, 64, 112, 112])",1,0.00679644219999318,208732160,587.84765625,1024,2,66560,0
657.80078125,224,64,"torch.Size([1, 64, 224, 224])",1,0.067026922700461,834928640,717.96484375,1024,2,66560,0
587.625,7,64,"torch.Size([1, 64, 7, 7])",1,6.02230502408929E-05,266240,587.7109375,1024,5,66560,0
587.87109375,14,64,"torch.Size([1, 64, 14, 14])",1,7.31872001779266E-05,599040,587.87109375,1024,5,66560,0
587.87890625,28,64,"torch.Size([1, 64, 28, 28])",1,0.000540882900531869,2396160,587.87890625,1024,5,66560,0
587.88671875,56,64,"torch.Size([1, 64, 56, 56])",1,0.000771646799694281,9584640,587.88671875,1024,5,66560,0
587.89453125,112,64,"torch.Size([1, 64, 112, 112])",1,0.00221777180049685,35210240,587.89453125,1024,5,66560,0
587.90234375,224,64,"torch.Size([1, 64, 224, 224])",1,0.0068353868999111,134784000,587.90234375,1024,5,66560,0
587.90234375,7,64,"torch.Size([1, 64, 7, 7])",3,0.000553149549523369,14771200,587.90234375,1024,1,590848,0
588.32421875,14,64,"torch.Size([1, 64, 14, 14])",3,0.00200483189983061,85082112,588.32421875,1024,1,590848,0
588.34765625,28,64,"torch.Size([1, 64, 28, 28])",3,0.00977330019959481,399413248,588.34765625,1024,1,590848,0
588.35546875,56,64,"torch.Size([1, 64, 56, 56])",3,0.0387545898498502,1722912768,588.35546875,1024,1,590848,0
654.125,112,64,"torch.Size([1, 64, 112, 112])",3,0.194052676050342,7149260800,692.7890625,1024,1,590848,0
685.1140625,224,64,"torch.Size([1, 64, 224, 224])",3,0.766272400449816,29119352832,788.33984375,1024,1,590848,0
588.37890625,7,64,"torch.Size([1, 64, 7, 7])",3,0.00030656645030831,5317632,588.37890625,1024,2,590848,0
588.37890625,14,64,"torch.Size([1, 64, 14, 14])",3,0.00073816335061565,21270528,588.37890625,1024,2,590848,0
588.39453125,28,64,"torch.Size([1, 64, 28, 28])",3,0.00284357355048996,99853312,588.39453125,1024,2,590848,0
588.40234375,56,64,"torch.Size([1, 64, 56, 56])",3,0.0101121264502581,430728192,588.40234375,1024,2,590848,0
588.41796875,112,64,"torch.Size([1, 64, 112, 112])",3,0.0402787654005806,1787315200,588.41796875,1024,2,590848,0
656.543402777778,224,64,"torch.Size([1, 64, 224, 224])",3,0.208238084249751,7279838208,708.0546875,1024,2,590848,0
588.26953125,7,64,"torch.Size([1, 64, 7, 7])",3,0.000130414099839982,590848,588.26953125,1024,5,590848,0
588.42578125,14,64,"torch.Size([1, 64, 14, 14])",3,0.000377975849551149,5317632,588.42578125,1024,5,590848,0
588.43359375,28,64,"torch.Size([1, 64, 28, 28])",3,0.00101460389996646,21270528,588.43359375,1024,5,590848,0
588.44921875,56,64,"torch.Size([1, 64, 56, 56])",3,0.00220278900014819,71492608,588.44921875,1024,5,590848,0
588.46484375,112,64,"torch.Size([1, 64, 112, 112])",3,0.00784589899994899,285970432,588.46484375,1024,5,590848,0
588.47265625,224,64,"torch.Size([1, 64, 224, 224])",3,0.033079015849944,1196467200,588.47265625,1024,5,590848,0
588.4765625,7,128,"torch.Size([1, 128, 7, 7])",1,3.75027499103453E-05,202272,588.4765625,32,1,4128,0
588.4921875,14,128,"torch.Size([1, 128, 14, 14])",1,5.03139497595839E-05,809088,588.4921875,32,1,4128,0
588.50390625,28,128,"torch.Size([1, 128, 28, 28])",1,0.000145907849946525,3236352,588.50390625,32,1,4128,0
588.515625,56,128,"torch.Size([1, 128, 56, 56])",1,0.000441101250180509,12945408,588.515625,32,1,4128,0
588.52734375,112,128,"torch.Size([1, 128, 112, 112])",1,0.001841548000084,51781632,588.52734375,32,1,4128,0
588.9765625,224,128,"torch.Size([1, 128, 224, 224])",1,0.00734193980024429,207126528,588.9765625,32,1,4128,0
564.56640625,7,128,"torch.Size([1, 128, 7, 7])",1,3.71253001503646E-05,66048,564.56640625,32,2,4128,0
564.640625,14,128,"torch.Size([1, 128, 14, 14])",1,0.000103800450597191,202272,564.640625,32,2,4128,0
564.66796875,28,128,"torch.Size([1, 128, 28, 28])",1,0.000149292450078065,809088,564.66796875,32,2,4128,0
564.6953125,56,128,"torch.Size([1, 128, 56, 56])",1,0.000319947749812854,3236352,564.6953125,32,2,4128,0
564.72265625,112,128,"torch.Size([1, 128, 112, 112])",1,0.0012884744501207,12945408,564.72265625,32,2,4128,0
653.29443359375,224,128,"torch.Size([1, 128, 224, 224])",1,0.0061403039500874,51781632,662.625,32,2,4128,0
637.96484375,7,128,"torch.Size([1, 128, 7, 7])",1,3.13060503685847E-05,16512,637.96484375,32,5,4128,0
638.14453125,14,128,"torch.Size([1, 128, 14, 14])",1,8.13687496702187E-05,37152,638.14453125,32,5,4128,0
638.15234375,28,128,"torch.Size([1, 128, 28, 28])",1,0.000128496399702271,148608,638.15234375,32,5,4128,0
638.16015625,56,128,"torch.Size([1, 128, 56, 56])",1,0.000191977150097955,594432,638.16015625,32,5,4128,0
638.16796875,112,128,"torch.Size([1, 128, 112, 112])",1,0.000865721199807012,2183712,638.16796875,32,5,4128,0
662.671875,224,128,"torch.Size([1, 128, 224, 224])",1,0.00431031900006929,8359200,662.671875,32,5,4128,0
613.8671875,7,128,"torch.Size([1, 128, 7, 7])",3,0.000118758749886183,922400,613.8671875,32,1,36896,0
613.8828125,14,128,"torch.Size([1, 128, 14, 14])",3,0.000227720799739473,5313024,613.8828125,32,1,36896,0
613.8984375,28,128,"torch.Size([1, 128, 28, 28])",3,0.000678183249692665,24941696,613.8984375,32,1,36896,0
613.90625,56,128,"torch.Size([1, 128, 56, 56])",3,0.00246154959968408,107588736,613.90625,32,1,36896,0
613.921875,112,128,"torch.Size([1, 128, 112, 112])",3,0.0111871573499229,446441600,613.921875,32,1,36896,0
662.8046875,224,128,"torch.Size([1, 128, 224, 224])",3,0.0428358965502412,1818382464,662.8046875,32,1,36896,0
613.9140625,7,128,"torch.Size([1, 128, 7, 7])",3,9.5421849982813E-05,332064,613.9296875,32,2,36896,0
613.9375,14,128,"torch.Size([1, 128, 14, 14])",3,0.000247010100429179,1328256,613.9375,32,2,36896,0
613.953125,28,128,"torch.Size([1, 128, 28, 28])",3,0.000356651299807709,6235424,613.953125,32,2,36896,0
613.9609375,56,128,"torch.Size([1, 128, 56, 56])",3,0.00108603059998131,26897184,613.9609375,32,2,36896,0
613.9765625,112,128,"torch.Size([1, 128, 112, 112])",3,0.00392098544980399,111610400,613.9765625,32,2,36896,0
662.859375,224,128,"torch.Size([1, 128, 224, 224])",3,0.0161016430000018,454595616,662.859375,32,2,36896,0
613.8671875,7,128,"torch.Size([1, 128, 7, 7])",3,0.000101170450216159,36896,613.8671875,32,5,36896,0
613.9921875,14,128,"torch.Size([1, 128, 14, 14])",3,0.00012872814986622,332064,613.9921875,32,5,36896,0
614,28,128,"torch.Size([1, 128, 28, 28])",3,0.000189933949877741,1328256,614,32,5,36896,0
614.015625,56,128,"torch.Size([1, 128, 56, 56])",3,0.000375694800459314,4464416,614.015625,32,5,36896,0
614.03125,112,128,"torch.Size([1, 128, 112, 112])",3,0.00183752279990586,17857664,614.03125,32,5,36896,0
687.4140625,224,128,"torch.Size([1, 128, 224, 224])",3,0.00662503230050788,74714400,687.4140625,32,5,36896,0
638.454427083333,7,128,"torch.Size([1, 128, 7, 7])",1,4.61807001556735E-05,404544,638.54296875,64,1,8256,0
638.5546875,14,128,"torch.Size([1, 128, 14, 14])",1,8.23041002149694E-05,1618176,638.5546875,64,1,8256,0
