macs,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.linear.Linear'>_macs,total_nn_calls,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.linear.Linear'>_calls,total_params,trainable_params,latency,avg_memory,max_memory,batch_size,input_size,model_config,device_config,model,platform,device,device_idx,num_threads,iters,use_cuda,use_channels_last,use_fp16,use_jit,use_tensorrt,use_ipex,use_dquant,results_dir,exp_name,act_fn,dropout,randomized_text,requires_grad,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
91418484736.0,83912515584.0,0.0,,7503609856.0,21.0,5.0,2.0,,3.0,61100840.0,61100840.0,6.21005892753601e-07,14991228928.0,14991228928.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,alexnet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,2359296.0,,,7.0,0.0,3.0,0.0,,,,,,
819094576.0,818924576.0,0.0,,,57.0,26.0,1.0,,,1248424.0,1248424.0,1.23828649520874e-06,13709869056.0,13709869056.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,squeezenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,170000.0,,,26.0,0.0,3.0,0.0,,,,,,
1638189152.0,1637849152.0,0.0,,,57.0,26.0,1.0,,,1248424.0,1248424.0,5.89713454246521e-07,13730840576.0,13730840576.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,squeezenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,340000.0,,,26.0,0.0,3.0,0.0,,,,,,
3276378304.0,3275698304.0,0.0,,,57.0,26.0,1.0,,,1248424.0,1248424.0,6.083399057388306e-07,13753909248.0,13753909248.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,squeezenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,680000.0,,,26.0,0.0,3.0,0.0,,,,,,
6552756608.0,6551396608.0,0.0,,,57.0,26.0,1.0,,,1248424.0,1248424.0,6.187707185745239e-07,13791657984.0,13791657984.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,squeezenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,1360000.0,,,26.0,0.0,3.0,0.0,,,,,,
13105513216.0,13102793216.0,0.0,,,57.0,26.0,1.0,,,1248424.0,1248424.0,6.057322025299072e-07,13938458624.0,13938458624.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,squeezenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,2720000.0,,,26.0,0.0,3.0,0.0,,,,,,
26211026432.0,26205586432.0,0.0,,,57.0,26.0,1.0,,,1248424.0,1248424.0,5.05894422531128e-07,14085259264.0,14085259264.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,squeezenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,5440000.0,,,26.0,0.0,3.0,0.0,,,,,,
52422052864.0,52411172864.0,0.0,,,57.0,26.0,1.0,,,1248424.0,1248424.0,4.917383193969727e-07,14670364672.0,14670364672.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,squeezenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,10880000.0,,,26.0,0.0,3.0,0.0,,,,,,
104844105728.0,104822345728.0,0.0,,,57.0,26.0,1.0,,,1248424.0,1248424.0,5.006790161132813e-07,15834284032.0,15834284032.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,squeezenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,21760000.0,,,26.0,0.0,3.0,0.0,,,,,,
15470314496.0,15346630656.0,0.0,,123633664.0,39.0,13.0,2.0,,3.0,138357544.0,138357544.0,6.377696990966796e-07,14307557376.0,14307557376.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,vgg16,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,50176.0,,,15.0,0.0,5.0,0.0,,,,,,
30940628992.0,30693261312.0,0.0,,247267328.0,39.0,13.0,2.0,,3.0,138357544.0,138357544.0,5.35324215888977e-07,14823456768.0,14823456768.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,vgg16,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,100352.0,,,15.0,0.0,5.0,0.0,,,,,,
61881257984.0,61386522624.0,0.0,,494534656.0,39.0,13.0,2.0,,3.0,138357544.0,138357544.0,5.267560482025147e-07,14823456768.0,14823456768.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,vgg16,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,200704.0,,,15.0,0.0,5.0,0.0,,,,,,
123762515968.0,122773045248.0,0.0,,989069312.0,39.0,13.0,2.0,,3.0,138357544.0,138357544.0,5.248934030532837e-07,14825553920.0,14825553920.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,vgg16,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,401408.0,,,15.0,0.0,5.0,0.0,,,,,,
247525031936.0,245546090496.0,0.0,,1978138624.0,39.0,13.0,2.0,,3.0,138357544.0,138357544.0,5.688518285751342e-07,15639248896.0,15639248896.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,vgg16,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,802816.0,,,15.0,0.0,5.0,0.0,,,,,,
495050063872.0,491092180992.0,0.0,,3956277248.0,39.0,13.0,2.0,,3.0,138357544.0,138357544.0,5.19677996635437e-07,17264541696.0,17264541696.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,vgg16,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,1605632.0,,,15.0,0.0,5.0,0.0,,,,,,
990100127744.0,982184361984.0,0.0,,7912554496.0,39.0,13.0,2.0,,3.0,138357544.0,138357544.0,5.219131708145141e-07,21330919424.0,21330919424.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,vgg16,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,3211264.0,,,15.0,0.0,5.0,0.0,,,,,,
1980200255488.0,1964368723968.0,0.0,,15825108992.0,39.0,13.0,2.0,,3.0,138357544.0,138357544.0,5.248934030532837e-07,29455286272.0,29455286272.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,vgg16,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,,,1.0,6422528.0,,,15.0,0.0,5.0,0.0,,,,,,
7845841056.0,7725699072.0,,,2208000.0,486.0,160.0,,,1.0,28681000.0,28681000.0,6.243586540222168e-07,13833601024.0,13833601024.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,densenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,161.0,117656448.0,,,,,160.0,0.0,1.0,0.0,3.0,277536.0,,,,
15691682112.0,15451398144.0,,,4416000.0,486.0,160.0,,,1.0,28681000.0,28681000.0,6.925314664840698e-07,13990887424.0,13990887424.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,densenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,161.0,235312896.0,,,,,160.0,0.0,1.0,0.0,3.0,555072.0,,,,
31383364224.0,30902796288.0,,,8832000.0,486.0,160.0,,,1.0,28681000.0,28681000.0,5.13717532157898e-07,14181728256.0,14181728256.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,densenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,161.0,470625792.0,,,,,160.0,0.0,1.0,0.0,3.0,1110144.0,,,,
62766728448.0,61805592576.0,,,17664000.0,486.0,160.0,,,1.0,28681000.0,28681000.0,6.221234798431396e-07,14307557376.0,14307557376.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,densenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,161.0,941251584.0,,,,,160.0,0.0,1.0,0.0,3.0,2220288.0,,,,
125533456896.0,123611185152.0,,,35328000.0,486.0,160.0,,,1.0,28681000.0,28681000.0,5.524605512619019e-07,14487912448.0,14487912448.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,densenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,161.0,1882503168.0,,,,,160.0,0.0,1.0,0.0,3.0,4440576.0,,,,
251066913792.0,247222370304.0,,,70656000.0,486.0,160.0,,,1.0,28681000.0,28681000.0,5.200505256652832e-07,15045754880.0,15045754880.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,densenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,161.0,3765006336.0,,,,,160.0,0.0,1.0,0.0,3.0,8881152.0,,,,
502133827584.0,494444740608.0,,,141312000.0,486.0,160.0,,,1.0,28681000.0,28681000.0,5.166977643966674e-07,16100622336.0,16100622336.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,densenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,161.0,7530012672.0,,,,,160.0,0.0,1.0,0.0,3.0,17762304.0,,,,
1004267655168.0,988889481216.0,,,282624000.0,486.0,160.0,,,1.0,28681000.0,28681000.0,5.517154932022095e-07,18204065792.0,18204065792.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,densenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,161.0,15060025344.0,,,,,160.0,0.0,1.0,0.0,3.0,35524608.0,,,,
2856567712.0,2835873120.0,0.0,,2048000.0,198.0,96.0,1.0,,2.0,27161264.0,27161264.0,6.139278411865235e-07,13850378240.0,13850378240.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,inception,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,96.0,18593344.0,1.0,53248.0,,,,,2.0,0.0,,,,,,
5713135424.0,5671746240.0,0.0,,4096000.0,198.0,96.0,1.0,,2.0,27161264.0,27161264.0,7.018446922302246e-07,13925875712.0,13925875712.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,inception,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,96.0,37186688.0,1.0,106496.0,,,,,2.0,0.0,,,,,,
11426270848.0,11343492480.0,0.0,,8192000.0,198.0,96.0,1.0,,2.0,27161264.0,27161264.0,7.197260856628418e-07,13925875712.0,13925875712.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,inception,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,96.0,74373376.0,1.0,212992.0,,,,,2.0,0.0,,,,,,
22852541696.0,22686984960.0,0.0,,16384000.0,198.0,96.0,1.0,,2.0,27161264.0,27161264.0,7.215887308120727e-07,14024441856.0,14024441856.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,inception,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,96.0,148746752.0,1.0,425984.0,,,,,2.0,0.0,,,,,,
45705083392.0,45373969920.0,0.0,,32768000.0,198.0,96.0,1.0,,2.0,27161264.0,27161264.0,6.154179573059082e-07,14320140288.0,14320140288.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,inception,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,96.0,297493504.0,1.0,851968.0,,,,,2.0,0.0,,,,,,
91410166784.0,90747939840.0,0.0,,65536000.0,198.0,96.0,1.0,,2.0,27161264.0,27161264.0,6.332993507385254e-07,14634713088.0,14634713088.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,inception,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,96.0,594987008.0,1.0,1703936.0,,,,,2.0,0.0,,,,,,
182820333568.0,181495879680.0,0.0,,131072000.0,198.0,96.0,1.0,,2.0,27161264.0,27161264.0,6.359070539474487e-07,15261761536.0,15261761536.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,inception,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,96.0,1189974016.0,1.0,3407872.0,,,,,2.0,0.0,,,,,,
365640667136.0,362991759360.0,0.0,,262144000.0,198.0,96.0,1.0,,2.0,27161264.0,27161264.0,5.535781383514404e-07,16536829952.0,16536829952.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,inception,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,96.0,2379948032.0,1.0,6815744.0,,,,,2.0,0.0,,,,,,
1511332032.0,1497352192.0,0.0,,1024000.0,140.0,59.0,3.0,,5.0,13004888.0,13004888.0,1.920759677886963e-06,13770686464.0,13770686464.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,googlenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,59.0,12904640.0,1.0,51200.0,,,,,13.0,0.0,,,,,,
3022664064.0,2994704384.0,0.0,,2048000.0,140.0,59.0,3.0,,5.0,13004888.0,13004888.0,6.016343832015991e-07,13800046592.0,13800046592.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,googlenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,59.0,25809280.0,1.0,102400.0,,,,,13.0,0.0,,,,,,
6045328128.0,5989408768.0,0.0,,4096000.0,140.0,59.0,3.0,,5.0,13004888.0,13004888.0,6.828457117080689e-07,13854572544.0,13854572544.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,googlenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,59.0,51618560.0,1.0,204800.0,,,,,13.0,0.0,,,,,,
12090656256.0,11978817536.0,0.0,,8192000.0,140.0,59.0,3.0,,5.0,13004888.0,13004888.0,6.79120421409607e-07,13909098496.0,13909098496.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,googlenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,59.0,103237120.0,1.0,409600.0,,,,,13.0,0.0,,,,,,
24181312512.0,23957635072.0,0.0,,16384000.0,140.0,59.0,3.0,,5.0,13004888.0,13004888.0,5.91576099395752e-07,14131396608.0,14131396608.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,googlenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,59.0,206474240.0,1.0,819200.0,,,,,13.0,0.0,,,,,,
48362625024.0,47915270144.0,0.0,,32768000.0,140.0,59.0,3.0,,5.0,13004888.0,13004888.0,6.020069122314453e-07,14469038080.0,14469038080.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,googlenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,59.0,412948480.0,1.0,1638400.0,,,,,13.0,0.0,,,,,,
96725250048.0,95830540288.0,0.0,,65536000.0,140.0,59.0,3.0,,5.0,13004888.0,13004888.0,6.09084963798523e-07,15140126720.0,15140126720.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,googlenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,59.0,825896960.0,1.0,3276800.0,,,,,13.0,0.0,,,,,,
193450500096.0,191661080576.0,0.0,,131072000.0,140.0,59.0,3.0,,5.0,13004888.0,13004888.0,6.21005892753601e-07,16478109696.0,16478109696.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,googlenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,59.0,1651793920.0,1.0,6553600.0,,,,,13.0,0.0,,,,,,
152708792.0,143883992.0,,,1024000.0,151.0,56.0,,,1.0,2278604.0,2278604.0,6.049871444702149e-07,13716160512.0,13716160512.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,shufflenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,56.0,7800800.0,,,,,37.0,0.0,1.0,0.0,,,,,,
305417584.0,287767984.0,,,2048000.0,151.0,56.0,,,1.0,2278604.0,2278604.0,6.020069122314453e-07,13718257664.0,13718257664.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,shufflenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,56.0,15601600.0,,,,,37.0,0.0,1.0,0.0,,,,,,
610835168.0,575535968.0,,,4096000.0,151.0,56.0,,,1.0,2278604.0,2278604.0,6.895512342453003e-07,13741326336.0,13741326336.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,shufflenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,56.0,31203200.0,,,,,37.0,0.0,1.0,0.0,,,,,,
1221670336.0,1151071936.0,,,8192000.0,151.0,56.0,,,1.0,2278604.0,2278604.0,7.21961259841919e-07,13762297856.0,13762297856.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,shufflenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,56.0,62406400.0,,,,,37.0,0.0,1.0,0.0,,,,,,
2443340672.0,2302143872.0,,,16384000.0,151.0,56.0,,,1.0,2278604.0,2278604.0,7.051974534988404e-07,13787463680.0,13787463680.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,shufflenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,56.0,124812800.0,,,,,37.0,0.0,1.0,0.0,,,,,,
4886681344.0,4604287744.0,,,32768000.0,151.0,56.0,,,1.0,2278604.0,2278604.0,6.988644599914551e-07,13867155456.0,13867155456.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,shufflenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,56.0,249625600.0,,,,,37.0,0.0,1.0,0.0,,,,,,
9773362688.0,9208575488.0,,,65536000.0,151.0,56.0,,,1.0,2278604.0,2278604.0,6.049871444702149e-07,14024441856.0,14024441856.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,shufflenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,56.0,499251200.0,,,,,37.0,0.0,1.0,0.0,,,,,,
19546725376.0,18417150976.0,,,131072000.0,151.0,56.0,,,1.0,2278604.0,2278604.0,6.087124347686768e-07,14334820352.0,14334820352.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,shufflenet,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,56.0,998502400.0,,,,,37.0,0.0,1.0,0.0,,,,,,
327486720.0,299494272.0,0.0,,1280000.0,141.0,52.0,1.0,,1.0,3504872.0,3504872.0,6.075948476791382e-07,13720354816.0,13720354816.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,mobilenet_v2,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,52.0,26712448.0,,,,,35.0,0.0,,,,,,,,
654973440.0,598988544.0,0.0,,2560000.0,141.0,52.0,1.0,,1.0,3504872.0,3504872.0,6.873160600662231e-07,13745520640.0,13745520640.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,mobilenet_v2,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,52.0,53424896.0,,,,,35.0,0.0,,,,,,,,
1309946880.0,1197977088.0,0.0,,5120000.0,141.0,52.0,1.0,,1.0,3504872.0,3504872.0,7.10412859916687e-07,13789560832.0,13789560832.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,mobilenet_v2,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,52.0,106849792.0,,,,,35.0,0.0,,,,,,,,
2619893760.0,2395954176.0,0.0,,10240000.0,141.0,52.0,1.0,,1.0,3504872.0,3504872.0,7.022172212600708e-07,13869252608.0,13869252608.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,mobilenet_v2,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,52.0,213699584.0,,,,,35.0,0.0,,,,,,,,
5239787520.0,4791908352.0,0.0,,20480000.0,141.0,52.0,1.0,,1.0,3504872.0,3504872.0,4.969537258148194e-07,14051704832.0,14051704832.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,mobilenet_v2,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,52.0,427399168.0,,,,,35.0,0.0,,,,,,,,
10479575040.0,9583816704.0,0.0,,40960000.0,141.0,52.0,1.0,,1.0,3504872.0,3504872.0,5.029141902923584e-07,14414512128.0,14414512128.0,"[1, 2, 4, 8, 16, 32, 64, 128]",[224],config/models/vision.yaml,config/devices/cuda.yaml,mobilenet_v2,herron_gpu,cuda,0.0,1.0,10.0,False,False,False,True,False,False,False,experiments/pretrained,pretrained-torchscript,relu,,True,False,52.0,854798336.0,,,,,35.0,0.0,,,,,,,,
