<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_size,latency,macs,max_memory,model,requires_grad,total_nn_calls,total_params,trainable_params,use_dquant,use_torchscript,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
96.0,11343492480.0,1.0,0.0,2.0,8192000.0,,,1.0,relu,932315136.0,4.0,,224.0,0.01361611932516098,11426270848.0,932315136.0,inception,0.0,198.0,27161264.0,0.0,0.0,0.0,96.0,74373376.0,1.0,212992.0,,,,,2.0,0.0,,
96.0,22686984960.0,1.0,0.0,2.0,16384000.0,,,1.0,relu,1030881280.0,8.0,,224.0,0.016754645109176642,22852541696.0,1030881280.0,inception,0.0,198.0,27161264.0,0.0,0.0,0.0,96.0,148746752.0,1.0,425984.0,,,,,2.0,0.0,,
96.0,45373969920.0,1.0,0.0,2.0,32768000.0,,,1.0,relu,1993474048.0,16.0,,224.0,0.03294446095824242,45705083392.0,1993474048.0,inception,0.0,198.0,27161264.0,0.0,0.0,0.0,96.0,297493504.0,1.0,851968.0,,,,,2.0,0.0,,
96.0,90747939840.0,1.0,0.0,2.0,65536000.0,,,1.0,relu,2024931328.0,32.0,,224.0,0.036908285692334175,91410166784.0,2024931328.0,inception,0.0,198.0,27161264.0,0.0,0.0,0.0,96.0,594987008.0,1.0,1703936.0,,,,,2.0,0.0,,
96.0,181495879680.0,1.0,0.0,2.0,131072000.0,,,1.0,relu,2027028480.0,64.0,,224.0,0.0689713791012764,182820333568.0,2027028480.0,inception,0.0,198.0,27161264.0,0.0,0.0,0.0,96.0,1189974016.0,1.0,3407872.0,,,,,2.0,0.0,,
96.0,362991759360.0,1.0,0.0,2.0,262144000.0,,,1.0,relu,2807169024.0,128.0,,224.0,0.13455530665814874,365640667136.0,2807169024.0,inception,0.0,198.0,27161264.0,0.0,0.0,0.0,96.0,2379948032.0,1.0,6815744.0,,,,,2.0,0.0,,
59.0,1497352192.0,3.0,0.0,5.0,1024000.0,,,1.0,relu,770834432.0,1.0,,224.0,0.007345018535852431,1511332032.0,770834432.0,googlenet,0.0,140.0,13004888.0,0.0,0.0,0.0,59.0,12904640.0,1.0,51200.0,,,,,13.0,0.0,,
59.0,2994704384.0,3.0,0.0,5.0,2048000.0,,,1.0,relu,800194560.0,2.0,,224.0,0.007279855385422706,3022664064.0,800194560.0,googlenet,0.0,140.0,13004888.0,0.0,0.0,0.0,59.0,25809280.0,1.0,102400.0,,,,,13.0,0.0,,
59.0,5989408768.0,3.0,0.0,5.0,4096000.0,,,1.0,relu,854720512.0,4.0,,224.0,0.00737295038998127,6045328128.0,854720512.0,googlenet,0.0,140.0,13004888.0,0.0,0.0,0.0,59.0,51618560.0,1.0,204800.0,,,,,13.0,0.0,,
59.0,11978817536.0,3.0,0.0,5.0,8192000.0,,,1.0,relu,909246464.0,8.0,,224.0,0.0077552333474159236,12090656256.0,909246464.0,googlenet,0.0,140.0,13004888.0,0.0,0.0,0.0,59.0,103237120.0,1.0,409600.0,,,,,13.0,0.0,,
59.0,23957635072.0,3.0,0.0,5.0,16384000.0,,,1.0,relu,1014104064.0,16.0,,224.0,0.01138499304652214,24181312512.0,1014104064.0,googlenet,0.0,140.0,13004888.0,0.0,0.0,0.0,59.0,206474240.0,1.0,819200.0,,,,,13.0,0.0,,
59.0,47915270144.0,3.0,0.0,5.0,32768000.0,,,1.0,relu,1219624960.0,32.0,,224.0,0.019964252039790152,48362625024.0,1219624960.0,googlenet,0.0,140.0,13004888.0,0.0,0.0,0.0,59.0,412948480.0,1.0,1638400.0,,,,,13.0,0.0,,
59.0,95830540288.0,3.0,0.0,5.0,65536000.0,,,1.0,relu,1630666752.0,64.0,,224.0,0.037268135324120516,96725250048.0,1630666752.0,googlenet,0.0,140.0,13004888.0,0.0,0.0,0.0,59.0,825896960.0,1.0,3276800.0,,,,,13.0,0.0,,
59.0,191661080576.0,3.0,0.0,5.0,131072000.0,,,1.0,relu,2452750336.0,128.0,,224.0,0.0739937450736761,193450500096.0,2452750336.0,googlenet,0.0,140.0,13004888.0,0.0,0.0,0.0,59.0,1651793920.0,1.0,6553600.0,,,,,13.0,0.0,,
56.0,143883992.0,,,1.0,1024000.0,,,1.0,relu,716308480.0,1.0,,224.0,0.007620079070329666,152708792.0,716308480.0,shufflenet,0.0,151.0,2278604.0,0.0,0.0,0.0,56.0,7800800.0,,,,,37.0,0.0,1.0,0.0,,
56.0,287767984.0,,,1.0,2048000.0,,,1.0,relu,718405632.0,2.0,,224.0,0.007405019178986548,305417584.0,718405632.0,shufflenet,0.0,151.0,2278604.0,0.0,0.0,0.0,56.0,15601600.0,,,,,37.0,0.0,1.0,0.0,,
56.0,575535968.0,,,1.0,4096000.0,,,1.0,relu,741474304.0,4.0,,224.0,0.007526176795363427,610835168.0,741474304.0,shufflenet,0.0,151.0,2278604.0,0.0,0.0,0.0,56.0,31203200.0,,,,,37.0,0.0,1.0,0.0,,
56.0,1151071936.0,,,1.0,8192000.0,,,1.0,relu,741474304.0,8.0,,224.0,0.00749361217021942,1221670336.0,741474304.0,shufflenet,0.0,151.0,2278604.0,0.0,0.0,0.0,56.0,62406400.0,,,,,37.0,0.0,1.0,0.0,,
56.0,2302143872.0,,,1.0,16384000.0,,,1.0,relu,783417344.0,16.0,,224.0,0.007081522047519684,2443340672.0,783417344.0,shufflenet,0.0,151.0,2278604.0,0.0,0.0,0.0,56.0,124812800.0,,,,,37.0,0.0,1.0,0.0,,
56.0,4604287744.0,,,1.0,32768000.0,,,1.0,relu,863109120.0,32.0,,224.0,0.008031823113560677,4886681344.0,863109120.0,shufflenet,0.0,151.0,2278604.0,0.0,0.0,0.0,56.0,249625600.0,,,,,37.0,0.0,1.0,0.0,,
56.0,9208575488.0,,,1.0,65536000.0,,,1.0,relu,1018298368.0,64.0,,224.0,0.015598604455590246,9773362688.0,1018298368.0,shufflenet,0.0,151.0,2278604.0,0.0,0.0,0.0,56.0,499251200.0,,,,,37.0,0.0,1.0,0.0,,
56.0,18417150976.0,,,1.0,131072000.0,,,1.0,relu,1328676864.0,128.0,,224.0,0.030605894327163694,19546725376.0,1328676864.0,shufflenet,0.0,151.0,2278604.0,0.0,0.0,0.0,56.0,998502400.0,,,,,37.0,0.0,1.0,0.0,,
52.0,299494272.0,1.0,0.0,1.0,1280000.0,,,1.0,relu,720502784.0,1.0,,224.0,0.0055978424847126,327486720.0,720502784.0,mobilenet_v2,0.0,141.0,3504872.0,0.0,0.0,0.0,52.0,26712448.0,,,,,35.0,0.0,,,,
52.0,598988544.0,1.0,0.0,1.0,2560000.0,,,1.0,relu,743571456.0,2.0,,224.0,0.005523002147674561,654973440.0,743571456.0,mobilenet_v2,0.0,141.0,3504872.0,0.0,0.0,0.0,52.0,53424896.0,,,,,35.0,0.0,,,,
52.0,1197977088.0,1.0,0.0,1.0,5120000.0,,,1.0,relu,789708800.0,4.0,,224.0,0.005593376979231834,1309946880.0,789708800.0,mobilenet_v2,0.0,141.0,3504872.0,0.0,0.0,0.0,52.0,106849792.0,,,,,35.0,0.0,,,,
52.0,2395954176.0,1.0,0.0,1.0,10240000.0,,,1.0,relu,869400576.0,8.0,,224.0,0.006521301716566086,2619893760.0,869400576.0,mobilenet_v2,0.0,141.0,3504872.0,0.0,0.0,0.0,52.0,213699584.0,,,,,35.0,0.0,,,,
52.0,4791908352.0,1.0,0.0,1.0,20480000.0,,,1.0,relu,1051852800.0,16.0,,224.0,0.011702488735318184,5239787520.0,1051852800.0,mobilenet_v2,0.0,141.0,3504872.0,0.0,0.0,0.0,52.0,427399168.0,,,,,35.0,0.0,,,,
52.0,9583816704.0,1.0,0.0,1.0,40960000.0,,,1.0,relu,1414660096.0,32.0,,224.0,0.02244842387735844,10479575040.0,1414660096.0,mobilenet_v2,0.0,141.0,3504872.0,0.0,0.0,0.0,52.0,854798336.0,,,,,35.0,0.0,,,,
52.0,19167633408.0,1.0,0.0,1.0,81920000.0,,,1.0,relu,2133983232.0,64.0,,224.0,0.04358515031635761,20959150080.0,2133983232.0,mobilenet_v2,0.0,141.0,3504872.0,0.0,0.0,0.0,52.0,1709596672.0,,,,,35.0,0.0,,,,
52.0,38335266816.0,1.0,0.0,1.0,163840000.0,,,1.0,relu,3572629504.0,128.0,,224.0,0.08654038235545157,41918300160.0,3572629504.0,mobilenet_v2,0.0,141.0,3504872.0,0.0,0.0,0.0,52.0,3419193344.0,,,,,35.0,0.0,,,,
53.0,4228431872.0,,,1.0,2048000.0,,,1.0,relu,806486016.0,1.0,,224.0,0.013265743106603622,4288184320.0,806486016.0,resnext50_32x4d,0.0,126.0,25028904.0,0.0,0.0,0.0,53.0,57602048.0,1.0,102400.0,,,17.0,0.0,1.0,0.0,,
