<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.linear.Linear'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_format,input_size,latency,macs,max_memory,model,num_layers,requires_grad,total_params,trainable_params,use_dquant,use_torchscript
0.0,32768.0,0.0,relu,307.3359375,1.0,,bsh,"(1, 8, 64)",2.09944999369327e-05,32768.0,307.3359375,feedforward,1.0,0.0,4160.0,0.0,0.0,0.0
0.0,524288.0,0.0,relu,307.3359375,1.0,,bsh,"(1, 8, 256)",4.2428000233485365e-05,524288.0,307.3359375,feedforward,1.0,0.0,65792.0,0.0,0.0,0.0
0.0,2097152.0,0.0,relu,307.3359375,1.0,,bsh,"(1, 8, 512)",0.00011624329999904148,2097152.0,307.3359375,feedforward,1.0,0.0,262656.0,0.0,0.0,0.0
0.0,8388608.0,0.0,relu,307.3359375,1.0,,bsh,"(1, 8, 1024)",0.0005393331997765926,8388608.0,307.3359375,feedforward,1.0,0.0,1049600.0,0.0,0.0,0.0
0.0,33554432.0,0.0,relu,307.34765625,1.0,,bsh,"(1, 8, 2048)",0.0025884571001370204,33554432.0,307.34765625,feedforward,1.0,0.0,4196352.0,0.0,0.0,0.0
0.0,75497472.0,0.0,relu,343.36328125,1.0,,bsh,"(1, 8, 3072)",0.00791157169987855,75497472.0,343.36328125,feedforward,1.0,0.0,9440256.0,0.0,0.0,0.0
0.0,134217728.0,0.0,relu,407.44140625,1.0,,bsh,"(1, 8, 4096)",0.011377561400149717,134217728.0,407.44140625,feedforward,1.0,0.0,16781312.0,0.0,0.0,0.0
0.0,16.0,0.0,relu,407.46484375,1.0,,bsh,"(1, 16, 1)",2.717689967539627e-05,16.0,407.46484375,feedforward,1.0,0.0,2.0,0.0,0.0,0.0
0.0,64.0,0.0,relu,307.45703125,1.0,,bsh,"(1, 16, 2)",2.75831000180915e-05,64.0,307.45703125,feedforward,1.0,0.0,6.0,0.0,0.0,0.0
0.0,256.0,0.0,relu,307.45703125,1.0,,bsh,"(1, 16, 4)",2.2319900017464535e-05,256.0,307.45703125,feedforward,1.0,0.0,20.0,0.0,0.0,0.0
0.0,1024.0,0.0,relu,307.45703125,1.0,,bsh,"(1, 16, 8)",1.893640001071617e-05,1024.0,307.45703125,feedforward,1.0,0.0,72.0,0.0,0.0,0.0
0.0,4096.0,0.0,relu,307.45703125,1.0,,bsh,"(1, 16, 16)",1.9169299775967374e-05,4096.0,307.45703125,feedforward,1.0,0.0,272.0,0.0,0.0,0.0
0.0,16384.0,0.0,relu,307.45703125,1.0,,bsh,"(1, 16, 32)",1.985180024348665e-05,16384.0,307.45703125,feedforward,1.0,0.0,1056.0,0.0,0.0,0.0
0.0,65536.0,0.0,relu,307.45703125,1.0,,bsh,"(1, 16, 64)",2.1604999710689297e-05,65536.0,307.45703125,feedforward,1.0,0.0,4160.0,0.0,0.0,0.0
0.0,1048576.0,0.0,relu,307.45703125,1.0,,bsh,"(1, 16, 256)",7.644380020792596e-05,1048576.0,307.45703125,feedforward,1.0,0.0,65792.0,0.0,0.0,0.0
0.0,4194304.0,0.0,relu,307.4609375,1.0,,bsh,"(1, 16, 512)",0.00018026729994744529,4194304.0,307.4609375,feedforward,1.0,0.0,262656.0,0.0,0.0,0.0
0.0,16777216.0,0.0,relu,307.4609375,1.0,,bsh,"(1, 16, 1024)",0.0006820980001066346,16777216.0,307.4609375,feedforward,1.0,0.0,1049600.0,0.0,0.0,0.0
0.0,67108864.0,0.0,relu,307.9921875,1.0,,bsh,"(1, 16, 2048)",0.004007066899794154,67108864.0,307.9921875,feedforward,1.0,0.0,4196352.0,0.0,0.0,0.0
0.0,150994944.0,0.0,relu,344.33984375,1.0,,bsh,"(1, 16, 3072)",0.007223691099716234,150994944.0,344.33984375,feedforward,1.0,0.0,9440256.0,0.0,0.0,0.0
0.0,268435456.0,0.0,relu,408.52734375,1.0,,bsh,"(1, 16, 4096)",0.013359049499922549,268435456.0,408.52734375,feedforward,1.0,0.0,16781312.0,0.0,0.0,0.0
0.0,32.0,0.0,relu,408.52734375,1.0,,bsh,"(1, 32, 1)",2.0863999816356225e-05,32.0,408.52734375,feedforward,1.0,0.0,2.0,0.0,0.0,0.0
0.0,128.0,0.0,relu,408.52734375,1.0,,bsh,"(1, 32, 2)",2.7380800020182505e-05,128.0,408.52734375,feedforward,1.0,0.0,6.0,0.0,0.0,0.0
0.0,512.0,0.0,relu,308.51953125,1.0,,bsh,"(1, 32, 4)",1.8913200256065467e-05,512.0,308.51953125,feedforward,1.0,0.0,20.0,0.0,0.0,0.0
0.0,2048.0,0.0,relu,308.51953125,1.0,,bsh,"(1, 32, 8)",1.964720031537581e-05,2048.0,308.51953125,feedforward,1.0,0.0,72.0,0.0,0.0,0.0
0.0,8192.0,0.0,relu,308.51953125,1.0,,bsh,"(1, 32, 16)",1.9855100254062565e-05,8192.0,308.51953125,feedforward,1.0,0.0,272.0,0.0,0.0,0.0
0.0,32768.0,0.0,relu,308.51953125,1.0,,bsh,"(1, 32, 32)",3.26658999256324e-05,32768.0,308.51953125,feedforward,1.0,0.0,1056.0,0.0,0.0,0.0
0.0,131072.0,0.0,relu,308.51953125,1.0,,bsh,"(1, 32, 64)",2.387710010225419e-05,131072.0,308.51953125,feedforward,1.0,0.0,4160.0,0.0,0.0,0.0
0.0,2097152.0,0.0,relu,308.51953125,1.0,,bsh,"(1, 32, 256)",7.958339992910623e-05,2097152.0,308.51953125,feedforward,1.0,0.0,65792.0,0.0,0.0,0.0
0.0,8388608.0,0.0,relu,308.5234375,1.0,,bsh,"(1, 32, 512)",0.00029065909984637983,8388608.0,308.5234375,feedforward,1.0,0.0,262656.0,0.0,0.0,0.0
0.0,33554432.0,0.0,relu,308.5234375,1.0,,bsh,"(1, 32, 1024)",0.001175807999970857,33554432.0,308.5234375,feedforward,1.0,0.0,1049600.0,0.0,0.0,0.0
0.0,134217728.0,0.0,relu,313.12109375,1.0,,bsh,"(1, 32, 2048)",0.004787802799910423,134217728.0,313.12109375,feedforward,1.0,0.0,4196352.0,0.0,0.0,0.0
0.0,301989888.0,0.0,relu,349.5,1.0,,bsh,"(1, 32, 3072)",0.012008958499791333,301989888.0,349.5,feedforward,1.0,0.0,9440256.0,0.0,0.0,0.0
0.0,536870912.0,0.0,relu,413.89453125,1.0,,bsh,"(1, 32, 4096)",0.018342276800103717,536870912.0,413.89453125,feedforward,1.0,0.0,16781312.0,0.0,0.0,0.0
0.0,64.0,0.0,relu,413.89453125,1.0,,bsh,"(1, 64, 1)",2.5960700077121147e-05,64.0,413.89453125,feedforward,1.0,0.0,2.0,0.0,0.0,0.0
0.0,256.0,0.0,relu,413.89453125,1.0,,bsh,"(1, 64, 2)",2.6805200104718096e-05,256.0,413.89453125,feedforward,1.0,0.0,6.0,0.0,0.0,0.0
0.0,1024.0,0.0,relu,413.89453125,1.0,,bsh,"(1, 64, 4)",1.951080012077e-05,1024.0,413.89453125,feedforward,1.0,0.0,20.0,0.0,0.0,0.0
0.0,4096.0,0.0,relu,313.88671875,1.0,,bsh,"(1, 64, 8)",1.965420015039854e-05,4096.0,313.88671875,feedforward,1.0,0.0,72.0,0.0,0.0,0.0
0.0,16384.0,0.0,relu,313.88671875,1.0,,bsh,"(1, 64, 16)",1.9485400116536766e-05,16384.0,313.88671875,feedforward,1.0,0.0,272.0,0.0,0.0,0.0
