<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_size,latency,macs,max_memory,model,requires_grad,total_nn_calls,total_params,trainable_params,use_dquant,use_torchscript,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
1.0,115605504.0,37.0,0.0,49.0,4247500800.0,25.0,3840000.0,1.0,relu,1751908352.0,1.0,,224.0,0.005872830376029014,4366946304.0,1751908352.0,vit32,0.0,112.0,88224232.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,231211008.0,37.0,0.0,49.0,8495001600.0,25.0,7680000.0,1.0,relu,2152464384.0,2.0,,224.0,0.00679137147963047,8733892608.0,2152464384.0,vit32,0.0,112.0,88224232.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,462422016.0,37.0,0.0,49.0,16990003200.0,25.0,15360000.0,1.0,relu,2553020416.0,4.0,,224.0,0.006877942383289338,17467785216.0,2553020416.0,vit32,0.0,112.0,88224232.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,924844032.0,37.0,0.0,49.0,33980006400.0,25.0,30720000.0,1.0,relu,2553020416.0,8.0,,224.0,0.00821237601339817,34935570432.0,2553020416.0,vit32,0.0,112.0,88224232.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,1849688064.0,37.0,0.0,49.0,67960012800.0,25.0,61440000.0,1.0,relu,2972450816.0,16.0,,224.0,0.013401402905583379,69871140864.0,2972450816.0,vit32,0.0,112.0,88224232.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,3699376128.0,37.0,0.0,49.0,135920025600.0,25.0,122880000.0,1.0,relu,2972450816.0,32.0,,224.0,0.025239471346139908,139742281728.0,2972450816.0,vit32,0.0,112.0,88224232.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,7398752256.0,37.0,0.0,49.0,271840051200.0,25.0,245760000.0,1.0,relu,3123445760.0,64.0,,224.0,0.0494385413825512,279484563456.0,3123445760.0,vit32,0.0,112.0,88224232.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,14797504512.0,37.0,0.0,49.0,543680102400.0,25.0,491520000.0,1.0,relu,3710648320.0,128.0,,224.0,0.09599076360464097,558969126912.0,3710648320.0,vit32,0.0,112.0,88224232.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
245.0,5360927200.0,,,,,,,1.0,relu,1609302016.0,1.0,,224.0,0.02077837325632572,5439190496.0,1609302016.0,efficientnet,0.0,403.0,54139356.0,0.0,0.0,0.0,157.0,78199296.0,1.0,64000.0,,,,,,,,,,,,
245.0,10721854400.0,,,,,,,1.0,relu,1816920064.0,2.0,,224.0,0.02272954136133194,10878380992.0,1816920064.0,efficientnet,0.0,403.0,54139356.0,0.0,0.0,0.0,157.0,156398592.0,1.0,128000.0,,,,,,,,,,,,
245.0,21443708800.0,,,,,,,1.0,relu,1816920064.0,4.0,,224.0,0.02280951887369156,21756761984.0,1816920064.0,efficientnet,0.0,403.0,54139356.0,0.0,0.0,0.0,157.0,312797184.0,1.0,256000.0,,,,,,,,,,,,
245.0,42887417600.0,,,,,,,1.0,relu,1905000448.0,8.0,,224.0,0.02354511879384517,43513523968.0,1905000448.0,efficientnet,0.0,403.0,54139356.0,0.0,0.0,0.0,157.0,625594368.0,1.0,512000.0,,,,,,,,,,,,
245.0,85774835200.0,,,,,,,1.0,relu,2200698880.0,16.0,,224.0,0.029452331736683844,87027047936.0,2200698880.0,efficientnet,0.0,403.0,54139356.0,0.0,0.0,0.0,157.0,1251188736.0,1.0,1024000.0,,,,,,,,,,,,
245.0,171549670400.0,,,,,,,1.0,relu,2490105856.0,32.0,,224.0,0.05199253335595131,174054095872.0,2490105856.0,efficientnet,0.0,403.0,54139356.0,0.0,0.0,0.0,157.0,2502377472.0,1.0,2048000.0,,,,,,,,,,,,
245.0,343099340800.0,,,,,,,1.0,relu,3161194496.0,64.0,,224.0,0.09909867979586123,348108191744.0,3161194496.0,efficientnet,0.0,403.0,54139356.0,0.0,0.0,0.0,157.0,5004754944.0,1.0,4096000.0,,,,,,,,,,,,
245.0,686198681600.0,,,,,,,1.0,relu,4557897728.0,128.0,,224.0,0.19386118315160275,696216383488.0,4557897728.0,efficientnet,0.0,403.0,54139356.0,0.0,0.0,0.0,157.0,10009509888.0,1.0,8192000.0,,,,,,,,,,,,
64.0,501187680.0,,,,,,,1.0,relu,1410072576.0,1.0,,224.0,0.005338267609477043,536192992.0,1410072576.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,34941312.0,1.0,64000.0,43.0,0.0,,,,,,,,,,
64.0,1002375360.0,,,,,,,1.0,relu,1443627008.0,2.0,,224.0,0.007190965116024017,1072385984.0,1443627008.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,69882624.0,1.0,128000.0,43.0,0.0,,,,,,,,,,
64.0,2004750720.0,,,,,,,1.0,relu,1464598528.0,4.0,,224.0,0.007207813113927842,2144771968.0,1464598528.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,139765248.0,1.0,256000.0,43.0,0.0,,,,,,,,,,
64.0,4009501440.0,,,,,,,1.0,relu,1554776064.0,8.0,,224.0,0.005698587000370026,4289543936.0,1554776064.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,279530496.0,1.0,512000.0,43.0,0.0,,,,,,,,,,
64.0,8019002880.0,,,,,,,1.0,relu,1741422592.0,16.0,,224.0,0.007609286531805992,8579087872.0,1741422592.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,559060992.0,1.0,1024000.0,43.0,0.0,,,,,,,,,,
64.0,16038005760.0,,,,,,,1.0,relu,2104229888.0,32.0,,224.0,0.014081887155771257,17158175744.0,2104229888.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,1118121984.0,1.0,2048000.0,43.0,0.0,,,,,,,,,,
64.0,32076011520.0,,,,,,,1.0,relu,2823553024.0,64.0,,224.0,0.026114778965711592,34316351488.0,2823553024.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,2236243968.0,1.0,4096000.0,43.0,0.0,,,,,,,,,,
64.0,64152023040.0,,,,,,,1.0,relu,4262199296.0,128.0,,224.0,0.050658075511455535,68632702976.0,4262199296.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,4472487936.0,1.0,8192000.0,43.0,0.0,,,,,,,,,,
45.0,3001948544.0,,,,,,,1.0,relu,1472987136.0,1.0,,224.0,0.005294254049658775,3002076544.0,1472987136.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,128000.0,,,41.0,0.0,,,,,,,,
45.0,6003897088.0,,,,,,,1.0,relu,1550581760.0,2.0,,224.0,0.005614442378282547,6004153088.0,1550581760.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,256000.0,,,41.0,0.0,,,,,,,,
45.0,12007794176.0,,,,,,,1.0,relu,1571553280.0,4.0,,224.0,0.0054763551801443105,12008306176.0,1571553280.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,512000.0,,,41.0,0.0,,,,,,,,
45.0,24015588352.0,,,,,,,1.0,relu,1653342208.0,8.0,,224.0,0.006068949773907662,24016612352.0,1653342208.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,1024000.0,,,41.0,0.0,,,,,,,,
45.0,48031176704.0,,,,,,,1.0,relu,1881931776.0,16.0,,224.0,0.009928619489073752,48033224704.0,1881931776.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,2048000.0,,,41.0,0.0,,,,,,,,
45.0,96062353408.0,,,,,,,1.0,relu,2221670400.0,32.0,,224.0,0.017116742208600044,96066449408.0,2221670400.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,4096000.0,,,41.0,0.0,,,,,,,,
45.0,192124706816.0,,,,,,,1.0,relu,2789998592.0,64.0,,224.0,0.034915478900074966,192132898816.0,2789998592.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,8192000.0,,,41.0,0.0,,,,,,,,
45.0,384249413632.0,,,,,,,1.0,relu,3924557824.0,128.0,,224.0,0.06493165679275989,384265797632.0,3924557824.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,16384000.0,,,41.0,0.0,,,,,,,,
20.0,1813561344.0,,,1.0,512000.0,,,1.0,relu,1449918464.0,1.0,,224.0,0.002395293116569519,1824033792.0,1449918464.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,9934848.0,1.0,25600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,3627122688.0,,,1.0,1024000.0,,,1.0,relu,1498152960.0,2.0,,224.0,0.0024057138711214066,3648067584.0,1498152960.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,19869696.0,1.0,51200.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,7254245376.0,,,1.0,2048000.0,,,1.0,relu,1498152960.0,4.0,,224.0,0.0023673348128795623,7296135168.0,1498152960.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,39739392.0,1.0,102400.0,,,9.0,0.0,1.0,0.0,,,,,,
