<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_size,latency,macs,max_memory,model,requires_grad,total_nn_calls,total_params,trainable_params,use_dquant,use_torchscript,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
64.0,4009501440.0,,,,,,,1.0,relu,1301413888.0,8.0,,224.0,0.00962754786014557,4289543936.0,1301413888.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,279530496.0,1.0,512000.0,43.0,0.0,,,,,,,,,,
64.0,11783024640.0,,,,,,,1.0,relu,1527906304.0,8.0,,384.0,0.026429884135723114,12605986816.0,1527906304.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,821477376.0,1.0,1484800.0,43.0,0.0,,,,,,,,,,
64.0,20947599360.0,,,,,,,1.0,relu,1930559488.0,8.0,,512.0,0.04801980219781399,22410635264.0,1930559488.0,efficientnet_lite,0.0,172.0,5416680.0,0.0,0.0,0.0,64.0,1460404224.0,1.0,2631680.0,43.0,0.0,,,,,,,,,,
45.0,3001948544.0,,,,,,,1.0,relu,812777472.0,1.0,,224.0,0.006004572287201882,3002076544.0,812777472.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,128000.0,,,41.0,0.0,,,,,,,,
45.0,8822052864.0,,,,,,,1.0,relu,886177792.0,1.0,,384.0,0.005947882309556007,8822424064.0,886177792.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,371200.0,,,41.0,0.0,,,,,,,,
45.0,15683649536.0,,,,,,,1.0,relu,930217984.0,1.0,,512.0,0.0068744998425245285,15684307456.0,930217984.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,657920.0,,,41.0,0.0,,,,,,,,
45.0,6003897088.0,,,,,,,1.0,relu,930217984.0,2.0,,224.0,0.005993177741765976,6004153088.0,930217984.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,256000.0,,,41.0,0.0,,,,,,,,
45.0,17644105728.0,,,,,,,1.0,relu,930217984.0,2.0,,384.0,0.006803628802299499,17644848128.0,930217984.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,742400.0,,,41.0,0.0,,,,,,,,
45.0,31367299072.0,,,,,,,1.0,relu,980549632.0,2.0,,512.0,0.010139197856187821,31368614912.0,980549632.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,1315840.0,,,41.0,0.0,,,,,,,,
45.0,12007794176.0,,,,,,,1.0,relu,991035392.0,4.0,,224.0,0.00573928989470005,12008306176.0,991035392.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,512000.0,,,41.0,0.0,,,,,,,,
