<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_size,latency,macs,max_memory,model,requires_grad,total_params,trainable_params,use_dquant,use_torchscript,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
70576422912.0,,,,0.0,relu,1326.578125,8.0,,384.0,2.3858836319996044,70579392512.0,1414.6015625,gernet,0.0,21142920.0,0.0,0.0,0.0,,2969600.0,,0.0,,
125469196288.0,,,,0.0,relu,1408.5216864224137,8.0,,512.0,4.319698696798878,125474459648.0,1608.55859375,gernet,0.0,21142920.0,0.0,0.0,0.0,,5263360.0,,0.0,,
1813561344.0,,512000.0,,0.0,relu,710.10546875,1.0,,224.0,0.06095148030144627,1824033792.0,710.16015625,resnet18,0.0,11689512.0,0.0,0.0,0.0,9934848.0,25600.0,,0.0,0.0,
5329649664.0,,512000.0,,0.0,relu,731.1165865384613,1.0,,384.0,0.16764617870212534,5359432192.0,745.79296875,resnet18,0.0,11689512.0,0.0,0.0,0.0,29196288.0,74240.0,,0.0,0.0,
9474932736.0,,512000.0,,0.0,relu,766.53359375,1.0,,512.0,0.3067327778000617,9527480832.0,766.6640625,resnet18,0.0,11689512.0,0.0,0.0,0.0,51904512.0,131584.0,,0.0,0.0,
3627122688.0,,1024000.0,,0.0,relu,767.4545454545455,2.0,,224.0,0.12572034030163196,3648067584.0,767.4609375,resnet18,0.0,11689512.0,0.0,0.0,0.0,19869696.0,51200.0,,0.0,0.0,
10659299328.0,,1024000.0,,0.0,relu,787.6765625,2.0,,384.0,0.31299639130011203,10718864384.0,787.7578125,resnet18,0.0,11689512.0,0.0,0.0,0.0,58392576.0,148480.0,,0.0,0.0,
18949865472.0,,1024000.0,,0.0,relu,821.0412946428571,2.0,,512.0,0.6270490827999311,19054961664.0,843.91015625,resnet18,0.0,11689512.0,0.0,0.0,0.0,103809024.0,263168.0,,0.0,0.0,
7254245376.0,,2048000.0,,0.0,relu,809.5546875,4.0,,224.0,0.28297385839978234,7296135168.0,809.5546875,resnet18,0.0,11689512.0,0.0,0.0,0.0,39739392.0,102400.0,,0.0,0.0,
21318598656.0,,2048000.0,,0.0,relu,834.2527901785713,4.0,,384.0,0.7349857668014009,21437728768.0,869.33984375,resnet18,0.0,11689512.0,0.0,0.0,0.0,116785152.0,296960.0,,0.0,0.0,
37899730944.0,,2048000.0,,0.0,relu,905.1910807291664,4.0,,512.0,1.4383756917988648,38109923328.0,970.8046875,resnet18,0.0,11689512.0,0.0,0.0,0.0,207618048.0,526336.0,,0.0,0.0,
14508490752.0,,4096000.0,,0.0,relu,875.337890625,8.0,,224.0,0.4926794169994537,14592270336.0,876.12890625,resnet18,0.0,11689512.0,0.0,0.0,0.0,79478784.0,204800.0,,0.0,0.0,
42637197312.0,,4096000.0,,0.0,relu,986.33203125,8.0,,384.0,1.4263490048004317,42875457536.0,1052.83984375,resnet18,0.0,11689512.0,0.0,0.0,0.0,233570304.0,593920.0,,0.0,0.0,
75799461888.0,,4096000.0,,0.0,relu,1070.0904605263158,8.0,,512.0,2.7558662455005107,76219846656.0,1235.1484375,resnet18,0.0,11689512.0,0.0,0.0,0.0,415236096.0,1052672.0,,0.0,0.0,
655566528.0,0.0,58621952.0,,0.0,relu,894.5140625,1.0,,224.0,0.034035838401177895,714206912.0,894.515625,alexnet,0.0,61100840.0,0.0,0.0,0.0,,18432.0,,0.0,0.0,
2019334848.0,0.0,58621952.0,,0.0,relu,1137.0792410714287,1.0,,384.0,0.07479807269992307,2077996992.0,1137.2265625,alexnet,0.0,61100840.0,0.0,0.0,0.0,,40192.0,,0.0,0.0,
3648711360.0,0.0,58621952.0,,0.0,relu,925.825390625,1.0,,512.0,0.12708248590060975,3707400128.0,927.0078125,alexnet,0.0,61100840.0,0.0,0.0,0.0,,66816.0,,0.0,0.0,
1311133056.0,0.0,117243904.0,,0.0,relu,1149.2899305555557,2.0,,224.0,0.07579891009954735,1428413824.0,1150.828125,alexnet,0.0,61100840.0,0.0,0.0,0.0,,36864.0,,0.0,0.0,
4038669696.0,0.0,117243904.0,,0.0,relu,960.8359375,2.0,,384.0,0.19189196059887764,4155993984.0,960.8359375,alexnet,0.0,61100840.0,0.0,0.0,0.0,,80384.0,,0.0,0.0,
7297422720.0,0.0,117243904.0,,0.0,relu,1198.685855263158,2.0,,512.0,0.2414616308000405,7414800256.0,1200.34375,alexnet,0.0,61100840.0,0.0,0.0,0.0,,133632.0,,0.0,0.0,
2622266112.0,0.0,234487808.0,,0.0,relu,992.4609375,4.0,,224.0,0.112156621000031,2856827648.0,992.4609375,alexnet,0.0,61100840.0,0.0,0.0,0.0,,73728.0,,0.0,0.0,
