latency,avg_memory,max_memory,macs,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.linear.Linear'>_macs,total_nn_calls,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.linear.Linear'>_calls,total_params,trainable_params,model,batch_size,input_size,accelerator,requires_grad,use_torchscript,use_dquant,dropout,act_fn,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
0.0025065217167139,1297874944.0,1297874944.0,3276378304.0,3275698304.0,0.0,,,57.0,26.0,1.0,,,1248424.0,0.0,squeezenet,4.0,224.0,True,False,False,False,,relu,,,1.0,680000.0,,,26.0,0.0,3.0,0.0,,,,,,
0.0025750264525413,1316749312.0,1316749312.0,6552756608.0,6551396608.0,0.0,,,57.0,26.0,1.0,,,1248424.0,0.0,squeezenet,8.0,224.0,True,False,False,False,,relu,,,1.0,1360000.0,,,26.0,0.0,3.0,0.0,,,,,,
0.0025120977312326,1392246784.0,1392246784.0,13105513216.0,13102793216.0,0.0,,,57.0,26.0,1.0,,,1248424.0,0.0,squeezenet,16.0,224.0,True,False,False,False,,relu,,,1.0,2720000.0,,,26.0,0.0,3.0,0.0,,,,,,
0.0026433527469635,1539047424.0,1539047424.0,26211026432.0,26205586432.0,0.0,,,57.0,26.0,1.0,,,1248424.0,0.0,squeezenet,32.0,224.0,True,False,False,False,,relu,,,1.0,5440000.0,,,26.0,0.0,3.0,0.0,,,,,,
0.0046267412602901,1830551552.0,1830551552.0,52422052864.0,52411172864.0,0.0,,,57.0,26.0,1.0,,,1248424.0,0.0,squeezenet,64.0,224.0,True,False,False,False,,relu,,,1.0,10880000.0,,,26.0,0.0,3.0,0.0,,,,,,
0.0089133165776729,2411462656.0,2411462656.0,104844105728.0,104822345728.0,0.0,,,57.0,26.0,1.0,,,1248424.0,0.0,squeezenet,128.0,224.0,True,False,False,False,,relu,,,1.0,21760000.0,,,26.0,0.0,3.0,0.0,,,,,,
0.001453872397542,2019295232.0,2019295232.0,15470314496.0,15346630656.0,0.0,,123633664.0,39.0,13.0,2.0,,3.0,138357544.0,0.0,vgg16,1.0,224.0,True,False,False,False,,relu,,,1.0,50176.0,,,15.0,0.0,5.0,0.0,,,,,,
0.0016616348177194,2430337024.0,2430337024.0,30940628992.0,30693261312.0,0.0,,247267328.0,39.0,13.0,2.0,,3.0,138357544.0,0.0,vgg16,2.0,224.0,True,False,False,False,,relu,,,1.0,100352.0,,,15.0,0.0,5.0,0.0,,,,,,
0.0016646802425384,2430337024.0,2430337024.0,61881257984.0,61386522624.0,0.0,,494534656.0,39.0,13.0,2.0,,3.0,138357544.0,0.0,vgg16,4.0,224.0,True,False,False,False,,relu,,,1.0,200704.0,,,15.0,0.0,5.0,0.0,,,,,,
0.0016208786517381,2430337024.0,2430337024.0,123762515968.0,122773045248.0,0.0,,989069312.0,39.0,13.0,2.0,,3.0,138357544.0,0.0,vgg16,8.0,224.0,True,False,False,False,,relu,,,1.0,401408.0,,,15.0,0.0,5.0,0.0,,,,,,
0.0016304064542055,2430337024.0,2430337024.0,247525031936.0,245546090496.0,0.0,,1978138624.0,39.0,13.0,2.0,,3.0,138357544.0,0.0,vgg16,16.0,224.0,True,False,False,False,,relu,,,1.0,802816.0,,,15.0,0.0,5.0,0.0,,,,,,
0.0031856533139944,2843475968.0,2843475968.0,495050063872.0,491092180992.0,0.0,,3956277248.0,39.0,13.0,2.0,,3.0,138357544.0,0.0,vgg16,32.0,224.0,True,False,False,False,,relu,,,1.0,1605632.0,,,15.0,0.0,5.0,0.0,,,,,,
0.0073962558060884,3667656704.0,3667656704.0,990100127744.0,982184361984.0,0.0,,7912554496.0,39.0,13.0,2.0,,3.0,138357544.0,0.0,vgg16,64.0,224.0,True,False,False,False,,relu,,,1.0,3211264.0,,,15.0,0.0,5.0,0.0,,,,,,
0.0190050303936004,6138101760.0,6138101760.0,1980200255488.0,1964368723968.0,0.0,,15825108992.0,39.0,13.0,2.0,,3.0,138357544.0,0.0,vgg16,128.0,224.0,True,False,False,False,,relu,,,1.0,6422528.0,,,15.0,0.0,5.0,0.0,,,,,,
0.0244933743029832,1392246784.0,1392246784.0,7845841056.0,7725699072.0,,,2208000.0,486.0,160.0,,,1.0,28681000.0,0.0,densenet,1.0,224.0,True,False,False,False,,relu,161.0,117656448.0,,,,,160.0,0.0,1.0,0.0,3.0,277536.0,,,,
0.0245835792273283,1444675584.0,1444675584.0,15691682112.0,15451398144.0,,,4416000.0,486.0,160.0,,,1.0,28681000.0,0.0,densenet,2.0,224.0,True,False,False,False,,relu,161.0,235312896.0,,,,,160.0,0.0,1.0,0.0,3.0,555072.0,,,,
0.0246806424111127,1444675584.0,1444675584.0,31383364224.0,30902796288.0,,,8832000.0,486.0,160.0,,,1.0,28681000.0,0.0,densenet,4.0,224.0,True,False,False,False,,relu,161.0,470625792.0,,,,,160.0,0.0,1.0,0.0,3.0,1110144.0,,,,
0.0238434351980686,1446772736.0,1446772736.0,62766728448.0,61805592576.0,,,17664000.0,486.0,160.0,,,1.0,28681000.0,0.0,densenet,8.0,224.0,True,False,False,False,,relu,161.0,941251584.0,,,,,160.0,0.0,1.0,0.0,3.0,2220288.0,,,,
0.0227633580565452,1532755968.0,1532755968.0,125533456896.0,123611185152.0,,,35328000.0,486.0,160.0,,,1.0,28681000.0,0.0,densenet,16.0,224.0,True,False,False,False,,relu,161.0,1882503168.0,,,,,160.0,0.0,1.0,0.0,3.0,4440576.0,,,,
0.0441702131181955,2140930048.0,2140930048.0,251066913792.0,247222370304.0,,,70656000.0,486.0,160.0,,,1.0,28681000.0,0.0,densenet,32.0,224.0,True,False,False,False,,relu,161.0,3765006336.0,,,,,160.0,0.0,1.0,0.0,3.0,8881152.0,,,,
0.0830954194068908,3269197824.0,3269197824.0,502133827584.0,494444740608.0,,,141312000.0,486.0,160.0,,,1.0,28681000.0,0.0,densenet,64.0,224.0,True,False,False,False,,relu,161.0,7530012672.0,,,,,160.0,0.0,1.0,0.0,3.0,17762304.0,,,,
0.1602879695594311,4783341568.0,4783341568.0,1004267655168.0,988889481216.0,,,282624000.0,486.0,160.0,,,1.0,28681000.0,0.0,densenet,128.0,224.0,True,False,False,False,,relu,161.0,15060025344.0,,,,,160.0,0.0,1.0,0.0,3.0,35524608.0,,,,
0.013111014291644,1375469568.0,1375469568.0,2856567712.0,2835873120.0,0.0,,2048000.0,198.0,96.0,1.0,,2.0,27161264.0,0.0,inception,1.0,224.0,True,False,False,False,,relu,96.0,18593344.0,1.0,53248.0,,,,,2.0,0.0,,,,,,
0.0120934102684259,1448869888.0,1448869888.0,5713135424.0,5671746240.0,0.0,,4096000.0,198.0,96.0,1.0,,2.0,27161264.0,0.0,inception,2.0,224.0,True,False,False,False,,relu,96.0,37186688.0,1.0,106496.0,,,,,2.0,0.0,,,,,,
0.0146249640733003,1499201536.0,1499201536.0,11426270848.0,11343492480.0,0.0,,8192000.0,198.0,96.0,1.0,,2.0,27161264.0,0.0,inception,4.0,224.0,True,False,False,False,,relu,96.0,74373376.0,1.0,212992.0,,,,,2.0,0.0,,,,,,
