img_size,in_channel,input_size,kernel_size,macs,out_channel,stride
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,111900800.0,32.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,455778432.0,32.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,83232.0,32.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,332928.0,32.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,1562912.0,32.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,6741792.0,32.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,27975200.0,32.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,113944608.0,32.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,9248.0,32.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,83232.0,32.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,332928.0,32.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,1119008.0,32.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,4476032.0,32.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,18727200.0,32.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,103488.0,64.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,413952.0,64.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,1655808.0,64.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,6623232.0,64.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,26492928.0,64.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,105971712.0,64.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,33792.0,64.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,103488.0,64.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,413952.0,64.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,1655808.0,64.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,6623232.0,64.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,26492928.0,64.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,8448.0,64.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,19008.0,64.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,76032.0,64.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,304128.0,64.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,1117248.0,64.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,4276800.0,64.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,462400.0,64.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,2663424.0,64.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,12503296.0,64.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,53934336.0,64.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,223801600.0,64.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,911556864.0,64.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,166464.0,64.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,665856.0,64.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,3125824.0,64.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,13483584.0,64.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,55950400.0,64.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,227889216.0,64.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,18496.0,64.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,166464.0,64.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,665856.0,64.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,2238016.0,64.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,8952064.0,64.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,37454400.0,64.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,206976.0,128.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,827904.0,128.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,3311616.0,128.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,13246464.0,128.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,52985856.0,128.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,211943424.0,128.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,67584.0,128.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,206976.0,128.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,827904.0,128.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,3311616.0,128.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,13246464.0,128.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,52985856.0,128.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,16896.0,128.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,38016.0,128.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,152064.0,128.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,608256.0,128.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,2234496.0,128.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,8553600.0,128.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,924800.0,128.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,5326848.0,128.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,25006592.0,128.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,107868672.0,128.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,447603200.0,128.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,1823113728.0,128.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,332928.0,128.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,1331712.0,128.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,6251648.0,128.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,26967168.0,128.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,111900800.0,128.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,455778432.0,128.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,36992.0,128.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,332928.0,128.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,1331712.0,128.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,4476032.0,128.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,17904128.0,128.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,74908800.0,128.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,413952.0,256.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,1655808.0,256.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,6623232.0,256.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,26492928.0,256.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,105971712.0,256.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,423886848.0,256.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,135168.0,256.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,413952.0,256.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,1655808.0,256.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,6623232.0,256.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,26492928.0,256.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,105971712.0,256.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,33792.0,256.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,76032.0,256.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,304128.0,256.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,1216512.0,256.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,4468992.0,256.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,17107200.0,256.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,1849600.0,256.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,10653696.0,256.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,50013184.0,256.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,215737344.0,256.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,895206400.0,256.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,3646227456.0,256.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,665856.0,256.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,2663424.0,256.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,12503296.0,256.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,53934336.0,256.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,223801600.0,256.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,911556864.0,256.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,73984.0,256.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,665856.0,256.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,2663424.0,256.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,8952064.0,256.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,35808256.0,256.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,149817600.0,256.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,827904.0,512.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,3311616.0,512.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,13246464.0,512.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,52985856.0,512.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,211943424.0,512.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,847773696.0,512.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,270336.0,512.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,827904.0,512.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,3311616.0,512.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,13246464.0,512.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,52985856.0,512.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,211943424.0,512.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,67584.0,512.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,152064.0,512.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,608256.0,512.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,2433024.0,512.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,8937984.0,512.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,34214400.0,512.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,3699200.0,512.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,21307392.0,512.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,100026368.0,512.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,431474688.0,512.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,1790412800.0,512.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,7292454912.0,512.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,1331712.0,512.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,5326848.0,512.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,25006592.0,512.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,107868672.0,512.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,447603200.0,512.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,1823113728.0,512.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,147968.0,512.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,1331712.0,512.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,5326848.0,512.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,17904128.0,512.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,71616512.0,512.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,299635200.0,512.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,1655808.0,1024.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,6623232.0,1024.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,26492928.0,1024.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,105971712.0,1024.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,423886848.0,1024.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,1695547392.0,1024.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,540672.0,1024.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,1655808.0,1024.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,6623232.0,1024.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,26492928.0,1024.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,105971712.0,1024.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,423886848.0,1024.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",1.0,135168.0,1024.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",1.0,304128.0,1024.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",1.0,1216512.0,1024.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",1.0,4866048.0,1024.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",1.0,17875968.0,1024.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",1.0,68428800.0,1024.0,5.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,7398400.0,1024.0,1.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,42614784.0,1024.0,1.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,200052736.0,1024.0,1.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,862949376.0,1024.0,1.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,3580825600.0,1024.0,1.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,14584909824.0,1024.0,1.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,2663424.0,1024.0,2.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,10653696.0,1024.0,2.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,50013184.0,1024.0,2.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,215737344.0,1024.0,2.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,895206400.0,1024.0,2.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,3646227456.0,1024.0,2.0
7.0,32.0,"torch.Size([1, 32, 7, 7])",3.0,295936.0,1024.0,5.0
14.0,32.0,"torch.Size([1, 32, 14, 14])",3.0,2663424.0,1024.0,5.0
28.0,32.0,"torch.Size([1, 32, 28, 28])",3.0,10653696.0,1024.0,5.0
56.0,32.0,"torch.Size([1, 32, 56, 56])",3.0,35808256.0,1024.0,5.0
112.0,32.0,"torch.Size([1, 32, 112, 112])",3.0,143233024.0,1024.0,5.0
224.0,32.0,"torch.Size([1, 32, 224, 224])",3.0,599270400.0,1024.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,101920.0,32.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,407680.0,32.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,1630720.0,32.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,6522880.0,32.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,26091520.0,32.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,104366080.0,32.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,33280.0,32.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,101920.0,32.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,407680.0,32.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,1630720.0,32.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,6522880.0,32.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,26091520.0,32.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,8320.0,32.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,18720.0,32.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,74880.0,32.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,299520.0,32.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,1100320.0,32.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,4212000.0,32.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,461600.0,32.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,2658816.0,32.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,12481664.0,32.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,53841024.0,32.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,223414400.0,32.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,909979776.0,32.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,166176.0,32.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,664704.0,32.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,3120416.0,32.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,13460256.0,32.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,55853600.0,32.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,227494944.0,32.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,18464.0,32.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,166176.0,32.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,664704.0,32.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,2234144.0,32.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,8936576.0,32.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,37389600.0,32.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,203840.0,64.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,815360.0,64.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,3261440.0,64.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,13045760.0,64.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,52183040.0,64.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,208732160.0,64.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,66560.0,64.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,203840.0,64.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,815360.0,64.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,3261440.0,64.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,13045760.0,64.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,52183040.0,64.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,16640.0,64.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,37440.0,64.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,149760.0,64.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,599040.0,64.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,2200640.0,64.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,8424000.0,64.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,923200.0,64.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,5317632.0,64.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,24963328.0,64.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,107682048.0,64.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,446828800.0,64.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,1819959552.0,64.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,332352.0,64.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,1329408.0,64.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,6240832.0,64.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,26920512.0,64.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,111707200.0,64.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,454989888.0,64.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,36928.0,64.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,332352.0,64.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,1329408.0,64.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,4468288.0,64.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,17873152.0,64.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,74779200.0,64.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,407680.0,128.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,1630720.0,128.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,6522880.0,128.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,26091520.0,128.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,104366080.0,128.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,417464320.0,128.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,133120.0,128.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,407680.0,128.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,1630720.0,128.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,6522880.0,128.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,26091520.0,128.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,104366080.0,128.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,33280.0,128.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,74880.0,128.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,299520.0,128.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,1198080.0,128.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,4401280.0,128.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,16848000.0,128.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,1846400.0,128.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,10635264.0,128.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,49926656.0,128.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,215364096.0,128.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,893657600.0,128.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,3639919104.0,128.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,664704.0,128.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,2658816.0,128.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,12481664.0,128.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,53841024.0,128.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,223414400.0,128.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,909979776.0,128.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,73856.0,128.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,664704.0,128.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,2658816.0,128.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,8936576.0,128.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,35746304.0,128.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,149558400.0,128.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,815360.0,256.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,3261440.0,256.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,13045760.0,256.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,52183040.0,256.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,208732160.0,256.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,834928640.0,256.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,266240.0,256.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,815360.0,256.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,3261440.0,256.0,2.0
