img_size,in_channel,input_size,kernel_size,macs,out_channel,stride
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,13045760.0,256.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,52183040.0,256.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,208732160.0,256.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,66560.0,256.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,149760.0,256.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,599040.0,256.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,2396160.0,256.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,8802560.0,256.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,33696000.0,256.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,3692800.0,256.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,21270528.0,256.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,99853312.0,256.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,430728192.0,256.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,1787315200.0,256.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,7279838208.0,256.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,1329408.0,256.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,5317632.0,256.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,24963328.0,256.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,107682048.0,256.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,446828800.0,256.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,1819959552.0,256.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,147712.0,256.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,1329408.0,256.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,5317632.0,256.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,17873152.0,256.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,71492608.0,256.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,299116800.0,256.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,1630720.0,512.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,6522880.0,512.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,26091520.0,512.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,104366080.0,512.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,417464320.0,512.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,1669857280.0,512.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,532480.0,512.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,1630720.0,512.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,6522880.0,512.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,26091520.0,512.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,104366080.0,512.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,417464320.0,512.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,133120.0,512.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,299520.0,512.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,1198080.0,512.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,4792320.0,512.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,17605120.0,512.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,67392000.0,512.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,7385600.0,512.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,42541056.0,512.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,199706624.0,512.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,861456384.0,512.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,3574630400.0,512.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,14559676416.0,512.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,2658816.0,512.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,10635264.0,512.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,49926656.0,512.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,215364096.0,512.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,893657600.0,512.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,3639919104.0,512.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,295424.0,512.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,2658816.0,512.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,10635264.0,512.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,35746304.0,512.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,142985216.0,512.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,598233600.0,512.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,3261440.0,1024.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,13045760.0,1024.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,52183040.0,1024.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,208732160.0,1024.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,834928640.0,1024.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,3339714560.0,1024.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,1064960.0,1024.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,3261440.0,1024.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,13045760.0,1024.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,52183040.0,1024.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,208732160.0,1024.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,834928640.0,1024.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",1.0,266240.0,1024.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",1.0,599040.0,1024.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",1.0,2396160.0,1024.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",1.0,9584640.0,1024.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",1.0,35210240.0,1024.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",1.0,134784000.0,1024.0,5.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,14771200.0,1024.0,1.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,85082112.0,1024.0,1.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,399413248.0,1024.0,1.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,1722912768.0,1024.0,1.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,7149260800.0,1024.0,1.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,29119352832.0,1024.0,1.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,5317632.0,1024.0,2.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,21270528.0,1024.0,2.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,99853312.0,1024.0,2.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,430728192.0,1024.0,2.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,1787315200.0,1024.0,2.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,7279838208.0,1024.0,2.0
7.0,64.0,"torch.Size([1, 64, 7, 7])",3.0,590848.0,1024.0,5.0
14.0,64.0,"torch.Size([1, 64, 14, 14])",3.0,5317632.0,1024.0,5.0
28.0,64.0,"torch.Size([1, 64, 28, 28])",3.0,21270528.0,1024.0,5.0
56.0,64.0,"torch.Size([1, 64, 56, 56])",3.0,71492608.0,1024.0,5.0
112.0,64.0,"torch.Size([1, 64, 112, 112])",3.0,285970432.0,1024.0,5.0
224.0,64.0,"torch.Size([1, 64, 224, 224])",3.0,1196467200.0,1024.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,202272.0,32.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,809088.0,32.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,3236352.0,32.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,12945408.0,32.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,51781632.0,32.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,207126528.0,32.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,66048.0,32.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,202272.0,32.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,809088.0,32.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,3236352.0,32.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,12945408.0,32.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,51781632.0,32.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,16512.0,32.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,37152.0,32.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,148608.0,32.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,594432.0,32.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,2183712.0,32.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,8359200.0,32.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,922400.0,32.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,5313024.0,32.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,24941696.0,32.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,107588736.0,32.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,446441600.0,32.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,1818382464.0,32.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,332064.0,32.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,1328256.0,32.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,6235424.0,32.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,26897184.0,32.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,111610400.0,32.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,454595616.0,32.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,36896.0,32.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,332064.0,32.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,1328256.0,32.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,4464416.0,32.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,17857664.0,32.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,74714400.0,32.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,404544.0,64.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,1618176.0,64.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,6472704.0,64.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,25890816.0,64.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,103563264.0,64.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,414253056.0,64.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,132096.0,64.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,404544.0,64.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,1618176.0,64.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,6472704.0,64.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,25890816.0,64.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,103563264.0,64.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,33024.0,64.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,74304.0,64.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,297216.0,64.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,1188864.0,64.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,4367424.0,64.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,16718400.0,64.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,1844800.0,64.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,10626048.0,64.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,49883392.0,64.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,215177472.0,64.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,892883200.0,64.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,3636764928.0,64.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,664128.0,64.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,2656512.0,64.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,12470848.0,64.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,53794368.0,64.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,223220800.0,64.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,909191232.0,64.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,73792.0,64.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,664128.0,64.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,2656512.0,64.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,8928832.0,64.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,35715328.0,64.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,149428800.0,64.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,809088.0,128.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,3236352.0,128.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,12945408.0,128.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,51781632.0,128.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,207126528.0,128.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,828506112.0,128.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,264192.0,128.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,809088.0,128.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,3236352.0,128.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,12945408.0,128.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,51781632.0,128.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,207126528.0,128.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,66048.0,128.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,148608.0,128.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,594432.0,128.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,2377728.0,128.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,8734848.0,128.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,33436800.0,128.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,3689600.0,128.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,21252096.0,128.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,99766784.0,128.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,430354944.0,128.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,1785766400.0,128.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,7273529856.0,128.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,1328256.0,128.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,5313024.0,128.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,24941696.0,128.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,107588736.0,128.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,446441600.0,128.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,1818382464.0,128.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,147584.0,128.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,1328256.0,128.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,5313024.0,128.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,17857664.0,128.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,71430656.0,128.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,298857600.0,128.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,1618176.0,256.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,6472704.0,256.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,25890816.0,256.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,103563264.0,256.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,414253056.0,256.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,1657012224.0,256.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,528384.0,256.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,1618176.0,256.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,6472704.0,256.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,25890816.0,256.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,103563264.0,256.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,414253056.0,256.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,132096.0,256.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,297216.0,256.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,1188864.0,256.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,4755456.0,256.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,17469696.0,256.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,66873600.0,256.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,7379200.0,256.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,42504192.0,256.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,199533568.0,256.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,860709888.0,256.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,3571532800.0,256.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,14547059712.0,256.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,2656512.0,256.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,10626048.0,256.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,49883392.0,256.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,215177472.0,256.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,892883200.0,256.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,3636764928.0,256.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,295168.0,256.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,2656512.0,256.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,10626048.0,256.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,35715328.0,256.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,142861312.0,256.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,597715200.0,256.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,3236352.0,512.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,12945408.0,512.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,51781632.0,512.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,207126528.0,512.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,828506112.0,512.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,3314024448.0,512.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,1056768.0,512.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,3236352.0,512.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,12945408.0,512.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,51781632.0,512.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,207126528.0,512.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,828506112.0,512.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,264192.0,512.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,594432.0,512.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,2377728.0,512.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,9510912.0,512.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,34939392.0,512.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,133747200.0,512.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,14758400.0,512.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,85008384.0,512.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,399067136.0,512.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,1721419776.0,512.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,7143065600.0,512.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,29094119424.0,512.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,5313024.0,512.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,21252096.0,512.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,99766784.0,512.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,430354944.0,512.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,1785766400.0,512.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,7273529856.0,512.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,590336.0,512.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,5313024.0,512.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,21252096.0,512.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,71430656.0,512.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,285722624.0,512.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,1195430400.0,512.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,6472704.0,1024.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,25890816.0,1024.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,103563264.0,1024.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,414253056.0,1024.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,1657012224.0,1024.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,6628048896.0,1024.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,2113536.0,1024.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,6472704.0,1024.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,25890816.0,1024.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,103563264.0,1024.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,414253056.0,1024.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,1657012224.0,1024.0,2.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",1.0,528384.0,1024.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",1.0,1188864.0,1024.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",1.0,4755456.0,1024.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",1.0,19021824.0,1024.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",1.0,69878784.0,1024.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",1.0,267494400.0,1024.0,5.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,29516800.0,1024.0,1.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,170016768.0,1024.0,1.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,798134272.0,1024.0,1.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,3442839552.0,1024.0,1.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,14286131200.0,1024.0,1.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,58188238848.0,1024.0,1.0
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,10626048.0,1024.0,2.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,42504192.0,1024.0,2.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,199533568.0,1024.0,2.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,860709888.0,1024.0,2.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,3571532800.0,1024.0,2.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,14547059712.0,1024.0,2.0
