latency,avg_memory,max_memory,macs,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.activation.ReLU'>_macs,total_params,trainable_params,model,num_layers,input_format,input_size,batch_size,accelerator,requires_grad,use_torchscript,use_dquant,dropout,act_fn
3.688707947731018e-05,1377566720.0,1377566720.0,128.0,128.0,0.0,20.0,0.0,feedforward,1.0,bsh,"(1, 8, 4)",1.0,1.0,0.0,0.0,0.0,,relu
3.619268536567688e-05,1377566720.0,1377566720.0,512.0,512.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(1, 8, 8)",1.0,1.0,0.0,0.0,0.0,,relu
3.644376993179321e-05,1272709120.0,1272709120.0,2048.0,2048.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(1, 8, 16)",1.0,1.0,0.0,0.0,0.0,,relu
3.637969493865967e-05,1272709120.0,1272709120.0,8192.0,8192.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(1, 8, 32)",1.0,1.0,0.0,0.0,0.0,,relu
3.6961212754249575e-05,1272709120.0,1272709120.0,32768.0,32768.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(1, 8, 64)",1.0,1.0,0.0,0.0,0.0,,relu
3.6910176277160645e-05,1272709120.0,1272709120.0,524288.0,524288.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(1, 8, 256)",1.0,1.0,0.0,0.0,0.0,,relu
5.094483494758606e-05,1272709120.0,1272709120.0,2097152.0,2097152.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(1, 8, 512)",1.0,1.0,0.0,0.0,0.0,,relu
6.678402423858643e-05,1293680640.0,1293680640.0,8388608.0,8388608.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(1, 8, 1024)",1.0,1.0,0.0,0.0,0.0,,relu
6.168335676193237e-05,1293680640.0,1293680640.0,33554432.0,33554432.0,0.0,4196352.0,0.0,feedforward,1.0,bsh,"(1, 8, 2048)",1.0,1.0,0.0,0.0,0.0,,relu
6.192810833454132e-05,1331429376.0,1331429376.0,75497472.0,75497472.0,0.0,9440256.0,0.0,feedforward,1.0,bsh,"(1, 8, 3072)",1.0,1.0,0.0,0.0,0.0,,relu
6.163232028484344e-05,1398538240.0,1398538240.0,134217728.0,134217728.0,0.0,16781312.0,0.0,feedforward,1.0,bsh,"(1, 8, 4096)",1.0,1.0,0.0,0.0,0.0,,relu
3.592409193515777e-05,1398538240.0,1398538240.0,16.0,16.0,0.0,2.0,0.0,feedforward,1.0,bsh,"(1, 16, 1)",1.0,1.0,0.0,0.0,0.0,,relu
3.6520883440971375e-05,1272709120.0,1272709120.0,64.0,64.0,0.0,6.0,0.0,feedforward,1.0,bsh,"(1, 16, 2)",1.0,1.0,0.0,0.0,0.0,,relu
3.633610904216766e-05,1272709120.0,1272709120.0,256.0,256.0,0.0,20.0,0.0,feedforward,1.0,bsh,"(1, 16, 4)",1.0,1.0,0.0,0.0,0.0,,relu
3.666020929813385e-05,1272709120.0,1272709120.0,1024.0,1024.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(1, 16, 8)",1.0,1.0,0.0,0.0,0.0,,relu
3.6491826176643374e-05,1272709120.0,1272709120.0,4096.0,4096.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(1, 16, 16)",1.0,1.0,0.0,0.0,0.0,,relu
3.662407398223877e-05,1272709120.0,1272709120.0,16384.0,16384.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(1, 16, 32)",1.0,1.0,0.0,0.0,0.0,,relu
3.7059932947158816e-05,1272709120.0,1272709120.0,65536.0,65536.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(1, 16, 64)",1.0,1.0,0.0,0.0,0.0,,relu
3.7002936005592345e-05,1272709120.0,1272709120.0,1048576.0,1048576.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(1, 16, 256)",1.0,1.0,0.0,0.0,0.0,,relu
5.318969488143921e-05,1272709120.0,1272709120.0,4194304.0,4194304.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(1, 16, 512)",1.0,1.0,0.0,0.0,0.0,,relu
6.43547624349594e-05,1293680640.0,1293680640.0,16777216.0,16777216.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(1, 16, 1024)",1.0,1.0,0.0,0.0,0.0,,relu
6.198659539222718e-05,1293680640.0,1293680640.0,67108864.0,67108864.0,0.0,4196352.0,0.0,feedforward,1.0,bsh,"(1, 16, 2048)",1.0,1.0,0.0,0.0,0.0,,relu
6.137974560260773e-05,1331429376.0,1331429376.0,150994944.0,150994944.0,0.0,9440256.0,0.0,feedforward,1.0,bsh,"(1, 16, 3072)",1.0,1.0,0.0,0.0,0.0,,relu
6.213784217834473e-05,1398538240.0,1398538240.0,268435456.0,268435456.0,0.0,16781312.0,0.0,feedforward,1.0,bsh,"(1, 16, 4096)",1.0,1.0,0.0,0.0,0.0,,relu
3.598928451538086e-05,1398538240.0,1398538240.0,32.0,32.0,0.0,2.0,0.0,feedforward,1.0,bsh,"(1, 32, 1)",1.0,1.0,0.0,0.0,0.0,,relu
3.714226186275482e-05,1398538240.0,1398538240.0,128.0,128.0,0.0,6.0,0.0,feedforward,1.0,bsh,"(1, 32, 2)",1.0,1.0,0.0,0.0,0.0,,relu
3.668889403343201e-05,1398538240.0,1398538240.0,512.0,512.0,0.0,20.0,0.0,feedforward,1.0,bsh,"(1, 32, 4)",1.0,1.0,0.0,0.0,0.0,,relu
3.710724413394928e-05,1272709120.0,1272709120.0,2048.0,2048.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(1, 32, 8)",1.0,1.0,0.0,0.0,0.0,,relu
3.677718341350555e-05,1272709120.0,1272709120.0,8192.0,8192.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(1, 32, 16)",1.0,1.0,0.0,0.0,0.0,,relu
3.719739615917206e-05,1272709120.0,1272709120.0,32768.0,32768.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(1, 32, 32)",1.0,1.0,0.0,0.0,0.0,,relu
3.737844526767731e-05,1272709120.0,1272709120.0,131072.0,131072.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(1, 32, 64)",1.0,1.0,0.0,0.0,0.0,,relu
6.238557398319244e-05,1272709120.0,1272709120.0,2097152.0,2097152.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(1, 32, 256)",1.0,1.0,0.0,0.0,0.0,,relu
6.209202110767365e-05,1272709120.0,1272709120.0,8388608.0,8388608.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(1, 32, 512)",1.0,1.0,0.0,0.0,0.0,,relu
6.129704415798187e-05,1293680640.0,1293680640.0,33554432.0,33554432.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(1, 32, 1024)",1.0,1.0,0.0,0.0,0.0,,relu
6.305165588855743e-05,1295777792.0,1295777792.0,134217728.0,134217728.0,0.0,4196352.0,0.0,feedforward,1.0,bsh,"(1, 32, 2048)",1.0,1.0,0.0,0.0,0.0,,relu
6.126351654529571e-05,1333526528.0,1333526528.0,301989888.0,301989888.0,0.0,9440256.0,0.0,feedforward,1.0,bsh,"(1, 32, 3072)",1.0,1.0,0.0,0.0,0.0,,relu
6.148479878902436e-05,1398538240.0,1398538240.0,536870912.0,536870912.0,0.0,16781312.0,0.0,feedforward,1.0,bsh,"(1, 32, 4096)",1.0,1.0,0.0,0.0,0.0,,relu
3.6640465259552e-05,1339817984.0,1339817984.0,64.0,64.0,0.0,2.0,0.0,feedforward,1.0,bsh,"(1, 64, 1)",1.0,1.0,0.0,0.0,0.0,,relu
3.701411187648773e-05,1339817984.0,1339817984.0,256.0,256.0,0.0,6.0,0.0,feedforward,1.0,bsh,"(1, 64, 2)",1.0,1.0,0.0,0.0,0.0,,relu
3.691725432872772e-05,1339817984.0,1339817984.0,1024.0,1024.0,0.0,20.0,0.0,feedforward,1.0,bsh,"(1, 64, 4)",1.0,1.0,0.0,0.0,0.0,,relu
3.6996230483055116e-05,1339817984.0,1339817984.0,4096.0,4096.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(1, 64, 8)",1.0,1.0,0.0,0.0,0.0,,relu
3.6846473813056944e-05,1339817984.0,1339817984.0,16384.0,16384.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(1, 64, 16)",1.0,1.0,0.0,0.0,0.0,,relu
3.699809312820435e-05,1272709120.0,1272709120.0,65536.0,65536.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(1, 64, 32)",1.0,1.0,0.0,0.0,0.0,,relu
3.764182329177856e-05,1272709120.0,1272709120.0,262144.0,262144.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(1, 64, 64)",1.0,1.0,0.0,0.0,0.0,,relu
6.0673803091049194e-05,1272709120.0,1272709120.0,4194304.0,4194304.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(1, 64, 256)",1.0,1.0,0.0,0.0,0.0,,relu
6.12650066614151e-05,1272709120.0,1272709120.0,16777216.0,16777216.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(1, 64, 512)",1.0,1.0,0.0,0.0,0.0,,relu
6.074830889701843e-05,1293680640.0,1293680640.0,67108864.0,67108864.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(1, 64, 1024)",1.0,1.0,0.0,0.0,0.0,,relu
6.441138684749603e-05,1293680640.0,1293680640.0,268435456.0,268435456.0,0.0,4196352.0,0.0,feedforward,1.0,bsh,"(1, 64, 2048)",1.0,1.0,0.0,0.0,0.0,,relu
6.810352206230164e-05,1333526528.0,1333526528.0,603979776.0,603979776.0,0.0,9440256.0,0.0,feedforward,1.0,bsh,"(1, 64, 3072)",1.0,1.0,0.0,0.0,0.0,,relu
5.625523626804352e-05,1400635392.0,1400635392.0,1073741824.0,1073741824.0,0.0,16781312.0,0.0,feedforward,1.0,bsh,"(1, 64, 4096)",1.0,1.0,0.0,0.0,0.0,,relu
3.743693232536316e-05,1398538240.0,1398538240.0,128.0,128.0,0.0,2.0,0.0,feedforward,1.0,bsh,"(1, 128, 1)",1.0,1.0,0.0,0.0,0.0,,relu
3.653429448604584e-05,1398538240.0,1398538240.0,512.0,512.0,0.0,6.0,0.0,feedforward,1.0,bsh,"(1, 128, 2)",1.0,1.0,0.0,0.0,0.0,,relu
3.7012994289398195e-05,1272709120.0,1272709120.0,2048.0,2048.0,0.0,20.0,0.0,feedforward,1.0,bsh,"(1, 128, 4)",1.0,1.0,0.0,0.0,0.0,,relu
3.6850571632385254e-05,1272709120.0,1272709120.0,8192.0,8192.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(1, 128, 8)",1.0,1.0,0.0,0.0,0.0,,relu
3.689192235469818e-05,1272709120.0,1272709120.0,32768.0,32768.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(1, 128, 16)",1.0,1.0,0.0,0.0,0.0,,relu
3.738105297088623e-05,1272709120.0,1272709120.0,131072.0,131072.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(1, 128, 32)",1.0,1.0,0.0,0.0,0.0,,relu
3.726370632648468e-05,1272709120.0,1272709120.0,524288.0,524288.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(1, 128, 64)",1.0,1.0,0.0,0.0,0.0,,relu
5.543418228626251e-05,1272709120.0,1272709120.0,8388608.0,8388608.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(1, 128, 256)",1.0,1.0,0.0,0.0,0.0,,relu
6.719902157783508e-05,1274806272.0,1274806272.0,33554432.0,33554432.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(1, 128, 512)",1.0,1.0,0.0,0.0,0.0,,relu
6.338544189929963e-05,1295777792.0,1295777792.0,134217728.0,134217728.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(1, 128, 1024)",1.0,1.0,0.0,0.0,0.0,,relu
6.601214408874512e-05,1297874944.0,1297874944.0,536870912.0,536870912.0,0.0,4196352.0,0.0,feedforward,1.0,bsh,"(1, 128, 2048)",1.0,1.0,0.0,0.0,0.0,,relu
6.50409609079361e-05,1331429376.0,1331429376.0,1207959552.0,1207959552.0,0.0,9440256.0,0.0,feedforward,1.0,bsh,"(1, 128, 3072)",1.0,1.0,0.0,0.0,0.0,,relu
6.271824240684509e-05,1398538240.0,1398538240.0,2147483648.0,2147483648.0,0.0,16781312.0,0.0,feedforward,1.0,bsh,"(1, 128, 4096)",1.0,1.0,0.0,0.0,0.0,,relu
3.578588366508484e-05,1377566720.0,1377566720.0,256.0,256.0,0.0,2.0,0.0,feedforward,1.0,bsh,"(1, 256, 1)",1.0,1.0,0.0,0.0,0.0,,relu
3.690943121910095e-05,1377566720.0,1377566720.0,1024.0,1024.0,0.0,6.0,0.0,feedforward,1.0,bsh,"(1, 256, 2)",1.0,1.0,0.0,0.0,0.0,,relu
3.704540431499481e-05,1377566720.0,1377566720.0,4096.0,4096.0,0.0,20.0,0.0,feedforward,1.0,bsh,"(1, 256, 4)",1.0,1.0,0.0,0.0,0.0,,relu
3.6971643567085266e-05,1377566720.0,1377566720.0,16384.0,16384.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(1, 256, 8)",1.0,1.0,0.0,0.0,0.0,,relu
3.6988407373428345e-05,1272709120.0,1272709120.0,65536.0,65536.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(1, 256, 16)",1.0,1.0,0.0,0.0,0.0,,relu
3.617629408836365e-05,1272709120.0,1272709120.0,262144.0,262144.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(1, 256, 32)",1.0,1.0,0.0,0.0,0.0,,relu
3.6386772990226746e-05,1272709120.0,1272709120.0,1048576.0,1048576.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(1, 256, 64)",1.0,1.0,0.0,0.0,0.0,,relu
5.1651522517204286e-05,1272709120.0,1272709120.0,16777216.0,16777216.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(1, 256, 256)",1.0,1.0,0.0,0.0,0.0,,relu
6.308108568191529e-05,1274806272.0,1274806272.0,67108864.0,67108864.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(1, 256, 512)",1.0,1.0,0.0,0.0,0.0,,relu
6.17150217294693e-05,1297874944.0,1297874944.0,268435456.0,268435456.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(1, 256, 1024)",1.0,1.0,0.0,0.0,0.0,,relu
6.195865571498871e-05,1310457856.0,1310457856.0,1073741824.0,1073741824.0,0.0,4196352.0,0.0,feedforward,1.0,bsh,"(1, 256, 2048)",1.0,1.0,0.0,0.0,0.0,,relu
6.300695240497589e-05,1348206592.0,1348206592.0,2415919104.0,2415919104.0,0.0,9440256.0,0.0,feedforward,1.0,bsh,"(1, 256, 3072)",1.0,1.0,0.0,0.0,0.0,,relu
5.452260375022888e-05,1415315456.0,1415315456.0,4294967296.0,4294967296.0,0.0,16781312.0,0.0,feedforward,1.0,bsh,"(1, 256, 4096)",1.0,1.0,0.0,0.0,0.0,,relu
3.5943835973739625e-05,1415315456.0,1415315456.0,512.0,512.0,0.0,2.0,0.0,feedforward,1.0,bsh,"(1, 512, 1)",1.0,1.0,0.0,0.0,0.0,,relu
3.6334991455078126e-05,1272709120.0,1272709120.0,2048.0,2048.0,0.0,6.0,0.0,feedforward,1.0,bsh,"(1, 512, 2)",1.0,1.0,0.0,0.0,0.0,,relu
3.6770105361938475e-05,1272709120.0,1272709120.0,8192.0,8192.0,0.0,20.0,0.0,feedforward,1.0,bsh,"(1, 512, 4)",1.0,1.0,0.0,0.0,0.0,,relu
3.6269426345825195e-05,1272709120.0,1272709120.0,32768.0,32768.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(1, 512, 8)",1.0,1.0,0.0,0.0,0.0,,relu
3.6856532096862794e-05,1272709120.0,1272709120.0,131072.0,131072.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(1, 512, 16)",1.0,1.0,0.0,0.0,0.0,,relu
3.659576177597046e-05,1272709120.0,1272709120.0,524288.0,524288.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(1, 512, 32)",1.0,1.0,0.0,0.0,0.0,,relu
5.3348764777183535e-05,1272709120.0,1272709120.0,2097152.0,2097152.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(1, 512, 64)",1.0,1.0,0.0,0.0,0.0,,relu
6.0749799013137816e-05,1272709120.0,1272709120.0,33554432.0,33554432.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(1, 512, 256)",1.0,1.0,0.0,0.0,0.0,,relu
6.388723850250244e-05,1276903424.0,1276903424.0,134217728.0,134217728.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(1, 512, 512)",1.0,1.0,0.0,0.0,0.0,,relu
5.9806555509567263e-05,1295777792.0,1295777792.0,536870912.0,536870912.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(1, 512, 1024)",1.0,1.0,0.0,0.0,0.0,,relu
5.600489675998688e-05,1316749312.0,1316749312.0,2147483648.0,2147483648.0,0.0,4196352.0,0.0,feedforward,1.0,bsh,"(1, 512, 2048)",1.0,1.0,0.0,0.0,0.0,,relu
6.0039013624191286e-05,1352400896.0,1352400896.0,4831838208.0,4831838208.0,0.0,9440256.0,0.0,feedforward,1.0,bsh,"(1, 512, 3072)",1.0,1.0,0.0,0.0,0.0,,relu
5.7958438992500307e-05,1440481280.0,1440481280.0,8589934592.0,8589934592.0,0.0,16781312.0,0.0,feedforward,1.0,bsh,"(1, 512, 4096)",1.0,1.0,0.0,0.0,0.0,,relu
3.606490790843964e-05,1398538240.0,1398538240.0,2.0,2.0,0.0,2.0,0.0,feedforward,1.0,bsh,"(2, 1, 1)",2.0,1.0,0.0,0.0,0.0,,relu
3.626197576522827e-05,1398538240.0,1398538240.0,8.0,8.0,0.0,6.0,0.0,feedforward,1.0,bsh,"(2, 1, 2)",2.0,1.0,0.0,0.0,0.0,,relu
3.5876035690307616e-05,1398538240.0,1398538240.0,32.0,32.0,0.0,20.0,0.0,feedforward,1.0,bsh,"(2, 1, 4)",2.0,1.0,0.0,0.0,0.0,,relu
3.616549074649811e-05,1272709120.0,1272709120.0,128.0,128.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(2, 1, 8)",2.0,1.0,0.0,0.0,0.0,,relu
3.647282719612122e-05,1272709120.0,1272709120.0,512.0,512.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(2, 1, 16)",2.0,1.0,0.0,0.0,0.0,,relu
3.5945698618888856e-05,1272709120.0,1272709120.0,2048.0,2048.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(2, 1, 32)",2.0,1.0,0.0,0.0,0.0,,relu
3.67775559425354e-05,1272709120.0,1272709120.0,8192.0,8192.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(2, 1, 64)",2.0,1.0,0.0,0.0,0.0,,relu
3.643892705440521e-05,1272709120.0,1272709120.0,131072.0,131072.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(2, 1, 256)",2.0,1.0,0.0,0.0,0.0,,relu
3.6455318331718443e-05,1272709120.0,1272709120.0,524288.0,524288.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(2, 1, 512)",2.0,1.0,0.0,0.0,0.0,,relu
6.37207180261612e-05,1293680640.0,1293680640.0,2097152.0,2097152.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(2, 1, 1024)",2.0,1.0,0.0,0.0,0.0,,relu
