device,model,accelerator,requires_grad,use_torchscript,num_threads,batch_size,img_size,avg_memory,max_memory,latency,macs,total_params,trainable_params
herron_gpu,squeezenet,1.0,0.0,0.0,1.0,8.0,512.0,49122377728.0,49122377728.0,0.0238021627999842,36021135808.0,1248424.0,0.0
herron_gpu,squeezenet,1.0,0.0,0.0,1.0,16.0,224.0,49124474880.0,49124474880.0,0.0068309582071378,13175053184.0,1248424.0,0.0
herron_gpu,squeezenet,1.0,0.0,0.0,1.0,16.0,384.0,49369841664.0,49369841664.0,0.0214179455069825,40051254144.0,1248424.0,0.0
herron_gpu,squeezenet,1.0,0.0,0.0,1.0,16.0,448.0,49717968896.0,49717968896.0,0.0292659838451072,54881201024.0,1248424.0,0.0
herron_gpu,squeezenet,1.0,0.0,0.0,1.0,16.0,512.0,50133204992.0,50133204992.0,0.0387210560962557,72042271616.0,1248424.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,1.0,224.0,48761667584.0,48761667584.0,0.0280965718440711,5400158668.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,1.0,384.0,47411101696.0,47411101696.0,0.0265699192648753,15850654188.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,1.0,448.0,48663101440.0,48663101440.0,0.0287789311958476,21570925420.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,1.0,512.0,48700850176.0,48700850176.0,0.0267772289924323,28171238380.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,2.0,224.0,48788930560.0,48788930560.0,0.0285395424580201,10800317336.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,2.0,384.0,48793124864.0,48793124864.0,0.0286440544994547,31701308376.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,2.0,448.0,48793124864.0,48793124864.0,0.0264380619395524,43141850840.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,2.0,512.0,47467724800.0,47467724800.0,0.0525995078962296,56342476760.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,4.0,224.0,48719724544.0,48719724544.0,0.0294833448017016,21600634672.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,4.0,384.0,48772153344.0,48772153344.0,0.0326892371987923,63402616752.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,4.0,448.0,48923148288.0,48923148288.0,0.039711492951028,86283701680.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,4.0,512.0,49023811584.0,49023811584.0,0.0553676299517974,112684953520.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,8.0,224.0,49023811584.0,49023811584.0,0.033786451537162,43201269344.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,8.0,384.0,49141252096.0,49141252096.0,0.0677526952000334,126805233504.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,8.0,448.0,47945875456.0,47945875456.0,0.1035179443657398,172567403360.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,8.0,512.0,49462116352.0,49462116352.0,0.0902224679477512,225369907040.0,54139356.0,0.0
