<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
52.0,11175198720.0,52.0,160325566464.0,1.0,0.0,1.0,655360000.0,,,,,5421137920.0,512.0,224.0,0.05591142028570175,172156125184.0,5421137920.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
,,,,37.0,0.0,73.0,10872225792.0,,,,,1356857344.0,1.0,128.0,0.005153701081871987,10882056192.0,1356857344.0,bert,135.0,109482240.0,0.0,,,25.0,9830400.0,,,,
,,,,37.0,0.0,73.0,21744451584.0,,,,,1574961152.0,2.0,128.0,0.005818835087120533,21764112384.0,1574961152.0,bert,135.0,109482240.0,0.0,,,25.0,19660800.0,,,,
,,,,37.0,0.0,73.0,43488903168.0,,,,,1795162112.0,4.0,128.0,0.0060017179697752,43528224768.0,1795162112.0,bert,135.0,109482240.0,0.0,,,25.0,39321600.0,,,,
,,,,37.0,0.0,73.0,86977806336.0,,,,,1795162112.0,8.0,128.0,0.005578003637492657,87056449536.0,1795162112.0,bert,135.0,109482240.0,0.0,,,25.0,78643200.0,,,,
,,,,37.0,0.0,73.0,173955612672.0,,,,,1795162112.0,16.0,128.0,0.009819505736231804,174112899072.0,1795162112.0,bert,135.0,109482240.0,0.0,,,25.0,157286400.0,,,,
,,,,37.0,0.0,73.0,347911225344.0,,,,,2082471936.0,32.0,128.0,0.017459138296544552,348225798144.0,2082471936.0,bert,135.0,109482240.0,0.0,,,25.0,314572800.0,,,,
,,,,37.0,0.0,73.0,695822450688.0,,,,,2459959296.0,64.0,128.0,0.03044925946742296,696451596288.0,2459959296.0,bert,135.0,109482240.0,0.0,,,25.0,629145600.0,,,,
,,,,37.0,0.0,73.0,1043733676032.0,,,,,2761949184.0,96.0,128.0,0.0423642860725522,1044677394432.0,2761949184.0,bert,135.0,109482240.0,0.0,,,25.0,943718400.0,,,,
,,,,37.0,0.0,73.0,1391644901376.0,,,,,3265265664.0,128.0,128.0,0.056008045002818106,1392903192576.0,3265265664.0,bert,135.0,109482240.0,0.0,,,25.0,1258291200.0,,,,
,,,,37.0,0.0,73.0,2087467352064.0,,,,,4022337536.0,192.0,128.0,0.0802746394649148,2089354788864.0,4022337536.0,bert,135.0,109482240.0,0.0,,,25.0,1887436800.0,,,,
,,,,37.0,0.0,73.0,2783289802752.0,,,,,5028970496.0,256.0,128.0,0.10792956184595824,2785806385152.0,5028970496.0,bert,135.0,109482240.0,0.0,,,25.0,2516582400.0,,,,
,,,,37.0,0.0,73.0,4174934704128.0,,,,,6541017088.0,384.0,128.0,0.16003362871706486,4178709577728.0,6541017088.0,bert,135.0,109482240.0,0.0,,,25.0,3774873600.0,,,,
,,,,37.0,0.0,73.0,5566579605504.0,,,,,8554283008.0,512.0,128.0,0.2438977740705013,5571612770304.0,8554283008.0,bert,135.0,109482240.0,0.0,,,25.0,5033164800.0,,,,
,,,,13.0,0.0,36.0,5435817984.0,,,,,1145044992.0,1.0,128.0,0.002931932359933853,5440929792.0,1145044992.0,distilbert,62.0,66362880.0,0.0,,,13.0,5111808.0,,,,
,,,,13.0,0.0,36.0,10871635968.0,,,,,1300234240.0,2.0,128.0,0.003139377571642399,10881859584.0,1300234240.0,distilbert,62.0,66362880.0,0.0,,,13.0,10223616.0,,,,
,,,,13.0,0.0,36.0,21743271936.0,,,,,1436549120.0,4.0,128.0,0.0033027527853846553,21763719168.0,1436549120.0,distilbert,62.0,66362880.0,0.0,,,13.0,20447232.0,,,,
,,,,13.0,0.0,36.0,43486543872.0,,,,,1570766848.0,8.0,128.0,0.003177911229431629,43527438336.0,1570766848.0,distilbert,62.0,66362880.0,0.0,,,13.0,40894464.0,,,,
,,,,13.0,0.0,36.0,86973087744.0,,,,,1654652928.0,16.0,128.0,0.005154618248343468,87054876672.0,1654652928.0,distilbert,62.0,66362880.0,0.0,,,13.0,81788928.0,,,,
,,,,13.0,0.0,36.0,173946175488.0,,,,,1704984576.0,32.0,128.0,0.009656141139566898,174109753344.0,1704984576.0,distilbert,62.0,66362880.0,0.0,,,13.0,163577856.0,,,,
,,,,13.0,0.0,36.0,347892350976.0,,,,,1906311168.0,64.0,128.0,0.01673818603157997,348219506688.0,1906311168.0,distilbert,62.0,66362880.0,0.0,,,13.0,327155712.0,,,,
,,,,13.0,0.0,36.0,521838526464.0,,,,,2208301056.0,96.0,128.0,0.023027350008487702,522329260032.0,2208301056.0,distilbert,62.0,66362880.0,0.0,,,13.0,490733568.0,,,,
,,,,13.0,0.0,36.0,695784701952.0,,,,,2711617536.0,128.0,128.0,0.030900296941399574,696439013376.0,2711617536.0,distilbert,62.0,66362880.0,0.0,,,13.0,654311424.0,,,,
,,,,13.0,0.0,36.0,1043677052928.0,,,,,3466592256.0,192.0,128.0,0.044197572767734526,1044658520064.0,3466592256.0,distilbert,62.0,66362880.0,0.0,,,13.0,981467136.0,,,,
,,,,13.0,0.0,36.0,1391569403904.0,,,,,4473225216.0,256.0,128.0,0.05841752998530865,1392878026752.0,4473225216.0,distilbert,62.0,66362880.0,0.0,,,13.0,1308622848.0,,,,
,,,,13.0,0.0,36.0,2087354105856.0,,,,,5983174656.0,384.0,128.0,0.08548745419830084,2089317040128.0,5983174656.0,distilbert,62.0,66362880.0,0.0,,,13.0,1962934272.0,,,,
,,,,13.0,0.0,36.0,2783138807808.0,,,,,7998537728.0,512.0,128.0,0.1291924899443984,2785756053504.0,7998537728.0,distilbert,62.0,66362880.0,0.0,,,13.0,2617245696.0,,,,
,,,,61.0,0.0,84.0,8266973184.0,,,,,1442840576.0,1.0,128.0,0.013917920365929605,8274444288.0,1442840576.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,7471104.0,,,,
,,,,61.0,0.0,84.0,16533946368.0,,,,,1707081728.0,2.0,128.0,0.016043223813176154,16548888576.0,1707081728.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,14942208.0,,,,
,,,,61.0,0.0,84.0,33067892736.0,,,,,1992294400.0,4.0,128.0,0.014910777471959591,33097777152.0,1992294400.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,29884416.0,,,,
,,,,61.0,0.0,84.0,66135785472.0,,,,,1992294400.0,8.0,128.0,0.015383081138134002,66195554304.0,1992294400.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,59768832.0,,,,
,,,,61.0,0.0,84.0,132271570944.0,,,,,1996488704.0,16.0,128.0,0.015697749145329,132391108608.0,1996488704.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,119537664.0,,,,
,,,,61.0,0.0,84.0,264543141888.0,,,,,2304770048.0,32.0,128.0,0.02108926847577095,264782217216.0,2304770048.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,239075328.0,,,,
,,,,61.0,0.0,84.0,529086283776.0,,,,,2818572288.0,64.0,128.0,0.03520863428711892,529564434432.0,2818572288.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,478150656.0,,,,
,,,,61.0,0.0,84.0,793629425664.0,,,,,3160408064.0,96.0,128.0,0.050058395788073536,794346651648.0,3160408064.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,717225984.0,,,,
,,,,61.0,0.0,84.0,1058172567552.0,,,,,3663724544.0,128.0,128.0,0.06493321377784014,1059128868864.0,3663724544.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,956301312.0,,,,
,,,,61.0,0.0,84.0,1587258851328.0,,,,,4420796416.0,192.0,128.0,0.09452750571072102,1588693303296.0,4420796416.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,1434451968.0,,,,
,,,,61.0,0.0,84.0,2116345135104.0,,,,,5427429376.0,256.0,128.0,0.12636924106627706,2118257737728.0,5427429376.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,1912602624.0,,,,
,,,,61.0,0.0,84.0,3174517702656.0,,,,,6937378816.0,384.0,128.0,0.18616809621453284,3177386606592.0,6937378816.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,2868903936.0,,,,
,,,,61.0,0.0,84.0,4232690270208.0,,,,,8952741888.0,512.0,128.0,0.2639808231964708,4236515475456.0,8952741888.0,funnel_transformer,174.0,130973184.0,0.0,,,29.0,3825205248.0,,,,
,,,,4.0,0.0,8.0,10884808704.0,,,,,872415232.0,1.0,128.0,0.005186417698860168,10894311424.0,872415232.0,albert,15.0,11683584.0,0.0,,,3.0,9502720.0,,,,
,,,,4.0,0.0,8.0,21769617408.0,,,,,916455424.0,2.0,128.0,0.005782022327184677,21788622848.0,916455424.0,albert,15.0,11683584.0,0.0,,,3.0,19005440.0,,,,
,,,,4.0,0.0,8.0,43539234816.0,,,,,941621248.0,4.0,128.0,0.00609161164611578,43577245696.0,941621248.0,albert,15.0,11683584.0,0.0,,,3.0,38010880.0,,,,
,,,,4.0,0.0,8.0,87078469632.0,,,,,983564288.0,8.0,128.0,0.005680073983967304,87154491392.0,983564288.0,albert,15.0,11683584.0,0.0,,,3.0,76021760.0,,,,
,,,,4.0,0.0,8.0,174156939264.0,,,,,1033895936.0,16.0,128.0,0.00962098203599453,174308982784.0,1033895936.0,albert,15.0,11683584.0,0.0,,,3.0,152043520.0,,,,
,,,,4.0,0.0,8.0,348313878528.0,,,,,1180696576.0,32.0,128.0,0.016978782787919044,348617965568.0,1180696576.0,albert,15.0,11683584.0,0.0,,,3.0,304087040.0,,,,
,,,,4.0,0.0,8.0,696627757056.0,,,,,1432354816.0,64.0,128.0,0.028065211512148386,697235931136.0,1432354816.0,albert,15.0,11683584.0,0.0,,,3.0,608174080.0,,,,
,,,,4.0,0.0,8.0,1044941635584.0,,,,,1809842176.0,96.0,128.0,0.04183733072131872,1045853896704.0,1809842176.0,albert,15.0,11683584.0,0.0,,,3.0,912261120.0,,,,
,,,,4.0,0.0,8.0,1393255514112.0,,,,,2313158656.0,128.0,128.0,0.054247839562594886,1394471862272.0,2313158656.0,albert,15.0,11683584.0,0.0,,,3.0,1216348160.0,,,,
,,,,4.0,0.0,8.0,2089883271168.0,,,,,3068133376.0,192.0,128.0,0.07957321275025606,2091707793408.0,3068133376.0,albert,15.0,11683584.0,0.0,,,3.0,1824522240.0,,,,
,,,,4.0,0.0,8.0,2786511028224.0,,,,,4074766336.0,256.0,128.0,0.10680824797600508,2788943724544.0,4074766336.0,albert,15.0,11683584.0,0.0,,,3.0,2432696320.0,,,,
,,,,4.0,0.0,8.0,4179766542336.0,,,,,5586812928.0,384.0,128.0,0.15863057635724545,4183415586816.0,5586812928.0,albert,15.0,11683584.0,0.0,,,3.0,3649044480.0,,,,
,,,,4.0,0.0,8.0,5573022056448.0,,,,,7600078848.0,512.0,128.0,0.24314467068761586,5577887449088.0,7600078848.0,albert,15.0,11683584.0,0.0,,,3.0,4865392640.0,,,,
,,,,25.0,0.0,109.0,43487133696.0,,,,,1547698176.0,1.0,128.0,0.016109492070972918,43526455296.0,1547698176.0,longformer,159.0,148659456.0,0.0,,,25.0,39321600.0,,,,
,,,,25.0,0.0,109.0,86974267392.0,,,,,1855979520.0,2.0,128.0,0.017831519618630408,87052910592.0,1855979520.0,longformer,159.0,148659456.0,0.0,,,25.0,78643200.0,,,,
,,,,25.0,0.0,109.0,173948534784.0,,,,,2197815296.0,4.0,128.0,0.032597405277192584,174105821184.0,2197815296.0,longformer,159.0,148659456.0,0.0,,,25.0,157286400.0,,,,
,,,,25.0,0.0,109.0,347897069568.0,,,,,2353004544.0,8.0,128.0,0.05989696290344,348211642368.0,2353004544.0,longformer,159.0,148659456.0,0.0,,,25.0,314572800.0,,,,
,,,,25.0,0.0,109.0,695794139136.0,,,,,2759852032.0,16.0,128.0,0.11395737361162898,696423284736.0,2759852032.0,longformer,159.0,148659456.0,0.0,,,25.0,629145600.0,,,,
,,,,25.0,0.0,109.0,1391588278272.0,,,,,3772776448.0,32.0,128.0,0.2248495955020189,1392846569472.0,3772776448.0,longformer,159.0,148659456.0,0.0,,,25.0,1258291200.0,,,,
,,,,25.0,0.0,109.0,2783176556544.0,,,,,5387583488.0,64.0,128.0,0.4492597594857216,2785693138944.0,5387583488.0,longformer,159.0,148659456.0,0.0,,,25.0,2516582400.0,,,,
,,,,25.0,0.0,109.0,4174764834816.0,,,,,7811891200.0,96.0,128.0,0.6719108214601874,4178539708416.0,7811891200.0,longformer,159.0,148659456.0,0.0,,,25.0,3774873600.0,,,,
,,,,25.0,0.0,109.0,5566353113088.0,,,,,11045699584.0,128.0,128.0,0.9153935117647052,5571386277888.0,11045699584.0,longformer,159.0,148659456.0,0.0,,,25.0,5033164800.0,,,,
,,,,25.0,0.0,109.0,8349529669632.0,,,,,15890120704.0,192.0,128.0,1.3711444543674591,8357079416832.0,15890120704.0,longformer,159.0,148659456.0,0.0,,,25.0,7549747200.0,,,,
,,,,25.0,0.0,109.0,11132706226176.0,,,,,22345154560.0,256.0,128.0,1.8341735774651169,11142772555776.0,22345154560.0,longformer,159.0,148659456.0,0.0,,,25.0,10066329600.0,,,,
,,,,25.0,0.0,109.0,16699059339264.0,,,,,32029802496.0,384.0,128.0,2.7585528468713165,16714158833664.0,32029802496.0,longformer,159.0,148659456.0,0.0,,,25.0,15099494400.0,,,,
,,,,25.0,0.0,109.0,22265412452352.0,,,,,44939870208.0,512.0,128.0,3.687664901092648,22285545111552.0,44939870208.0,longformer,159.0,148659456.0,0.0,,,25.0,20132659200.0,,,,
,,,,49.0,0.0,361.0,2592079872.0,,,,,931135488.0,1.0,128.0,0.019940788112580776,2592079872.0,931135488.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,5184159744.0,,,,,975175680.0,2.0,128.0,0.02329336740076542,5184159744.0,975175680.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,10368319488.0,,,,,977272832.0,4.0,128.0,0.021886943094432357,10368319488.0,977272832.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,20736638976.0,,,,,977272832.0,8.0,128.0,0.023903314396739005,20736638976.0,977272832.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,41473277952.0,,,,,1023410176.0,16.0,128.0,0.02125999946147204,41473277952.0,1023410176.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,82946555904.0,,,,,1075838976.0,32.0,128.0,0.021898394078016286,82946555904.0,1075838976.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,165893111808.0,,,,,1266679808.0,64.0,128.0,0.022000698558986183,165893111808.0,1266679808.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,248839667712.0,,,,,1522532352.0,96.0,128.0,0.0269229244440794,248839667712.0,1522532352.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,331786223616.0,,,,,1858076672.0,128.0,128.0,0.03347236104309559,331786223616.0,1858076672.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,497679335424.0,,,,,2363490304.0,192.0,128.0,0.051005969755351536,497679335424.0,2363490304.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,663572447232.0,,,,,3034578944.0,256.0,128.0,0.06517824493348598,663572447232.0,3034578944.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,995358670848.0,,,,,4043309056.0,384.0,128.0,0.0942331999540329,995358670848.0,4043309056.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,49.0,0.0,361.0,1327144894464.0,,,,,5387583488.0,512.0,128.0,0.16355530861765147,1327144894464.0,5387583488.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,
,,,,37.0,0.0,1.0,589824.0,,,,,1367343104.0,1.0,128.0,0.027238910645246507,3405428736.0,1367343104.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,393216.0,12.0,7059456.0,72.0,3397386240.0
,,,,37.0,0.0,1.0,1179648.0,,,,,1468006400.0,2.0,128.0,0.02547628916800022,6810857472.0,1468006400.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,786432.0,12.0,14118912.0,72.0,6794772480.0
,,,,37.0,0.0,1.0,2359296.0,,,,,1570766848.0,4.0,128.0,0.028565407171845435,13621714944.0,1570766848.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,1572864.0,12.0,28237824.0,72.0,13589544960.0
,,,,37.0,0.0,1.0,4718592.0,,,,,1570766848.0,8.0,128.0,0.027653999626636505,27243429888.0,1570766848.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,3145728.0,12.0,56475648.0,72.0,27179089920.0
,,,,37.0,0.0,1.0,9437184.0,,,,,1621098496.0,16.0,128.0,0.03566065970808267,54486859776.0,1621098496.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,6291456.0,12.0,112951296.0,72.0,54358179840.0
,,,,37.0,0.0,1.0,18874368.0,,,,,1738539008.0,32.0,128.0,0.02679981980472803,108973719552.0,1738539008.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,12582912.0,12.0,225902592.0,72.0,108716359680.0
,,,,37.0,0.0,1.0,37748736.0,,,,,2044723200.0,64.0,128.0,0.045740453712642196,217947439104.0,2044723200.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,25165824.0,12.0,451805184.0,72.0,217432719360.0
,,,,37.0,0.0,1.0,56623104.0,,,,,2399141888.0,96.0,128.0,0.06590511277318001,326921158656.0,2399141888.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,37748736.0,12.0,677707776.0,72.0,326149079040.0
,,,,37.0,0.0,1.0,75497472.0,,,,,2956984320.0,128.0,128.0,0.08546431250870228,435894878208.0,2956984320.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,50331648.0,12.0,903610368.0,72.0,434865438720.0
,,,,37.0,0.0,1.0,113246208.0,,,,,3791650816.0,192.0,128.0,0.13050109185278416,653842317312.0,3791650816.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,75497472.0,12.0,1355415552.0,72.0,652298158080.0
,,,,37.0,0.0,1.0,150994944.0,,,,,4905238528.0,256.0,128.0,0.1696538832038641,871789756416.0,4905238528.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,100663296.0,12.0,1807220736.0,72.0,869730877440.0
,,,,37.0,0.0,1.0,226492416.0,,,,,6570377216.0,384.0,128.0,0.25347771029919386,1307684634624.0,6570377216.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,150994944.0,12.0,2710831104.0,72.0,1304596316160.0
,,,,37.0,0.0,1.0,301989888.0,,,,,8791261184.0,512.0,128.0,0.3370764201506972,1743579512832.0,8791261184.0,squeeze_bert,123.0,51094272.0,0.0,,,1.0,201326592.0,12.0,3614441472.0,72.0,1739461754880.0
