<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
64.0,13417463808.0,64.0,192456069120.0,1.0,24576000.0,3016753152.0,384.0,224.0,0.06770872753113508,205898108928.0,3016753152.0,efficientnet_lite,172.0,5416680.0,0.0,43.0,0.0,,,,,,,,,,
64.0,17889951744.0,64.0,256608092160.0,1.0,32768000.0,3532652544.0,512.0,224.0,0.06554130986332893,274530811904.0,3532652544.0,efficientnet_lite,172.0,5416680.0,0.0,43.0,0.0,,,,,,,,,,
,,45.0,3001948544.0,1.0,128000.0,1496317952.0,1.0,224.0,0.0014901142567396164,3002076544.0,1496317952.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,6003897088.0,1.0,256000.0,1550843904.0,2.0,224.0,0.0019764233380556106,6004153088.0,1550843904.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,12007794176.0,1.0,512000.0,1592786944.0,4.0,224.0,0.0031956225633621217,12008306176.0,1592786944.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,24015588352.0,1.0,1024000.0,1655701504.0,8.0,224.0,0.002872249111533165,24016612352.0,1655701504.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,48031176704.0,1.0,2048000.0,1727004672.0,16.0,224.0,0.002393626049160957,48033224704.0,1727004672.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,96062353408.0,1.0,4096000.0,1817182208.0,32.0,224.0,0.0042233444750309,96066449408.0,1817182208.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,192124706816.0,1.0,8192000.0,1949302784.0,64.0,224.0,0.006991143338382244,192132898816.0,1949302784.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,288187060224.0,1.0,12288000.0,2087714816.0,96.0,224.0,0.010420660488307476,288199348224.0,2087714816.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,384249413632.0,1.0,16384000.0,2238709760.0,128.0,224.0,0.015080616064369678,384265797632.0,2238709760.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,576374120448.0,1.0,24576000.0,2465202176.0,192.0,224.0,0.0237185200676322,576398696448.0,2465202176.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,768498827264.0,1.0,32768000.0,2708471808.0,256.0,224.0,0.031536983884871014,768531595264.0,2708471808.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,1152748240896.0,1.0,49152000.0,3067084800.0,384.0,224.0,0.04967584684491157,1152797392896.0,3067084800.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
,,45.0,1536997654528.0,1.0,65536000.0,3555721216.0,512.0,224.0,0.08306003287434577,1537063190528.0,3555721216.0,gernet,87.0,21142920.0,0.0,,,41.0,0.0,,,,,,,,
