<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs
,,5.0,83912515584.0,1.0,2359296.0,3686793216.0,128.0,224.0,0.0026702332001150354,91418484736.0,3686793216.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,7503609856.0,3.0,0.0,2.0,0.0
,,5.0,125868773376.0,1.0,3538944.0,3812622336.0,192.0,224.0,0.0038704104998032564,137127727104.0,3812622336.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,11255414784.0,3.0,0.0,2.0,0.0
,,5.0,167825031168.0,1.0,4718592.0,3940548608.0,256.0,224.0,0.005139965700072935,182836969472.0,3940548608.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,15007219712.0,3.0,0.0,2.0,0.0
,,5.0,251737546752.0,1.0,7077888.0,4179623936.0,384.0,224.0,0.007739769100226113,274255454208.0,4179623936.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,22510829568.0,3.0,0.0,2.0,0.0
,,5.0,335650062336.0,1.0,9437184.0,4494196736.0,512.0,224.0,0.010132828200221409,365673938944.0,4494196736.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,30014439424.0,3.0,0.0,2.0,0.0
,,26.0,818924576.0,1.0,170000.0,1832910848.0,1.0,224.0,0.0009449463002965785,819094576.0,1832910848.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,1637849152.0,1.0,340000.0,1835008000.0,2.0,224.0,0.0009562432998791337,1638189152.0,1835008000.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,3275698304.0,1.0,680000.0,1864368128.0,4.0,224.0,0.0009577533000992844,3276378304.0,1864368128.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,6551396608.0,1.0,1360000.0,1876951040.0,8.0,224.0,0.0009398173002409749,6552756608.0,1876951040.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,13102793216.0,1.0,2720000.0,1914699776.0,16.0,224.0,0.0010058312000182923,13105513216.0,1914699776.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,26205586432.0,1.0,5440000.0,1962934272.0,32.0,224.0,0.0016965889997663907,26211026432.0,1962934272.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,52411172864.0,1.0,10880000.0,2059403264.0,64.0,224.0,0.003074364599888213,52422052864.0,2059403264.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,78616759296.0,1.0,16320000.0,2162163712.0,96.0,224.0,0.004510442099854117,78633079296.0,2162163712.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,104822345728.0,1.0,21760000.0,2269118464.0,128.0,224.0,0.0059165575999941215,104844105728.0,2269118464.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,157233518592.0,1.0,32640000.0,2474639360.0,192.0,224.0,0.0089054063999356,157266158592.0,2474639360.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,209644691456.0,1.0,43520000.0,2682257408.0,256.0,224.0,0.011898618100167369,209688211456.0,2682257408.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,314467037184.0,1.0,65280000.0,3091202048.0,384.0,224.0,0.017770187799760605,314532317184.0,3091202048.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
,,26.0,419289382912.0,1.0,87040000.0,3521118208.0,512.0,224.0,0.023644062499806752,419376422912.0,3521118208.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0
