<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
245.0,2058596044800.0,,,,,,,10435428352.0,384.0,224.0,0.5510840961709619,2088649150464.0,10435428352.0,efficientnet,403.0,54139356.0,0.0,157.0,30028529664.0,1.0,24576000.0,,,,,,,,
245.0,2744794726400.0,,,,,,,13908312064.0,512.0,224.0,0.7293084403499961,2784865533952.0,13908312064.0,efficientnet,403.0,54139356.0,0.0,157.0,40038039552.0,1.0,32768000.0,,,,,,,,
64.0,501187680.0,,,,,,,1153433600.0,1.0,224.0,0.0063091618940234176,536192992.0,1153433600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,34941312.0,1.0,64000.0,43.0,0.0,,,,,,
64.0,1002375360.0,,,,,,,1186988032.0,2.0,224.0,0.006119037419557572,1072385984.0,1186988032.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,69882624.0,1.0,128000.0,43.0,0.0,,,,,,
64.0,2004750720.0,,,,,,,1243611136.0,4.0,224.0,0.00669899806380272,2144771968.0,1243611136.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,139765248.0,1.0,256000.0,43.0,0.0,,,,,,
64.0,4009501440.0,,,,,,,1337982976.0,8.0,224.0,0.0064824054017663,4289543936.0,1337982976.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,279530496.0,1.0,512000.0,43.0,0.0,,,,,,
64.0,8019002880.0,,,,,,,1520435200.0,16.0,224.0,0.010032372176647186,8579087872.0,1520435200.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,559060992.0,1.0,1024000.0,43.0,0.0,,,,,,
64.0,16038005760.0,,,,,,,1883242496.0,32.0,224.0,0.01782444603741169,17158175744.0,1883242496.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,1118121984.0,1.0,2048000.0,43.0,0.0,,,,,,
64.0,32076011520.0,,,,,,,2602565632.0,64.0,224.0,0.033658305928111074,34316351488.0,2602565632.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,2236243968.0,1.0,4096000.0,43.0,0.0,,,,,,
64.0,48114017280.0,,,,,,,3546284032.0,96.0,224.0,0.04835127107799053,51474527232.0,3546284032.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,3354365952.0,1.0,6144000.0,43.0,0.0,,,,,,
64.0,64152023040.0,,,,,,,4794089472.0,128.0,224.0,0.06273951064795255,68632702976.0,4794089472.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,4472487936.0,1.0,8192000.0,43.0,0.0,,,,,,
64.0,96228034560.0,,,,,,,6643777536.0,192.0,224.0,0.09333270210772752,102949054464.0,6643777536.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,6708731904.0,1.0,12288000.0,43.0,0.0,,,,,,
64.0,128304046080.0,,,,,,,9110028288.0,256.0,224.0,0.12387004997581245,137265405952.0,9110028288.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,8944975872.0,1.0,16384000.0,43.0,0.0,,,,,,
64.0,192456069120.0,,,,,,,12809404416.0,384.0,224.0,0.18547921497374767,205898108928.0,12809404416.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,13417463808.0,1.0,24576000.0,43.0,0.0,,,,,,
64.0,256608092160.0,,,,,,,17741905920.0,512.0,224.0,0.24720887504518035,274530811904.0,17741905920.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,17889951744.0,1.0,32768000.0,43.0,0.0,,,,,,
45.0,3001948544.0,,,,,,,1218445312.0,1.0,224.0,0.0044575385749340045,3002076544.0,1218445312.0,gernet,87.0,21142920.0,0.0,,,1.0,128000.0,,,41.0,0.0,,,,
45.0,6003897088.0,,,,,,,1293942784.0,2.0,224.0,0.004486850835382939,6004153088.0,1293942784.0,gernet,87.0,21142920.0,0.0,,,1.0,256000.0,,,41.0,0.0,,,,
45.0,12007794176.0,,,,,,,1411383296.0,4.0,224.0,0.004773429036140442,12008306176.0,1411383296.0,gernet,87.0,21142920.0,0.0,,,1.0,512000.0,,,41.0,0.0,,,,
45.0,24015588352.0,,,,,,,1465909248.0,8.0,224.0,0.007433101721107959,24016612352.0,1465909248.0,gernet,87.0,21142920.0,0.0,,,1.0,1024000.0,,,41.0,0.0,,,,
45.0,48031176704.0,,,,,,,1694498816.0,16.0,224.0,0.009513767249882222,48033224704.0,1694498816.0,gernet,87.0,21142920.0,0.0,,,1.0,2048000.0,,,41.0,0.0,,,,
45.0,96062353408.0,,,,,,,2036334592.0,32.0,224.0,0.016824991069734098,96066449408.0,2036334592.0,gernet,87.0,21142920.0,0.0,,,1.0,4096000.0,,,41.0,0.0,,,,
45.0,192124706816.0,,,,,,,3072327680.0,64.0,224.0,0.03277362193912268,192132898816.0,3072327680.0,gernet,87.0,21142920.0,0.0,,,1.0,8192000.0,,,41.0,0.0,,,,
45.0,288187060224.0,,,,,,,3783262208.0,96.0,224.0,0.04531635139137506,288199348224.0,3783262208.0,gernet,87.0,21142920.0,0.0,,,1.0,12288000.0,,,41.0,0.0,,,,
45.0,384249413632.0,,,,,,,4712300544.0,128.0,224.0,0.059564584493637086,384265797632.0,4712300544.0,gernet,87.0,21142920.0,0.0,,,1.0,16384000.0,,,41.0,0.0,,,,
45.0,576374120448.0,,,,,,,6102712320.0,192.0,224.0,0.088997370749712,576398696448.0,6102712320.0,gernet,87.0,21142920.0,0.0,,,1.0,24576000.0,,,41.0,0.0,,,,
45.0,768498827264.0,,,,,,,7956594688.0,256.0,224.0,0.11795715242624286,768531595264.0,7956594688.0,gernet,87.0,21142920.0,0.0,,,1.0,32768000.0,,,41.0,0.0,,,,
45.0,1152748240896.0,,,,,,,10735321088.0,384.0,224.0,0.17735303323715926,1152797392896.0,10735321088.0,gernet,87.0,21142920.0,0.0,,,1.0,49152000.0,,,41.0,0.0,,,,
45.0,1536997654528.0,,,,,,,14440988672.0,512.0,224.0,0.2362303825095296,1537063190528.0,14440988672.0,gernet,87.0,21142920.0,0.0,,,1.0,65536000.0,,,41.0,0.0,,,,
20.0,1813561344.0,,,1.0,512000.0,,,1193279488.0,1.0,224.0,0.002277120389044285,1824033792.0,1193279488.0,resnet18,52.0,11689512.0,0.0,20.0,9934848.0,1.0,25600.0,,,9.0,0.0,1.0,0.0,,
20.0,3627122688.0,,,1.0,1024000.0,,,1241513984.0,2.0,224.0,0.002284225635230541,3648067584.0,1241513984.0,resnet18,52.0,11689512.0,0.0,20.0,19869696.0,1.0,51200.0,,,9.0,0.0,1.0,0.0,,
20.0,7254245376.0,,,1.0,2048000.0,,,1323302912.0,4.0,224.0,0.002242437191307545,7296135168.0,1323302912.0,resnet18,52.0,11689512.0,0.0,20.0,39739392.0,1.0,102400.0,,,9.0,0.0,1.0,0.0,,
