device,model,accelerator,requires_grad,use_torchscript,num_threads,batch_size,img_size,avg_memory,max_memory,latency,macs,total_params,trainable_params
rpi4_cpu,resnext50_32x4d,0.0,0.0,0.0,1.0,1.0,384.0,396.2998670212766,405.77734375,3.304098360800708,12513396736.0,25028904.0,0.0
rpi4_cpu,resnext50_32x4d,0.0,0.0,0.0,1.0,1.0,448.0,426.7236493644067,435.0625,4.424544476400479,17031383040.0,25028904.0,0.0
rpi4_cpu,resnext50_32x4d,0.0,0.0,0.0,1.0,1.0,512.0,456.5277035361842,498.6640625,5.988587123699835,22244444160.0,25028904.0,0.0
rpi4_cpu,wide_resnet50_2,0.0,0.0,0.0,1.0,1.0,224.0,554.4315776209677,639.19921875,9.85248150050029,11426924544.0,68883240.0,0.0
rpi4_cpu,wide_resnet50_2,0.0,0.0,0.0,1.0,1.0,384.0,567.9487933168317,642.23046875,15.06537173199904,33577191424.0,68883240.0,0.0
rpi4_cpu,wide_resnet50_2,0.0,0.0,0.0,1.0,1.0,448.0,576.6972346230159,639.16015625,17.735686113798874,45701548032.0,68883240.0,0.0
rpi4_cpu,wide_resnet50_2,0.0,0.0,0.0,1.0,1.0,512.0,667.4391891891892,753.859375,20.8103876802008,59691190272.0,68883240.0,0.0
rpi4_cpu,mnasnet,0.0,0.0,0.0,1.0,1.0,224.0,252.56184895833334,258.4296875,0.28181391399994027,325329152.0,4383312.0,0.0
rpi4_cpu,mnasnet,0.0,0.0,0.0,1.0,1.0,384.0,270.4319661458333,274.2265625,0.7276469630000065,953587712.0,4383312.0,0.0
rpi4_cpu,mnasnet,0.0,0.0,0.0,1.0,1.0,448.0,289.52427455357144,304.62890625,0.9590117405008641,1297476608.0,4383312.0,0.0
rpi4_cpu,mnasnet,0.0,0.0,0.0,1.0,1.0,512.0,326.03330592105266,330.2734375,1.5509206583999913,1694271488.0,4383312.0,0.0
