5_pct,95_pct,accelerator,batch_size,device,max,mean,median,min,model,std
0.28617072105407715,0.390902042388916,0.0,1.0,jetson_cpu,0.4049663543701172,0.3458805249469115,0.36594796180725103,0.28347086906433105,resnet18,0.037744113351155184
0.28150391578674316,0.31282877922058105,0.0,1.0,jetson_cpu,0.3195340633392334,0.2987968968872977,0.29787611961364746,0.2681779861450195,alexnet,0.011341257974705315
0.246060848236084,0.32778239250183105,0.0,1.0,jetson_cpu,0.3319222927093506,0.27551762184294143,0.25794243812561035,0.24172592163085935,squeezenet,0.031908405508504566
1.718127727508545,1.7783677577972412,0.0,1.0,jetson_cpu,1.7984747886657717,1.743668811156018,1.7415113449096682,1.7033207416534424,vgg16,0.01902908217717847
2.2277538776397705,2.757240295410156,0.0,1.0,jetson_cpu,2.79916000366211,2.427593134417392,2.280179738998413,2.086670398712158,densenet,0.2273607777870575
0.7229716777801514,0.9341683387756348,0.0,1.0,jetson_cpu,1.0228745937347412,0.8475652897712027,0.8996808528900146,0.621178388595581,inception,0.08854659904495284
0.5139834880828857,0.6254506111145021,0.0,1.0,jetson_cpu,0.6511621475219727,0.5434356514770206,0.5338430404663086,0.4557785987854004,googlenet,0.03684709226159053
4.029836654663087,4.768030881881714,0.0,1.0,jetson_cpu,4.774460792541504,4.534200411031742,4.569070339202881,3.9492037296295166,shufflenet,0.21773276372641565
5.1158807277679434,5.1792707443237305,0.0,1.0,jetson_cpu,5.196523904800415,5.140877379049169,5.138497591018677,5.090312242507935,mobilenet_v2,0.01962234529561145
1.9452669620513916,2.540419816970825,0.0,1.0,jetson_cpu,2.5730955600738525,2.2214654459811674,2.0397987365722656,1.9104208946228027,resnext50_32x4d,0.2606255663431614
1.243492603302002,1.534179449081421,0.0,1.0,jetson_cpu,1.5396301746368408,1.3454050451222033,1.34291410446167,1.2355566024780271,wide_resnet50_2,0.09282392966110044
4.651974201202393,5.012389183044434,0.0,1.0,jetson_cpu,5.666351079940796,4.932697676195957,4.961349964141846,4.599092960357666,mnasnet,0.12631647028410584
