<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
17.0,0.0,53.0,2164957118464.0,,,1.0,52428800.0,1.0,0.0,7100956672.0,512.0,224.0,0.3780103761702776,2195550371840.0,7100956672.0,resnext50_32x4d,126.0,25028904.0,0.0,1.0,1048576000.0,53.0,29492248576.0,,
17.0,0.0,53.0,11395973120.0,,,1.0,102400.0,1.0,0.0,1948254208.0,1.0,224.0,0.003141344338655472,11455725568.0,1948254208.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,2048000.0,53.0,57602048.0,,
17.0,0.0,53.0,22791946240.0,,,1.0,204800.0,1.0,0.0,2210398208.0,2.0,224.0,0.004347101040184498,22911451136.0,2210398208.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,4096000.0,53.0,115204096.0,,
17.0,0.0,53.0,45583892480.0,,,1.0,409600.0,1.0,0.0,2466250752.0,4.0,224.0,0.007446780242025853,45822902272.0,2466250752.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,8192000.0,53.0,230408192.0,,
17.0,0.0,53.0,91167784960.0,,,1.0,819200.0,1.0,0.0,2787115008.0,8.0,224.0,0.013701547868549824,91645804544.0,2787115008.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,16384000.0,53.0,460816384.0,,
17.0,0.0,53.0,182335569920.0,,,1.0,1638400.0,1.0,0.0,3149922304.0,16.0,224.0,0.02553484216332436,183291609088.0,3149922304.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,32768000.0,53.0,921632768.0,,
17.0,0.0,53.0,364671139840.0,,,1.0,3276800.0,1.0,0.0,3567255552.0,32.0,224.0,0.04751392863690853,366583218176.0,3567255552.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,65536000.0,53.0,1843265536.0,,
17.0,0.0,53.0,729342279680.0,,,1.0,6553600.0,1.0,0.0,4622123008.0,64.0,224.0,0.08988174758851528,733166436352.0,4622123008.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,131072000.0,53.0,3686531072.0,,
17.0,0.0,53.0,1094013419520.0,,,1.0,9830400.0,1.0,0.0,5144313856.0,96.0,224.0,0.13391930498182775,1099749654528.0,5144313856.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,196608000.0,53.0,5529796608.0,,
17.0,0.0,53.0,1458684559360.0,,,1.0,13107200.0,1.0,0.0,5668601856.0,128.0,224.0,0.1723250515758991,1466332872704.0,5668601856.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,262144000.0,53.0,7373062144.0,,
17.0,0.0,53.0,2188026839040.0,,,1.0,19660800.0,1.0,0.0,6425673728.0,192.0,224.0,0.25753581915050744,2199499309056.0,6425673728.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,393216000.0,53.0,11059593216.0,,
17.0,0.0,53.0,2917369118720.0,,,1.0,26214400.0,1.0,0.0,7176454144.0,256.0,224.0,0.331879810616374,2932665745408.0,7176454144.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,524288000.0,53.0,14746124288.0,,
17.0,0.0,53.0,4376053678080.0,,,1.0,39321600.0,1.0,0.0,8755609600.0,384.0,224.0,0.4936326595023274,4398998618112.0,8755609600.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,786432000.0,53.0,22119186432.0,,
17.0,0.0,53.0,5834738237440.0,,,1.0,52428800.0,1.0,0.0,10106175488.0,512.0,224.0,0.6497763523831963,5865331490816.0,10106175488.0,wide_resnet50_2,126.0,68883240.0,0.0,1.0,1048576000.0,53.0,29492248576.0,,
35.0,0.0,52.0,313135872.0,1.0,0.0,,,,,1300234240.0,1.0,224.0,0.0010588660836219788,336242432.0,1300234240.0,mnasnet,141.0,4383312.0,0.0,1.0,1280000.0,52.0,21826560.0,,
35.0,0.0,52.0,626271744.0,1.0,0.0,,,,,1312817152.0,2.0,224.0,0.000995238497853279,672484864.0,1312817152.0,mnasnet,141.0,4383312.0,0.0,1.0,2560000.0,52.0,43653120.0,,
35.0,0.0,52.0,1252543488.0,1.0,0.0,,,,,1350565888.0,4.0,224.0,0.0012143844738602637,1344969728.0,1350565888.0,mnasnet,141.0,4383312.0,0.0,1.0,5120000.0,52.0,87306240.0,,
35.0,0.0,52.0,2505086976.0,1.0,0.0,,,,,1388314624.0,8.0,224.0,0.001675410196185112,2689939456.0,1388314624.0,mnasnet,141.0,4383312.0,0.0,1.0,10240000.0,52.0,174612480.0,,
35.0,0.0,52.0,5010173952.0,1.0,0.0,,,,,1455423488.0,16.0,224.0,0.002737155556678772,5379878912.0,1455423488.0,mnasnet,141.0,4383312.0,0.0,1.0,20480000.0,52.0,349224960.0,,
35.0,0.0,52.0,10020347904.0,1.0,0.0,,,,,1560281088.0,32.0,224.0,0.005006684176623821,10759757824.0,1560281088.0,mnasnet,141.0,4383312.0,0.0,1.0,40960000.0,52.0,698449920.0,,
35.0,0.0,52.0,20040695808.0,1.0,0.0,,,,,1734344704.0,64.0,224.0,0.009368371404707431,21519515648.0,1734344704.0,mnasnet,141.0,4383312.0,0.0,1.0,81920000.0,52.0,1396899840.0,,
35.0,0.0,52.0,30061043712.0,1.0,0.0,,,,,1952448512.0,96.0,224.0,0.013768500834703445,32279273472.0,1952448512.0,mnasnet,141.0,4383312.0,0.0,1.0,122880000.0,52.0,2095349760.0,,
35.0,0.0,52.0,40081391616.0,1.0,0.0,,,,,2126512128.0,128.0,224.0,0.018146581016480923,43039031296.0,2126512128.0,mnasnet,141.0,4383312.0,0.0,1.0,163840000.0,52.0,2793799680.0,,
35.0,0.0,52.0,60122087424.0,1.0,0.0,,,,,2472542208.0,192.0,224.0,0.02665393743664026,64558546944.0,2472542208.0,mnasnet,141.0,4383312.0,0.0,1.0,245760000.0,52.0,4190699520.0,,
35.0,0.0,52.0,80162783232.0,1.0,0.0,,,,,2808086528.0,256.0,224.0,0.03515350203961134,86078062592.0,2808086528.0,mnasnet,141.0,4383312.0,0.0,1.0,327680000.0,52.0,5587599360.0,,
35.0,0.0,52.0,120244174848.0,1.0,0.0,,,,,3493855232.0,384.0,224.0,0.052324623614549634,129117093888.0,3493855232.0,mnasnet,141.0,4383312.0,0.0,1.0,491520000.0,52.0,8381399040.0,,
35.0,0.0,52.0,160325566464.0,1.0,0.0,,,,,4391436288.0,512.0,224.0,0.06918243058025837,172156125184.0,4391436288.0,mnasnet,141.0,4383312.0,0.0,1.0,655360000.0,52.0,11175198720.0,,
