accelerator,avg_memory,batch_size,device,macs,max_memory,mean,model,requires_grad,sequence_length,total_params,trainable_params
1,1902.24609375,1,jetson_gpu,10884808704,1902.24609375,0.153873004299976,albert,0,128,11683584,0
1,1902.2578125,1,jetson_gpu,21769027584,1902.2578125,0.322866608750019,albert,0,256,11683584,0
1,1902.2734375,1,jetson_gpu,43537465344,1902.2734375,0.715464090800015,albert,0,512,11683584,0
1,1953.53771972656,1,jetson_gpu,20250624,2041.7734375,0.20930361869996,mobile_bert,0,1,24581888,0
1,2044.05546875,1,jetson_gpu,40501248,2044.10546875,0.223537905400008,mobile_bert,0,2,24581888,0
1,2044.390625,1,jetson_gpu,81002496,2044.390625,0.237701851199972,mobile_bert,0,4,24581888,0
1,2044.64453125,1,jetson_gpu,162004992,2044.64453125,0.264354923249994,mobile_bert,0,8,24581888,0
1,2044.94921875,1,jetson_gpu,324009984,2044.94921875,0.226093350800011,mobile_bert,0,16,24581888,0
1,2045.1703125,1,jetson_gpu,648019968,2045.1953125,0.223676189199978,mobile_bert,0,32,24581888,0
1,2045.2734375,1,jetson_gpu,1296039936,2045.2734375,0.224699450950038,mobile_bert,0,64,24581888,0
1,2045.33828125,1,jetson_gpu,2592079872,2045.36328125,0.225312392249998,mobile_bert,0,128,24581888,0
1,2045.390625,1,jetson_gpu,5184159744,2045.390625,0.267344986650005,mobile_bert,0,256,24581888,0
1,2045.44140625,1,jetson_gpu,10368319488,2045.54296875,0.315357088449991,mobile_bert,0,512,24581888,0
1,2055.42747641509,1,jetson_gpu,27214848,2202.41796875,0.089300412150033,squeeze_bert,0,1,51094272,0
1.0,2044.290072737069,1.0,jetson_gpu,516685824.0,2142.01171875,0.14070722885001033,funnel_transformer,0.0,8.0,130973184.0,0.0
1.0,2121.19189453125,1.0,jetson_gpu,1033371648.0,2121.1953125,0.12430024884999966,funnel_transformer,0.0,16.0,130973184.0,0.0
1.0,2121.4574908088234,1.0,jetson_gpu,2066743296.0,2121.4609375,0.13380740294999213,funnel_transformer,0.0,32.0,130973184.0,0.0
1.0,2121.625732421875,1.0,jetson_gpu,4133486592.0,2121.62890625,0.13440205705001063,funnel_transformer,0.0,64.0,130973184.0,0.0
1.0,2121.8209635416665,1.0,jetson_gpu,8266973184.0,2121.82421875,0.1726587536499892,funnel_transformer,0.0,128.0,130973184.0,0.0
1.0,2113.0618489583335,1.0,jetson_gpu,16533946368.0,2121.99609375,0.3518838676499854,funnel_transformer,0.0,256.0,130973184.0,0.0
1.0,2036.5296223958333,1.0,jetson_gpu,33067892736.0,2106.7421875,0.7945165259499845,funnel_transformer,0.0,512.0,130973184.0,0.0
