5_pct,95_pct,accelerator,batch_size,device,max,mean,median,min,model,sequence_length,std
0.2699473977088928,0.272834849357605,0.0,1.0,jetson_cpu,0.27747464179992676,0.27061219692230226,0.27035558223724365,0.2697577476501465,bert,1.0,0.0011190670675867405
0.2841600298881531,0.2856983423233032,0.0,1.0,jetson_cpu,0.2990758419036865,0.28495824575424195,0.28468477725982666,0.2837920188903809,bert,2.0,0.0019111171134622797
0.28889213800430297,0.2947969436645508,0.0,1.0,jetson_cpu,0.30527591705322266,0.2901484179496765,0.28943848609924316,0.2885012626647949,bert,4.0,0.002478016703264662
0.3570734262466431,0.429011595249176,0.0,1.0,jetson_cpu,0.4499773979187012,0.3963261437416077,0.4011665582656861,0.33872437477111816,bert,8.0,0.0240541207351941
0.4803340554237366,0.5731208205223084,0.0,1.0,jetson_cpu,0.5911140441894531,0.5389046430587768,0.5453511476516724,0.4656462669372558,bert,16.0,0.026991383170152372
0.4757633924484253,0.6135691642761231,0.0,1.0,jetson_cpu,0.6703629493713379,0.5238410449028015,0.5035190582275391,0.4541733264923096,bert,32.0,0.04625248785446033
0.8852344393730164,1.4149381041526794,0.0,1.0,jetson_cpu,1.4347105026245115,1.0855912685394289,1.018824577331543,0.8819816112518309,bert,64.0,0.2050741183943568
1.4900370001792909,1.8702632665634151,0.0,1.0,jetson_cpu,2.198843240737915,1.579279363155365,1.5372470617294312,1.3356037139892578,bert,128.0,0.1363059905617902
2.6972769618034365,3.26793212890625,0.0,1.0,jetson_cpu,3.417150497436523,2.9167610430717468,2.8577543497085567,2.629114151000977,bert,256.0,0.19414860892890126
6.022370600700379,6.798056256771088,0.0,1.0,jetson_cpu,7.3402671813964835,6.470016674995422,6.50417947769165,5.929133653640747,bert,512.0,0.2419485040493389
0.2749425768852234,0.27848216295242306,0.0,1.0,jetson_cpu,0.2809798717498779,0.27587859392166136,0.27549147605895996,0.2747178077697754,roberta,1.0,0.0011363246389267509
0.2890430927276611,0.29439873695373536,0.0,1.0,jetson_cpu,0.2992949485778809,0.29007137060165405,0.2895495891571045,0.28888487815856934,roberta,2.0,0.001862297607345908
0.28435953855514523,0.289686381816864,0.0,1.0,jetson_cpu,0.29715943336486816,0.2853990983963013,0.2849407196044922,0.2841436862945557,roberta,4.0,0.0017883247985607817
0.35554391145706177,0.4361333966255188,0.0,1.0,jetson_cpu,0.4790487289428711,0.39580061435699465,0.39880824089050293,0.3333561420440674,roberta,8.0,0.026098393369816064
0.5053723692893982,0.5691742897033691,0.0,1.0,jetson_cpu,0.5780665874481201,0.5417690753936768,0.5430625677108765,0.4735960960388184,roberta,16.0,0.017667362993947666
0.5341371417045593,0.6717905998229979,0.0,1.0,jetson_cpu,0.6844477653503418,0.6303746485710144,0.6470848321914673,0.5107119083404541,roberta,32.0,0.04341141596291512
0.8857911348342895,1.3988545894622804,0.0,1.0,jetson_cpu,1.4028544425964355,1.1337687683105468,1.1547044515609741,0.8778853416442871,roberta,64.0,0.1445389047075562
1.4481905937194823,2.112537515163422,0.0,1.0,jetson_cpu,2.1388132572174072,1.5895250749588012,1.4983614683151243,1.4204506874084473,roberta,128.0,0.20730269904624746
2.616760730743408,3.1535299539566033,0.0,1.0,jetson_cpu,3.335923910140991,2.8165184020996095,2.7470567226409908,2.6029160022735596,roberta,256.0,0.19918298966306133
5.95562926530838,6.509641718864441,0.0,1.0,jetson_cpu,6.59283971786499,6.259177677631378,6.292482018470764,5.825960874557495,roberta,512.0,0.16807629110776154
0.3418382048606872,0.3470396399497986,0.0,1.0,jetson_cpu,0.3634915351867676,0.3430043148994446,0.34236371517181396,0.34148335456848145,deberta,1.0,0.0029788388492323447
0.35459970235824584,0.3582516551017761,0.0,1.0,jetson_cpu,0.3638827800750733,0.3555581045150757,0.35512375831604004,0.35400962829589844,deberta,2.0,0.0014691491130155124
0.35702420473098756,0.3848416090011597,0.0,1.0,jetson_cpu,0.39595794677734375,0.3667530250549316,0.3649747371673584,0.3550293445587158,deberta,4.0,0.008436204825020438
0.3977432131767273,0.4464118480682373,0.0,1.0,jetson_cpu,0.4619259834289551,0.4226525235176086,0.4227373600006103,0.38603329658508295,deberta,8.0,0.015668106286913678
0.5415122389793396,0.5989150285720825,0.0,1.0,jetson_cpu,0.6049647331237793,0.5703065085411072,0.5714045763015747,0.4862391948699951,deberta,16.0,0.017476724726673002
0.7624637961387634,0.9090503692626952,0.0,1.0,jetson_cpu,1.8344902992248535,0.8516799402236939,0.8523060083389282,0.7400116920471191,deberta,32.0,0.10918580819646707
1.9703597545623783,2.5465620875358583,0.0,1.0,jetson_cpu,2.593230724334717,2.233207082748413,2.057190775871277,1.7101101875305176,deberta,64.0,0.25311990774636395
2.8479108929634096,3.4690897941589363,0.0,1.0,jetson_cpu,3.5013978481292725,3.0023207378387453,2.9029725790023804,2.6503639221191406,deberta,128.0,0.21410588533466965
5.029867506027221,5.883493113517761,0.0,1.0,jetson_cpu,6.106779098510742,5.292407155036925,5.213174819946289,4.958092927932738,deberta,256.0,0.2488453794910043
9.89077092409134,10.38230137825012,0.0,1.0,jetson_cpu,10.588317155838011,10.113736600875855,10.112438559532166,9.766331434249876,deberta,512.0,0.16074894010149876
0.14167351722717286,0.14392172098159792,0.0,1.0,jetson_cpu,0.1545426845550537,0.1423364496231079,0.14195632934570312,0.14132094383239746,distilbert,1.0,0.0016992074854890026
0.1484041690826416,0.15123821496963502,0.0,1.0,jetson_cpu,0.16086506843566895,0.14917706727981567,0.1486988067626953,0.14816617965698242,distilbert,2.0,0.002104598437631754
