5_pct,95_pct,accelerator,batch_size,device,max,mean,median,min,model,sequence_length,std
0.05284427404403687,0.054619240760803225,1.0,1.0,jetson_gpu,0.06525254249572754,0.053857579231262206,0.05375361442565918,0.052266836166381836,bert,1.0,0.0012828425766653086
0.052654623985290534,0.05622313022613525,1.0,1.0,jetson_gpu,0.06147098541259765,0.05366023540496826,0.05319178104400635,0.05251598358154297,bert,2.0,0.001437194735848033
0.05261571407318115,0.061751651763916025,1.0,1.0,jetson_gpu,0.08346796035766603,0.05621190547943115,0.053470492362976074,0.051924705505371094,bert,4.0,0.004717233046565146
0.05272703170776367,0.062008881568908686,1.0,1.0,jetson_gpu,0.062357902526855476,0.05723060846328735,0.05491375923156738,0.05203962326049805,bert,8.0,0.0041624054282324695
0.05289537906646728,0.0628329873085022,1.0,1.0,jetson_gpu,0.06361103057861328,0.055371317863464366,0.05347657203674317,0.05268597602844238,bert,16.0,0.0036978690728784
0.053598630428314205,0.06610488891601562,1.0,1.0,jetson_gpu,0.06923580169677734,0.056803276538848875,0.05428171157836914,0.052989721298217766,bert,32.0,0.004721654338147915
0.05536990165710449,0.06420971155166626,1.0,1.0,jetson_gpu,0.07590770721435547,0.06104248285293579,0.062315583229064934,0.05487895011901855,bert,64.0,0.003772831419176337
0.054129397869110106,0.060544812679290766,1.0,1.0,jetson_gpu,0.06548142433166504,0.057769649028778076,0.05937445163726806,0.053752899169921875,bert,128.0,0.0026682968511730736
0.0543521523475647,0.058337318897247324,1.0,1.0,jetson_gpu,0.05859971046447754,0.05731384992599488,0.057603001594543464,0.053934335708618164,bert,256.0,0.0011431552814044966
0.054651856422424316,0.056595718860626226,1.0,1.0,jetson_gpu,0.06326556205749513,0.05566613435745238,0.055570006370544434,0.05373358726501465,bert,512.0,0.0010180730557905065
0.0491385817527771,0.05756078958511353,1.0,1.0,jetson_gpu,0.061573028564453125,0.05495572328567505,0.05629563331604004,0.04902935028076172,roberta,1.0,0.0031408699292656355
0.05396369695663452,0.0637325644493103,1.0,1.0,jetson_gpu,0.06992483139038086,0.05813809633255005,0.054822444915771484,0.05328726768493651,roberta,2.0,0.004420245492123949
0.05404932498931885,0.06353446245193481,1.0,1.0,jetson_gpu,0.07346820831298828,0.05691016435623169,0.05471491813659668,0.053583621978759766,roberta,4.0,0.0040535027348001735
0.05432868003845215,0.06391888856887817,1.0,1.0,jetson_gpu,0.06404304504394531,0.06106210470199585,0.06258165836334229,0.05375838279724121,roberta,8.0,0.0033567157155240013
0.05410116910934448,0.06427277326583862,1.0,1.0,jetson_gpu,0.06507754325866699,0.057118644714355474,0.05479288101196289,0.05374312400817871,roberta,16.0,0.004056776492575187
