<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
52.0,87306240.0,52.0,1252543488.0,1.0,0.0,1.0,5120000.0,,,,,1744830464.0,4.0,224.0,0.007117222999659134,1344969728.0,1744830464.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,174612480.0,52.0,2505086976.0,1.0,0.0,1.0,10240000.0,,,,,1772093440.0,8.0,224.0,0.007709356799750822,2689939456.0,1772093440.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,349224960.0,52.0,5010173952.0,1.0,0.0,1.0,20480000.0,,,,,1801453568.0,16.0,224.0,0.007388540000101785,5379878912.0,1801453568.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,698449920.0,52.0,10020347904.0,1.0,0.0,1.0,40960000.0,,,,,1935671296.0,32.0,224.0,0.008116947599773994,10759757824.0,1935671296.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,1396899840.0,52.0,20040695808.0,1.0,0.0,1.0,81920000.0,,,,,2195718144.0,64.0,224.0,0.007855631099664607,21519515648.0,2195718144.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,2095349760.0,52.0,30061043712.0,1.0,0.0,1.0,122880000.0,,,,,2430599168.0,96.0,224.0,0.009210980400530387,32279273472.0,2430599168.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,2793799680.0,52.0,40081391616.0,1.0,0.0,1.0,163840000.0,,,,,2745171968.0,128.0,224.0,0.011564475599880098,43039031296.0,2745171968.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,4190699520.0,52.0,60122087424.0,1.0,0.0,1.0,245760000.0,,,,,3214934016.0,192.0,224.0,0.01703385650034761,64558546944.0,3214934016.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,5587599360.0,52.0,80162783232.0,1.0,0.0,1.0,327680000.0,,,,,3837788160.0,256.0,224.0,0.02182541090005544,86078062592.0,3837788160.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
52.0,8381399040.0,52.0,120244174848.0,1.0,0.0,1.0,491520000.0,,,,,4771020800.0,384.0,224.0,0.03223976590015809,129117093888.0,4771020800.0,mnasnet,141.0,4383312.0,0.0,35.0,0.0,,,,,,
