device,model,accelerator,batch_size,sequence_length,median,mean,std,min,max,5_pct,95_pct
rpi4_cpu,bert,0.0,1.0,1.0,0.2495484352111816,0.2495476841926574,0.0003500076816589,0.2487425804138183,0.2505810260772705,0.2489843845367431,0.2501063227653503
rpi4_cpu,bert,0.0,1.0,2.0,0.4602290391921997,0.4602793288230896,0.001146364448191,0.4575567245483398,0.462862491607666,0.4585630059242248,0.4619452834129333
rpi4_cpu,bert,0.0,1.0,4.0,0.8737548589706421,0.8738052153587341,0.0010347908239276,0.8714742660522461,0.8770413398742676,0.8719373345375061,0.8754571080207825
rpi4_cpu,bert,0.0,1.0,8.0,1.674798607826233,1.6750283336639404,0.00089886463814,1.6737205982208252,1.6788127422332764,1.673919928073883,1.67670156955719
rpi4_cpu,bert,0.0,1.0,16.0,3.2829829454421997,3.283414011001587,0.0019097564589481,3.280379295349121,3.28843092918396,3.2808385610580446,3.287043881416321
rpi4_cpu,bert,0.0,1.0,32.0,6.521263480186462,6.522911758422851,0.007677122152043,6.518250226974487,6.592076063156128,6.519315302371979,6.526137673854828
rpi4_cpu,bert,0.0,1.0,64.0,13.18345320224762,13.184674661159516,0.0129521497288375,13.159119844436646,13.24703049659729,13.1671226978302,13.209301698207856
rpi4_cpu,bert,0.0,1.0,128.0,26.866913676261905,26.86755884885788,0.0053333547876526,26.856853246688843,26.88413381576538,26.85941413640976,26.876196098327636
rpi4_cpu,bert,0.0,1.0,256.0,56.17324495315552,56.17354978084564,0.0143592639766744,56.13644599914551,56.21488094329834,56.1465809226036,56.19174664020538
rpi4_cpu,bert,0.0,1.0,512.0,121.34839701652528,121.34877407312392,0.120108644465575,121.05254673957825,121.82934617996216,121.16088395118712,121.54069920778277
rpi4_cpu,distilbert,0.0,1.0,1.0,0.1241213083267211,0.1245028519630432,0.0035526687819477,0.1239163875579834,0.1598098278045654,0.1239596366882324,0.1244945049285888
rpi4_cpu,distilbert,0.0,1.0,2.0,0.2306969165802002,0.2307244944572448,0.0004009714548678,0.2300033569335937,0.2328863143920898,0.230202829837799,0.2312165975570678
rpi4_cpu,distilbert,0.0,1.0,4.0,0.4332802295684814,0.4334127497673035,0.0004694019014551,0.4328138828277588,0.436417818069458,0.4328819155693054,0.433914303779602
rpi4_cpu,distilbert,0.0,1.0,8.0,0.8378850221633911,0.8382425308227539,0.0012566314589111,0.8368289470672607,0.8444159030914307,0.8372190475463868,0.840867567062378
rpi4_cpu,distilbert,0.0,1.0,16.0,1.6395506858825684,1.6409669876098634,0.0041637383752916,1.6383285522460938,1.665966510772705,1.6385163068771362,1.6486424446105956
rpi4_cpu,distilbert,0.0,1.0,32.0,3.2583699226379395,3.2601518845558166,0.0050878054312654,3.2567460536956787,3.2922983169555664,3.2572396755218507,3.2656798124313355
rpi4_cpu,distilbert,0.0,1.0,64.0,6.588649868965149,6.589130527973175,0.0025851793080331,6.583838939666748,6.596991300582886,6.5853856086730955,6.593155694007874
rpi4_cpu,distilbert,0.0,1.0,128.0,13.43125832080841,13.431605186462402,0.0037019921586105,13.424453973770142,13.448159217834473,13.426081287860873,13.437531554698944
rpi4_cpu,distilbert,0.0,1.0,256.0,28.067384243011475,28.065310604572296,0.0095732483750779,28.04287552833557,28.080480575561523,28.04600872993469,28.07779123783111
rpi4_cpu,distilbert,0.0,1.0,512.0,60.361300349235535,60.365434508323666,0.0680204347657123,60.22046375274658,60.64085078239441,60.2663937330246,60.45929676294327
rpi4_cpu,squeeze_bert,0.0,1.0,1.0,0.1154508590698242,0.1154221749305725,0.0002323901705482,0.1147563457489013,0.1160314083099365,0.1149105906486511,0.1157059431076049
rpi4_cpu,squeeze_bert,0.0,1.0,2.0,0.7200878858566284,0.7203353142738342,0.0015835375751305,0.7170889377593994,0.7243695259094238,0.7179610729217529,0.7231139659881591
rpi4_cpu,squeeze_bert,0.0,1.0,4.0,0.6217764616012573,0.6218686890602112,0.0007681664850491,0.6204347610473633,0.6241419315338135,0.6207513570785522,0.6232991576194763
rpi4_cpu,squeeze_bert,0.0,1.0,8.0,0.7747901678085327,0.7752937412261963,0.0018836065219228,0.7729277610778809,0.7828612327575684,0.7732722401618958,0.779069471359253
rpi4_cpu,squeeze_bert,0.0,1.0,16.0,1.1233679056167605,1.1234428143501285,0.0015545548964465,1.1206941604614258,1.1274936199188232,1.1211534976959228,1.126013946533203
rpi4_cpu,squeeze_bert,0.0,1.0,32.0,2.551234483718872,2.5508343148231507,0.0055745978116685,2.533278703689575,2.5620675086975098,2.5415127158164976,2.5586968898773192
rpi4_cpu,squeeze_bert,0.0,1.0,64.0,4.564139246940613,4.5603790974617,0.01606984897783,4.4964759349823,4.588644981384277,4.526878178119659,4.58236243724823
rpi4_cpu,squeeze_bert,0.0,1.0,128.0,8.82327151298523,8.82195122718811,0.0238944140738426,8.763291835784912,8.886465072631836,8.781656789779664,8.858388566970826
rpi4_cpu,squeeze_bert,0.0,1.0,256.0,18.342174172401428,18.34061949729919,0.0330000455436672,18.264282703399655,18.409483909606937,18.283352303504945,18.395139050483703
rpi4_cpu,squeeze_bert,0.0,1.0,512.0,54.532840728759766,54.54447652578354,0.7388073343274957,52.75805044174194,56.516451597213745,53.261624825000766,55.79101833105087
rpi4_cpu,mobile_bert,0.0,1.0,1.0,0.1291126012802124,0.1298376870155334,0.0021417145066214,0.1281030178070068,0.1426453590393066,0.1283804416656494,0.1342703938484191
