accelerator,avg_memory,batch_size,device,img_size,macs,max_memory,mean,model,requires_grad,total_params,trainable_params
0.0,2832.0674913194453,1.0,cpu,448.0,6016443776.0,2832.58984375,0.3741765227500309,googlenet,0.0,6624904.0,0.0
0.0,2844.59609375,1.0,cpu,512.0,7857898496.0,2853.15625,0.4825754849000077,googlenet,0.0,6624904.0,0.0
0.0,2752.5484375,1.0,cpu,224.0,148808392.0,2752.60546875,0.019321938700022655,shufflenet,0.0,2278604.0,0.0
0.0,2764.492838541666,1.0,cpu,384.0,435329152.0,2764.5078125,0.0405856594999932,shufflenet,0.0,2278604.0,0.0
0.0,2777.4453125,1.0,cpu,448.0,592161568.0,2777.4453125,0.055439020650010204,shufflenet,0.0,2278604.0,0.0
0.0,2798.66943359375,1.0,cpu,512.0,773122048.0,2799.73046875,0.07068881430000147,shufflenet,0.0,2278604.0,0.0
0.0,2763.07890625,1.0,cpu,224.0,314130496.0,2771.09765625,0.02647769019999941,mobilenet_v2,0.0,3504872.0,0.0
0.0,2815.5341796875,1.0,cpu,384.0,920677376.0,2852.91015625,0.07545564139995804,mobilenet_v2,0.0,3504872.0,0.0
0.0,2820.6923076923076,1.0,cpu,448.0,1252681984.0,2822.8125,0.11596553730000778,mobilenet_v2,0.0,3504872.0,0.0
0.0,2845.261101973684,1.0,cpu,512.0,1635764224.0,2880.32421875,0.15204266705000008,mobilenet_v2,0.0,3504872.0,0.0
0.0,2763.63203125,1.0,cpu,224.0,4259383296.0,2763.67578125,0.17905765704999793,resnext50_32x4d,0.0,25028904.0,0.0
0.0,2816.274739583333,1.0,cpu,384.0,12513396736.0,2828.98046875,0.4993694420000338,resnext50_32x4d,0.0,25028904.0,0.0
0.0,2869.0703125,1.0,cpu,448.0,17031383040.0,2883.6640625,0.6732781144500223,resnext50_32x4d,0.0,25028904.0,0.0
0.0,2918.984375,1.0,cpu,512.0,22244444160.0,2943.96875,0.8820561320500019,resnext50_32x4d,0.0,25028904.0,0.0
0.0,2764.3527199074074,1.0,cpu,224.0,11426924544.0,2795.45703125,0.4202979998000046,wide_resnet50_2,0.0,68883240.0,0.0
0.0,2825.542578125,1.0,cpu,384.0,33577191424.0,2867.5,1.053714503549963,wide_resnet50_2,0.0,68883240.0,0.0
0.0,2890.16943359375,1.0,cpu,448.0,45701548032.0,2939.2421875,1.433939843600001,wide_resnet50_2,0.0,68883240.0,0.0
0.0,2931.298650568182,1.0,cpu,512.0,59691190272.0,2978.0703125,1.8309266103000028,wide_resnet50_2,0.0,68883240.0,0.0
0.0,2752.7890625,1.0,cpu,224.0,325329152.0,2753.71875,0.019819201600012094,mnasnet,0.0,4383312.0,0.0
0.0,2783.7087673611113,1.0,cpu,384.0,953587712.0,2786.78515625,0.060840199400036,mnasnet,0.0,4383312.0,0.0
0.0,2800.9417317708335,1.0,cpu,448.0,1297476608.0,2814.65234375,0.08703202460001194,mnasnet,0.0,4383312.0,0.0
0.0,2831.0872395833335,1.0,cpu,512.0,1694271488.0,2832.73046875,0.12742536275000022,mnasnet,0.0,4383312.0,0.0
