accelerator,avg_memory,batch_size,device,img_size,macs,max_memory,mean,model,requires_grad,total_params,trainable_params
0.0,346.73307291666674,1.0,laptop_cpu,224.0,1504879712.0,348.1171875,0.1102557288499156,googlenet,0.0,6624904.0,0.0
0.0,359.065625,1.0,laptop_cpu,384.0,4420516352.0,364.4453125,0.3206567850000283,googlenet,0.0,6624904.0,0.0
0.0,396.390625,1.0,laptop_cpu,448.0,6016443776.0,405.08984375,0.4335048066001036,googlenet,0.0,6624904.0,0.0
0.0,419.13606770833326,1.0,laptop_cpu,512.0,7857898496.0,434.9375,0.5552563634499166,googlenet,0.0,6624904.0,0.0
0.0,312.73359375,1.0,laptop_cpu,224.0,148808392.0,313.20703125,0.021255258850032988,shufflenet,0.0,2278604.0,0.0
0.0,323.9267578125,1.0,laptop_cpu,384.0,435329152.0,329.52734375,0.04933423844995559,shufflenet,0.0,2278604.0,0.0
0.0,332.8623046875,1.0,laptop_cpu,448.0,592161568.0,339.83984375,0.056646784799886524,shufflenet,0.0,2278604.0,0.0
0.0,344.03081597222223,1.0,laptop_cpu,512.0,773122048.0,352.53125,0.08186029964999761,shufflenet,0.0,2278604.0,0.0
0.0,333.5221354166667,1.0,laptop_cpu,224.0,314130496.0,336.765625,0.024976745000094527,mobilenet_v2,0.0,3504872.0,0.0
0.0,353.54545454545456,1.0,laptop_cpu,384.0,920677376.0,370.27734375,0.07857092154990822,mobilenet_v2,0.0,3504872.0,0.0
0.0,372.2712053571428,1.0,laptop_cpu,448.0,1252681984.0,391.55078125,0.08570495855001355,mobilenet_v2,0.0,3504872.0,0.0
0.0,410.3828125,1.0,laptop_cpu,512.0,1635764224.0,458.16796875,0.14041566435007552,mobilenet_v2,0.0,3504872.0,0.0
0.0,430.7131696428572,1.0,laptop_cpu,224.0,4259383296.0,433.73046875,0.1881512775500596,resnext50_32x4d,0.0,25028904.0,0.0
0.0,477.6311383928572,1.0,laptop_cpu,384.0,12513396736.0,499.7890625,0.5262372913501168,resnext50_32x4d,0.0,25028904.0,0.0
0.0,518.462890625,1.0,laptop_cpu,448.0,17031383040.0,523.421875,0.7346160582499579,resnext50_32x4d,0.0,25028904.0,0.0
0.0,541.91357421875,1.0,laptop_cpu,512.0,22244444160.0,556.953125,1.0036635324999224,resnext50_32x4d,0.0,25028904.0,0.0
0.0,578.221875,1.0,laptop_cpu,224.0,11426924544.0,587.64453125,0.4893531212499511,wide_resnet50_2,0.0,68883240.0,0.0
0.0,638.23095703125,1.0,laptop_cpu,384.0,33577191424.0,668.1171875,1.187646873599988,wide_resnet50_2,0.0,68883240.0,0.0
0.0,687.078125,1.0,laptop_cpu,448.0,45701548032.0,700.7890625,1.5925035084999764,wide_resnet50_2,0.0,68883240.0,0.0
0.0,743.095458984375,1.0,laptop_cpu,512.0,59691190272.0,762.98046875,2.0482153525499602,wide_resnet50_2,0.0,68883240.0,0.0
0.0,325.85234375,1.0,laptop_cpu,224.0,325329152.0,326.91796875,0.025044179799988343,mnasnet,0.0,4383312.0,0.0
0.0,351.40668402777777,1.0,laptop_cpu,384.0,953587712.0,356.67578125,0.06608403059999546,mnasnet,0.0,4383312.0,0.0
0.0,365.8502604166667,1.0,laptop_cpu,448.0,1297476608.0,381.3125,0.09245470804999059,mnasnet,0.0,4383312.0,0.0
0.0,385.533203125,1.0,laptop_cpu,512.0,1694271488.0,405.37109375,0.12646505374996195,mnasnet,0.0,4383312.0,0.0
