<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
,,,,,,84.0,132271570944.0,,,3204448256.0,16.0,128.0,0.03338898364454508,132391108608.0,3204448256.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,119537664.0,,,,
,,,,,,84.0,264543141888.0,,,4492099584.0,32.0,128.0,0.059764005988836286,264782217216.0,4492099584.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,239075328.0,,,,
,,,,,,84.0,529086283776.0,,,6471811072.0,64.0,128.0,0.11230784524232147,529564434432.0,6471811072.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,478150656.0,,,,
,,,,,,84.0,793629425664.0,,,8285847552.0,96.0,128.0,0.16212794072926046,794346651648.0,8285847552.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,717225984.0,,,,
,,,,,,84.0,1058172567552.0,,,11062476800.0,128.0,128.0,0.21862151697278026,1059128868864.0,11062476800.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,956301312.0,,,,
,,,,,,84.0,1587258851328.0,,,15296626688.0,192.0,128.0,0.3211730750277638,1588693303296.0,15296626688.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,1434451968.0,,,,
,,,,,,84.0,2116345135104.0,,,20635975680.0,256.0,128.0,0.4338619900867343,2118257737728.0,20635975680.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,1912602624.0,,,,
,,,,,,84.0,3174517702656.0,,,28944891904.0,384.0,128.0,0.6436498843133449,3177386606592.0,28944891904.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,2868903936.0,,,,
,,,,,,84.0,4232690270208.0,,,39015415808.0,512.0,128.0,0.8779794627800583,4236515475456.0,39015415808.0,funnel_transformer,174.0,130973184.0,0.0,61.0,0.0,,,29.0,3825205248.0,,,,
,,,,,,8.0,10884808704.0,,,874512384.0,1.0,128.0,0.005498334392905235,10894311424.0,874512384.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,9502720.0,,,,
,,,,,,8.0,21769617408.0,,,937426944.0,2.0,128.0,0.007773281261324883,21788622848.0,937426944.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,19005440.0,,,,
,,,,,,8.0,43539234816.0,,,1017118720.0,4.0,128.0,0.010775674134492874,43577245696.0,1017118720.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,38010880.0,,,,
,,,,,,8.0,87078469632.0,,,1130364928.0,8.0,128.0,0.021656631864607333,87154491392.0,1130364928.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,76021760.0,,,,
,,,,,,8.0,174156939264.0,,,1277165568.0,16.0,128.0,0.0340129965916276,174308982784.0,1277165568.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,152043520.0,,,,
,,,,,,8.0,348313878528.0,,,1541406720.0,32.0,128.0,0.0654831787571311,348617965568.0,1541406720.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,304087040.0,,,,
,,,,,,8.0,696627757056.0,,,1944059904.0,64.0,128.0,0.12666426077485085,697235931136.0,1944059904.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,608174080.0,,,,
,,,,,,8.0,1044941635584.0,,,2548039680.0,96.0,128.0,0.18466689065098765,1045853896704.0,2548039680.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,912261120.0,,,,
,,,,,,8.0,1393255514112.0,,,3353346048.0,128.0,128.0,0.2499511299654841,1394471862272.0,3353346048.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,1216348160.0,,,,
,,,,,,8.0,2089883271168.0,,,4561305600.0,192.0,128.0,0.37095591239631176,2091707793408.0,4561305600.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,1824522240.0,,,,
,,,,,,8.0,2786511028224.0,,,6171918336.0,256.0,128.0,0.503035930544138,2788943724544.0,6171918336.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,2432696320.0,,,,
,,,,,,8.0,4179766542336.0,,,8587837440.0,384.0,128.0,0.7475181644782424,4183415586816.0,8587837440.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,3649044480.0,,,,
,,,,,,8.0,5573022056448.0,,,11809062912.0,512.0,128.0,1.027260231412947,5577887449088.0,11809062912.0,albert,15.0,11683584.0,0.0,4.0,0.0,,,3.0,4865392640.0,,,,
,,,,,,109.0,43487133696.0,,,1543503872.0,1.0,128.0,0.019056156277656555,43526455296.0,1543503872.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,39321600.0,,,,
,,,,,,109.0,86974267392.0,,,2264924160.0,2.0,128.0,0.034783479012548926,87052910592.0,2264924160.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,78643200.0,,,,
,,,,,,109.0,173948534784.0,,,3063939072.0,4.0,128.0,0.06840438190847635,174105821184.0,3063939072.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,157286400.0,,,,
,,,,,,109.0,347897069568.0,,,3422552064.0,8.0,128.0,0.13167243637144566,348211642368.0,3422552064.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,314572800.0,,,,
,,,,,,109.0,695794139136.0,,,4538236928.0,16.0,128.0,0.26325501427054404,696423284736.0,4538236928.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,629145600.0,,,,
,,,,,,109.0,1391588278272.0,,,6761218048.0,32.0,128.0,0.5202123779803515,1392846569472.0,6761218048.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,1258291200.0,,,,
,,,,,,109.0,2783176556544.0,,,11202985984.0,64.0,128.0,1.0415903981775043,2785693138944.0,11202985984.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,2516582400.0,,,,
,,,,,,109.0,4174764834816.0,,,15445524480.0,96.0,128.0,1.567337092757225,4178539708416.0,15445524480.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,3774873600.0,,,,
,,,,,,109.0,5566353113088.0,,,21099446272.0,128.0,128.0,2.1407154332846403,5571386277888.0,21099446272.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,5033164800.0,,,,
,,,,,,109.0,8349529669632.0,,,29580328960.0,192.0,128.0,3.2548241071403026,8357079416832.0,29580328960.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,7549747200.0,,,,
,,,,,,109.0,11132706226176.0,,,40883978240.0,256.0,128.0,4.372703117877245,11142772555776.0,40883978240.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,10066329600.0,,,,
,,,,,,109.0,16699059339264.0,,,33101447168.0,384.0,128.0,6.583756389096379,16714158833664.0,33101447168.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,15099494400.0,,,,
,,,,,,109.0,22265412452352.0,,,49245323264.0,512.0,128.0,8.808565177954732,22285545111552.0,49245323264.0,longformer,159.0,148659456.0,0.0,25.0,0.0,,,25.0,20132659200.0,,,,
,,,,,,361.0,2592079872.0,,,914358272.0,1.0,128.0,0.02288965228945017,2592079872.0,914358272.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,5184159744.0,,,1019215872.0,2.0,128.0,0.02199056688696146,5184159744.0,1019215872.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,10368319488.0,,,1019215872.0,4.0,128.0,0.02333888951689005,10368319488.0,1019215872.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,20736638976.0,,,1044381696.0,8.0,128.0,0.021292104944586755,20736638976.0,1044381696.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,41473277952.0,,,1092616192.0,16.0,128.0,0.023471328802406783,41473277952.0,1092616192.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,82946555904.0,,,1157627904.0,32.0,128.0,0.03221905790269375,82946555904.0,1157627904.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,165893111808.0,,,1442840576.0,64.0,128.0,0.05746861696243286,165893111808.0,1442840576.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,248839667712.0,,,1824522240.0,96.0,128.0,0.08463670182973146,248839667712.0,1824522240.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,331786223616.0,,,2160066560.0,128.0,128.0,0.10739207789301873,331786223616.0,2160066560.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,497679335424.0,,,2663383040.0,192.0,128.0,0.15931248459964992,497679335424.0,2663383040.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,663572447232.0,,,3336568832.0,256.0,128.0,0.20963091272860765,663572447232.0,3336568832.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,995358670848.0,,,4343201792.0,384.0,128.0,0.3040566464886069,995358670848.0,4343201792.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,361.0,1327144894464.0,,,5687476224.0,512.0,128.0,0.4049866458401084,1327144894464.0,5687476224.0,mobile_bert,410.0,24581888.0,0.0,49.0,0.0,,,,,,,,
,,,,,,1.0,589824.0,,,1325400064.0,1.0,128.0,0.011215624399483204,3405428736.0,1325400064.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,393216.0,12.0,7059456.0,72.0,3397386240.0
,,,,,,1.0,1179648.0,,,1549795328.0,2.0,128.0,0.011243451572954654,6810857472.0,1549795328.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,786432.0,12.0,14118912.0,72.0,6794772480.0
,,,,,,1.0,2359296.0,,,1767899136.0,4.0,128.0,0.011522483453154564,13621714944.0,1767899136.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,1572864.0,12.0,28237824.0,72.0,13589544960.0
,,,,,,1.0,4718592.0,,,1767899136.0,8.0,128.0,0.016244010254740714,27243429888.0,1767899136.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,3145728.0,12.0,56475648.0,72.0,27179089920.0
,,,,,,1.0,9437184.0,,,1864368128.0,16.0,128.0,0.02153592947870493,54486859776.0,1864368128.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,6291456.0,12.0,112951296.0,72.0,54358179840.0
,,,,,,1.0,18874368.0,,,2235564032.0,32.0,128.0,0.042305214516818526,108973719552.0,2235564032.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,12582912.0,12.0,225902592.0,72.0,108716359680.0
,,,,,,1.0,37748736.0,,,2734686208.0,64.0,128.0,0.07318508252501488,217947439104.0,2734686208.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,25165824.0,12.0,451805184.0,72.0,217432719360.0
,,,,,,1.0,56623104.0,,,3326083072.0,96.0,128.0,0.10796670950949191,326921158656.0,3326083072.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,37748736.0,12.0,677707776.0,72.0,326149079040.0
,,,,,,1.0,75497472.0,,,3728736256.0,128.0,128.0,0.14344299789518117,435894878208.0,3728736256.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,50331648.0,12.0,903610368.0,72.0,434865438720.0
,,,,,,1.0,113246208.0,,,4332716032.0,192.0,128.0,0.21256935372948646,653842317312.0,4332716032.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,75497472.0,12.0,1355415552.0,72.0,652298158080.0
,,,,,,1.0,150994944.0,,,5138022400.0,256.0,128.0,0.2819976393133402,871789756416.0,5138022400.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,100663296.0,12.0,1807220736.0,72.0,869730877440.0
,,,,,,1.0,226492416.0,,,6345981952.0,384.0,128.0,0.4227786436676979,1307684634624.0,6345981952.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,150994944.0,12.0,2710831104.0,72.0,1304596316160.0
,,,,,,1.0,301989888.0,,,7956594688.0,512.0,128.0,0.5631782468408346,1743579512832.0,7956594688.0,squeeze_bert,123.0,51094272.0,0.0,37.0,0.0,,,1.0,201326592.0,12.0,3614441472.0,72.0,1739461754880.0
