<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
,,,,,,25.0,0.0,109.0,4174764834816.0,15690891264.0,96.0,128.0,1.0288590009004108,4178539708416.0,15690891264.0,longformer,159.0,148659456.0,0.0,,,,,25.0,3774873600.0,,,,
,,,,,,25.0,0.0,109.0,5566353113088.0,21346910208.0,128.0,128.0,1.3957946105001608,5571386277888.0,21346910208.0,longformer,159.0,148659456.0,0.0,,,,,25.0,5033164800.0,,,,
,,,,,,25.0,0.0,109.0,8349529669632.0,19348324352.0,192.0,128.0,2.118694494599913,8357079416832.0,19348324352.0,longformer,159.0,148659456.0,0.0,,,,,25.0,7549747200.0,,,,
,,,,,,25.0,0.0,109.0,11132706226176.0,23381147648.0,256.0,128.0,2.8458679053001106,11142772555776.0,23381147648.0,longformer,159.0,148659456.0,0.0,,,,,25.0,10066329600.0,,,,
,,,,,,49.0,0.0,361.0,2592079872.0,1159725056.0,1.0,128.0,0.02594036359951133,2592079872.0,1159725056.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,5184159744.0,1264582656.0,2.0,128.0,0.02778230780022568,5184159744.0,1264582656.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,10368319488.0,1266679808.0,4.0,128.0,0.02728857990005053,10368319488.0,1266679808.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,20736638976.0,1289748480.0,8.0,128.0,0.026752771899919026,20736638976.0,1289748480.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,41473277952.0,1340080128.0,16.0,128.0,0.028153442099574023,41473277952.0,1340080128.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,82946555904.0,1402994688.0,32.0,128.0,0.02723059790005209,82946555904.0,1402994688.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,165893111808.0,1690304512.0,64.0,128.0,0.04709176890028175,165893111808.0,1690304512.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,248839667712.0,2069889024.0,96.0,128.0,0.0683549909001158,248839667712.0,2069889024.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,331786223616.0,2405433344.0,128.0,128.0,0.08773863669994171,331786223616.0,2405433344.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,497679335424.0,2910846976.0,192.0,128.0,0.12979778869994335,497679335424.0,2910846976.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,663572447232.0,3581935616.0,256.0,128.0,0.16764561320014765,663572447232.0,3581935616.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,995358670848.0,4590665728.0,384.0,128.0,0.24629392229981026,995358670848.0,4590665728.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,49.0,0.0,361.0,1327144894464.0,5932843008.0,512.0,128.0,0.2863507428002777,1327144894464.0,5932843008.0,mobile_bert,410.0,24581888.0,0.0,,,,,,,,,,
,,,,,,37.0,0.0,1.0,589824.0,1908408320.0,1.0,128.0,0.018634341999859316,3405428736.0,1908408320.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,393216.0,12.0,7059456.0,72.0,3397386240.0
,,,,,,37.0,0.0,1.0,1179648.0,2134900736.0,2.0,128.0,0.01890946339990478,6810857472.0,2134900736.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,786432.0,12.0,14118912.0,72.0,6794772480.0
,,,,,,37.0,0.0,1.0,2359296.0,2373976064.0,4.0,128.0,0.01859214419964701,13621714944.0,2373976064.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,1572864.0,12.0,28237824.0,72.0,13589544960.0
,,,,,,37.0,0.0,1.0,4718592.0,2373976064.0,8.0,128.0,0.018516804200044135,27243429888.0,2373976064.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,3145728.0,12.0,56475648.0,72.0,27179089920.0
,,,,,,37.0,0.0,1.0,9437184.0,2497708032.0,16.0,128.0,0.04417263630020898,54486859776.0,2497708032.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,6291456.0,12.0,112951296.0,72.0,54358179840.0
,,,,,,37.0,0.0,1.0,18874368.0,2877292544.0,32.0,128.0,0.09334401279993472,108973719552.0,2877292544.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,12582912.0,12.0,225902592.0,72.0,108716359680.0
,,,,,,37.0,0.0,1.0,37748736.0,3563061248.0,64.0,128.0,0.18255063040051028,217947439104.0,3563061248.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,25165824.0,12.0,451805184.0,72.0,217432719360.0
,,,,,,37.0,0.0,1.0,56623104.0,4125097984.0,96.0,128.0,0.2723287378998066,326921158656.0,4125097984.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,37748736.0,12.0,677707776.0,72.0,326149079040.0
,,,,,,37.0,0.0,1.0,75497472.0,4838129664.0,128.0,128.0,0.36070402929981354,435894878208.0,4838129664.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,50331648.0,12.0,903610368.0,72.0,434865438720.0
,,,,,,37.0,0.0,1.0,113246208.0,5523898368.0,192.0,128.0,0.46179091649973997,653842317312.0,5523898368.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,75497472.0,12.0,1355415552.0,72.0,652298158080.0
,,,,,,37.0,0.0,1.0,150994944.0,6434062336.0,256.0,128.0,0.6135499541000172,871789756416.0,6434062336.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,100663296.0,12.0,1807220736.0,72.0,869730877440.0
,,,,,,37.0,0.0,1.0,226492416.0,7797211136.0,384.0,128.0,0.9203848789002222,1307684634624.0,7797211136.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,150994944.0,12.0,2710831104.0,72.0,1304596316160.0
,,,,,,37.0,0.0,1.0,301989888.0,10624172032.0,512.0,128.0,1.2264544224999554,1743579512832.0,10624172032.0,squeeze_bert,123.0,51094272.0,0.0,,,,,1.0,201326592.0,12.0,3614441472.0,72.0,1739461754880.0
