latency,avg_memory,max_memory,macs,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.activation.ReLU'>_macs,total_params,trainable_params,model,num_layers,input_format,input_size,accelerator,requires_grad,use_torchscript,use_dquant,dropout,act_fn,<class 'torch.nn.modules.conv.Conv2d'>_macs,img_size,in_channel,kernel_size,out_channel,stride
0.000439965352416,1272709120.0,1272709120.0,512.0,512.0,0.0,320.0,0.0,feedforward,16.0,bsh,"(1, 2, 4)",1.0,0.0,0.0,0.0,,relu,,,,,,
3.725700080394745e-05,1272709120.0,1272709120.0,128.0,128.0,0.0,72.0,0.0,feedforward,1.0,bsh,"(1, 2, 8)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.734728813171387e-05,1272709120.0,1272709120.0,256.0,256.0,0.0,144.0,0.0,feedforward,2.0,bsh,"(1, 2, 8)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001290202140808,1272709120.0,1272709120.0,512.0,512.0,0.0,288.0,0.0,feedforward,4.0,bsh,"(1, 2, 8)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0002345465123653,1272709120.0,1272709120.0,1024.0,1024.0,0.0,576.0,0.0,feedforward,8.0,bsh,"(1, 2, 8)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0004452154040336,1272709120.0,1272709120.0,2048.0,2048.0,0.0,1152.0,0.0,feedforward,16.0,bsh,"(1, 2, 8)",1.0,0.0,0.0,0.0,,relu,,,,,,
3.691501915454864e-05,1272709120.0,1272709120.0,512.0,512.0,0.0,272.0,0.0,feedforward,1.0,bsh,"(1, 2, 16)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.725974380970002e-05,1272709120.0,1272709120.0,1024.0,1024.0,0.0,544.0,0.0,feedforward,2.0,bsh,"(1, 2, 16)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001245096325874,1272709120.0,1272709120.0,2048.0,2048.0,0.0,1088.0,0.0,feedforward,4.0,bsh,"(1, 2, 16)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0002254799008369,1272709120.0,1272709120.0,4096.0,4096.0,0.0,2176.0,0.0,feedforward,8.0,bsh,"(1, 2, 16)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.000440689176321,1272709120.0,1272709120.0,8192.0,8192.0,0.0,4352.0,0.0,feedforward,16.0,bsh,"(1, 2, 16)",1.0,0.0,0.0,0.0,,relu,,,,,,
3.84017825126648e-05,1272709120.0,1272709120.0,2048.0,2048.0,0.0,1056.0,0.0,feedforward,1.0,bsh,"(1, 2, 32)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.677992641925811e-05,1272709120.0,1272709120.0,4096.0,4096.0,0.0,2112.0,0.0,feedforward,2.0,bsh,"(1, 2, 32)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001229051500558,1272709120.0,1272709120.0,8192.0,8192.0,0.0,4224.0,0.0,feedforward,4.0,bsh,"(1, 2, 32)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0002253588289022,1272709120.0,1272709120.0,16384.0,16384.0,0.0,8448.0,0.0,feedforward,8.0,bsh,"(1, 2, 32)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.000441475212574,1272709120.0,1272709120.0,32768.0,32768.0,0.0,16896.0,0.0,feedforward,16.0,bsh,"(1, 2, 32)",1.0,0.0,0.0,0.0,,relu,,,,,,
3.811568021774292e-05,1272709120.0,1272709120.0,8192.0,8192.0,0.0,4160.0,0.0,feedforward,1.0,bsh,"(1, 2, 64)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.711483001708984e-05,1272709120.0,1272709120.0,16384.0,16384.0,0.0,8320.0,0.0,feedforward,2.0,bsh,"(1, 2, 64)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001231748610734,1272709120.0,1272709120.0,32768.0,32768.0,0.0,16640.0,0.0,feedforward,4.0,bsh,"(1, 2, 64)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0002211775630712,1272709120.0,1272709120.0,65536.0,65536.0,0.0,33280.0,0.0,feedforward,8.0,bsh,"(1, 2, 64)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0004460994154214,1272709120.0,1272709120.0,131072.0,131072.0,0.0,66560.0,0.0,feedforward,16.0,bsh,"(1, 2, 64)",1.0,0.0,0.0,0.0,,relu,,,,,,
3.73639166355133e-05,1272709120.0,1272709120.0,131072.0,131072.0,0.0,65792.0,0.0,feedforward,1.0,bsh,"(1, 2, 256)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.784573197364807e-05,1272709120.0,1272709120.0,262144.0,262144.0,0.0,131584.0,0.0,feedforward,2.0,bsh,"(1, 2, 256)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001235865056514,1272709120.0,1272709120.0,524288.0,524288.0,0.0,263168.0,0.0,feedforward,4.0,bsh,"(1, 2, 256)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0002482190728187,1274806272.0,1274806272.0,1048576.0,1048576.0,0.0,526336.0,0.0,feedforward,8.0,bsh,"(1, 2, 256)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0004421070218086,1276903424.0,1276903424.0,2097152.0,2097152.0,0.0,1052672.0,0.0,feedforward,16.0,bsh,"(1, 2, 256)",1.0,0.0,0.0,0.0,,relu,,,,,,
3.733783960342407e-05,1276903424.0,1276903424.0,524288.0,524288.0,0.0,262656.0,0.0,feedforward,1.0,bsh,"(1, 2, 512)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.84797763824463e-05,1279000576.0,1279000576.0,1048576.0,1048576.0,0.0,525312.0,0.0,feedforward,2.0,bsh,"(1, 2, 512)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001287885010242,1279000576.0,1279000576.0,2097152.0,2097152.0,0.0,1050624.0,0.0,feedforward,4.0,bsh,"(1, 2, 512)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0002281133085489,1285292032.0,1285292032.0,4194304.0,4194304.0,0.0,2101248.0,0.0,feedforward,8.0,bsh,"(1, 2, 512)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0004416599869728,1289486336.0,1289486336.0,8388608.0,8388608.0,0.0,4202496.0,0.0,feedforward,16.0,bsh,"(1, 2, 512)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.682462990283966e-05,1310457856.0,1310457856.0,2097152.0,2097152.0,0.0,1049600.0,0.0,feedforward,1.0,bsh,"(1, 2, 1024)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.000116578862071,1310457856.0,1310457856.0,4194304.0,4194304.0,0.0,2099200.0,0.0,feedforward,2.0,bsh,"(1, 2, 1024)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001996003091335,1310457856.0,1310457856.0,8388608.0,8388608.0,0.0,4198400.0,0.0,feedforward,4.0,bsh,"(1, 2, 1024)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0003542881458997,1335623680.0,1335623680.0,16777216.0,16777216.0,0.0,8396800.0,0.0,feedforward,8.0,bsh,"(1, 2, 1024)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0006861750036478,1356595200.0,1356595200.0,33554432.0,33554432.0,0.0,16793600.0,0.0,feedforward,16.0,bsh,"(1, 2, 1024)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.234236061573029e-05,1356595200.0,1356595200.0,8388608.0,8388608.0,0.0,4196352.0,0.0,feedforward,1.0,bsh,"(1, 2, 2048)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001086741685867,1390149632.0,1390149632.0,16777216.0,16777216.0,0.0,8392704.0,0.0,feedforward,2.0,bsh,"(1, 2, 2048)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0002137091010808,1390149632.0,1390149632.0,33554432.0,33554432.0,0.0,16785408.0,0.0,feedforward,4.0,bsh,"(1, 2, 2048)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.000335145369172,1482424320.0,1482424320.0,67108864.0,67108864.0,0.0,33570816.0,0.0,feedforward,8.0,bsh,"(1, 2, 2048)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0006918657571077,1549533184.0,1549533184.0,134217728.0,134217728.0,0.0,67141632.0,0.0,feedforward,16.0,bsh,"(1, 2, 2048)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.297752261161805e-05,1587281920.0,1587281920.0,18874368.0,18874368.0,0.0,9440256.0,0.0,feedforward,1.0,bsh,"(1, 2, 3072)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001080252230167,1662779392.0,1662779392.0,37748736.0,37748736.0,0.0,18880512.0,0.0,feedforward,2.0,bsh,"(1, 2, 3072)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001996509730815,1700528128.0,1700528128.0,75497472.0,75497472.0,0.0,37761024.0,0.0,feedforward,4.0,bsh,"(1, 2, 3072)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0003440454602241,1725693952.0,1725693952.0,150994944.0,150994944.0,0.0,75522048.0,0.0,feedforward,8.0,bsh,"(1, 2, 3072)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0006872005760669,1876688896.0,1876688896.0,301989888.0,301989888.0,0.0,151044096.0,0.0,feedforward,16.0,bsh,"(1, 2, 3072)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.280988454818726e-05,1943797760.0,1943797760.0,33554432.0,33554432.0,0.0,16781312.0,0.0,feedforward,1.0,bsh,"(1, 2, 4096)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001094374805688,2078015488.0,2078015488.0,67108864.0,67108864.0,0.0,33562624.0,0.0,feedforward,2.0,bsh,"(1, 2, 4096)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001801058650016,2145124352.0,2145124352.0,134217728.0,134217728.0,0.0,67125248.0,0.0,feedforward,4.0,bsh,"(1, 2, 4096)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0003638051450252,2078015488.0,2078015488.0,268435456.0,268435456.0,0.0,134250496.0,0.0,feedforward,8.0,bsh,"(1, 2, 4096)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0006574146449565,2346450944.0,2346450944.0,536870912.0,536870912.0,0.0,268500992.0,0.0,feedforward,16.0,bsh,"(1, 2, 4096)",1.0,0.0,0.0,0.0,,relu,,,,,,
3.7060678005218505e-05,2346450944.0,2346450944.0,4.0,4.0,0.0,2.0,0.0,feedforward,1.0,bsh,"(1, 4, 1)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.812512874603272e-05,2346450944.0,2346450944.0,8.0,8.0,0.0,4.0,0.0,feedforward,2.0,bsh,"(1, 4, 1)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001210592687129,2346450944.0,2346450944.0,16.0,16.0,0.0,8.0,0.0,feedforward,4.0,bsh,"(1, 4, 1)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.000221474841237,1272709120.0,1272709120.0,32.0,32.0,0.0,16.0,0.0,feedforward,8.0,bsh,"(1, 4, 1)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0004415344446897,1272709120.0,1272709120.0,64.0,64.0,0.0,32.0,0.0,feedforward,16.0,bsh,"(1, 4, 1)",1.0,0.0,0.0,0.0,,relu,,,,,,
3.730244934558868e-05,1272709120.0,1272709120.0,16.0,16.0,0.0,6.0,0.0,feedforward,1.0,bsh,"(1, 4, 2)",1.0,0.0,0.0,0.0,,relu,,,,,,
6.705820560455322e-05,1272709120.0,1272709120.0,32.0,32.0,0.0,12.0,0.0,feedforward,2.0,bsh,"(1, 4, 2)",1.0,0.0,0.0,0.0,,relu,,,,,,
0.0001254256814718,1272709120.0,1272709120.0,64.0,64.0,0.0,24.0,0.0,feedforward,4.0,bsh,"(1, 4, 2)",1.0,0.0,0.0,0.0,,relu,,,,,,
