<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
35.0,0.0,52.0,299494272.0,,,1272971264.0,1.0,224.0,0.0006534427404403688,327486720.0,1272971264.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,26712448.0,1.0,1280000.0,,,1.0,0.0,,
35.0,0.0,52.0,598988544.0,,,1283457024.0,2.0,224.0,0.0006965856999158859,654973440.0,1283457024.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,53424896.0,1.0,2560000.0,,,1.0,0.0,,
35.0,0.0,52.0,1197977088.0,,,1291845632.0,4.0,224.0,0.0006994919851422308,1309946880.0,1291845632.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,106849792.0,1.0,5120000.0,,,1.0,0.0,,
35.0,0.0,52.0,2395954176.0,,,1310720000.0,8.0,224.0,0.0007406024262309075,2619893760.0,1310720000.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,213699584.0,1.0,10240000.0,,,1.0,0.0,,
35.0,0.0,52.0,4791908352.0,,,1342177280.0,16.0,224.0,0.0011491466313600534,5239787520.0,1342177280.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,427399168.0,1.0,20480000.0,,,1.0,0.0,,
35.0,0.0,52.0,9583816704.0,,,1423966208.0,32.0,224.0,0.002123364806175232,10479575040.0,1423966208.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,854798336.0,1.0,40960000.0,,,1.0,0.0,,
35.0,0.0,52.0,19167633408.0,,,1541406720.0,64.0,224.0,0.0040496991947293285,20959150080.0,1541406720.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,1709596672.0,1.0,81920000.0,,,1.0,0.0,,
35.0,0.0,52.0,28751450112.0,,,1688207360.0,96.0,224.0,0.00593204814940691,31438725120.0,1688207360.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,2564395008.0,1.0,122880000.0,,,1.0,0.0,,
35.0,0.0,52.0,38335266816.0,,,1816133632.0,128.0,224.0,0.0077891418710350985,41918300160.0,1816133632.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,3419193344.0,1.0,163840000.0,,,1.0,0.0,,
35.0,0.0,52.0,57502900224.0,,,2063597568.0,192.0,224.0,0.011546294949948787,62877450240.0,2063597568.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,5128790016.0,1.0,245760000.0,,,1.0,0.0,,
35.0,0.0,52.0,76670533632.0,,,2311061504.0,256.0,224.0,0.01528620421886444,83836600320.0,2311061504.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,6838386688.0,1.0,327680000.0,,,1.0,0.0,,
35.0,0.0,52.0,115005800448.0,,,2805989376.0,384.0,224.0,0.022662065736949445,125754900480.0,2805989376.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,10257580032.0,1.0,491520000.0,,,1.0,0.0,,
35.0,0.0,52.0,153341067264.0,,,3422552064.0,512.0,224.0,0.030083510652184488,167673200640.0,3422552064.0,mobilenet_v2,141.0,3504872.0,0.0,52.0,13676773376.0,1.0,655360000.0,,,1.0,0.0,,
17.0,0.0,53.0,4228431872.0,1.0,102400.0,1369440256.0,1.0,224.0,0.0007202873006463051,4288184320.0,1369440256.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,57602048.0,1.0,2048000.0,1.0,0.0,,,,
17.0,0.0,53.0,8456863744.0,1.0,204800.0,1436549120.0,2.0,224.0,0.0007832955569028854,8576368640.0,1436549120.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,115204096.0,1.0,4096000.0,1.0,0.0,,,,
17.0,0.0,53.0,16913727488.0,1.0,409600.0,1503657984.0,4.0,224.0,0.0011622808873653413,17152737280.0,1503657984.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,230408192.0,1.0,8192000.0,1.0,0.0,,,,
17.0,0.0,53.0,33827454976.0,1.0,819200.0,1593835520.0,8.0,224.0,0.0018894866108894349,34305474560.0,1593835520.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,460816384.0,1.0,16384000.0,1.0,0.0,,,,
17.0,0.0,53.0,67654909952.0,1.0,1638400.0,1684013056.0,16.0,224.0,0.003401344828307629,68610949120.0,1684013056.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,921632768.0,1.0,32768000.0,1.0,0.0,,,,
17.0,0.0,53.0,135309819904.0,1.0,3276800.0,1788870656.0,32.0,224.0,0.006343344412744045,137221898240.0,1788870656.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,1843265536.0,1.0,65536000.0,1.0,0.0,,,,
17.0,0.0,53.0,270619639808.0,1.0,6553600.0,1998585856.0,64.0,224.0,0.011765730194747448,274443796480.0,1998585856.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,3686531072.0,1.0,131072000.0,1.0,0.0,,,,
17.0,0.0,53.0,405929459712.0,1.0,9830400.0,2183135232.0,96.0,224.0,0.017573011666536333,411665694720.0,2183135232.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,5529796608.0,1.0,196608000.0,1.0,0.0,,,,
17.0,0.0,53.0,541239279616.0,1.0,13107200.0,2392850432.0,128.0,224.0,0.022806587256491186,548887592960.0,2392850432.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,7373062144.0,1.0,262144000.0,1.0,0.0,,,,
17.0,0.0,53.0,811858919424.0,1.0,19660800.0,2678063104.0,192.0,224.0,0.034560936875641345,823331389440.0,2678063104.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,11059593216.0,1.0,393216000.0,1.0,0.0,,,,
17.0,0.0,53.0,1082478559232.0,1.0,26214400.0,3021996032.0,256.0,224.0,0.04528930187225342,1097775185920.0,3021996032.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,14746124288.0,1.0,524288000.0,1.0,0.0,,,,
17.0,0.0,53.0,1623717838848.0,1.0,39321600.0,3690987520.0,384.0,224.0,0.06778633072972297,1646662778880.0,3690987520.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,22119186432.0,1.0,786432000.0,1.0,0.0,,,,
17.0,0.0,53.0,2164957118464.0,1.0,52428800.0,4259315712.0,512.0,224.0,0.08980755116790533,2195550371840.0,4259315712.0,resnext50_32x4d,126.0,25028904.0,0.0,53.0,29492248576.0,1.0,1048576000.0,1.0,0.0,,,,
17.0,0.0,53.0,11395973120.0,1.0,102400.0,1583349760.0,1.0,224.0,0.0011361319571733474,11455725568.0,1583349760.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,57602048.0,1.0,2048000.0,1.0,0.0,,,,
17.0,0.0,53.0,22791946240.0,1.0,204800.0,1786773504.0,2.0,224.0,0.001458654552698135,22911451136.0,1786773504.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,115204096.0,1.0,4096000.0,1.0,0.0,,,,
17.0,0.0,53.0,45583892480.0,1.0,409600.0,1931476992.0,4.0,224.0,0.0020585151389241217,45822902272.0,1931476992.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,230408192.0,1.0,8192000.0,1.0,0.0,,,,
17.0,0.0,53.0,91167784960.0,1.0,819200.0,2095054848.0,8.0,224.0,0.0032934943214058877,91645804544.0,2095054848.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,460816384.0,1.0,16384000.0,1.0,0.0,,,,
17.0,0.0,53.0,182335569920.0,1.0,1638400.0,2260729856.0,16.0,224.0,0.005719988234341143,183291609088.0,2260729856.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,921632768.0,1.0,32768000.0,1.0,0.0,,,,
17.0,0.0,53.0,364671139840.0,1.0,3276800.0,2493513728.0,32.0,224.0,0.010475237295031548,366583218176.0,2493513728.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,1843265536.0,1.0,65536000.0,1.0,0.0,,,,
17.0,0.0,53.0,729342279680.0,1.0,6553600.0,2766143488.0,64.0,224.0,0.01994035113602877,733166436352.0,2766143488.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,3686531072.0,1.0,131072000.0,1.0,0.0,,,,
17.0,0.0,53.0,1094013419520.0,1.0,9830400.0,3028287488.0,96.0,224.0,0.0304394107311964,1099749654528.0,3028287488.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,5529796608.0,1.0,196608000.0,1.0,0.0,,,,
17.0,0.0,53.0,1458684559360.0,1.0,13107200.0,3303014400.0,128.0,224.0,0.03640258871018887,1466332872704.0,3303014400.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,7373062144.0,1.0,262144000.0,1.0,0.0,,,,
17.0,0.0,53.0,2188026839040.0,1.0,19660800.0,3755999232.0,192.0,224.0,0.055183629132807256,2199499309056.0,3755999232.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,11059593216.0,1.0,393216000.0,1.0,0.0,,,,
17.0,0.0,53.0,2917369118720.0,1.0,26214400.0,4196401152.0,256.0,224.0,0.07125238534063101,2932665745408.0,4196401152.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,14746124288.0,1.0,524288000.0,1.0,0.0,,,,
17.0,0.0,53.0,4376053678080.0,1.0,39321600.0,4854906880.0,384.0,224.0,0.10827846322208642,4398998618112.0,4854906880.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,22119186432.0,1.0,786432000.0,1.0,0.0,,,,
17.0,0.0,53.0,5834738237440.0,1.0,52428800.0,5559549952.0,512.0,224.0,0.14134705923497676,5865331490816.0,5559549952.0,wide_resnet50_2,126.0,68883240.0,0.0,53.0,29492248576.0,1.0,1048576000.0,1.0,0.0,,,,
35.0,0.0,52.0,313135872.0,,,1279262720.0,1.0,224.0,0.0006864409893751145,336242432.0,1279262720.0,mnasnet,141.0,4383312.0,0.0,52.0,21826560.0,1.0,1280000.0,,,1.0,0.0,,
35.0,0.0,52.0,626271744.0,,,1287651328.0,2.0,224.0,0.0006584469228982925,672484864.0,1287651328.0,mnasnet,141.0,4383312.0,0.0,52.0,43653120.0,1.0,2560000.0,,,1.0,0.0,,
35.0,0.0,52.0,1252543488.0,,,1296039936.0,4.0,224.0,0.0007140064612030983,1344969728.0,1296039936.0,mnasnet,141.0,4383312.0,0.0,52.0,87306240.0,1.0,5120000.0,,,1.0,0.0,,
35.0,0.0,52.0,2505086976.0,,,1310720000.0,8.0,224.0,0.0007826987653970719,2689939456.0,1310720000.0,mnasnet,141.0,4383312.0,0.0,52.0,174612480.0,1.0,10240000.0,,,1.0,0.0,,
35.0,0.0,52.0,5010173952.0,,,1335885824.0,16.0,224.0,0.001310148648917675,5379878912.0,1335885824.0,mnasnet,141.0,4383312.0,0.0,52.0,349224960.0,1.0,20480000.0,,,1.0,0.0,,
35.0,0.0,52.0,10020347904.0,,,1400897536.0,32.0,224.0,0.002366592362523079,10759757824.0,1400897536.0,mnasnet,141.0,4383312.0,0.0,52.0,698449920.0,1.0,40960000.0,,,1.0,0.0,,
35.0,0.0,52.0,20040695808.0,,,1478492160.0,64.0,224.0,0.004567008838057518,21519515648.0,1478492160.0,mnasnet,141.0,4383312.0,0.0,52.0,1396899840.0,1.0,81920000.0,,,1.0,0.0,,
35.0,0.0,52.0,30061043712.0,,,1589641216.0,96.0,224.0,0.006657635048031807,32279273472.0,1589641216.0,mnasnet,141.0,4383312.0,0.0,52.0,2095349760.0,1.0,122880000.0,,,1.0,0.0,,
35.0,0.0,52.0,40081391616.0,,,1679818752.0,128.0,224.0,0.00878913514316082,43039031296.0,1679818752.0,mnasnet,141.0,4383312.0,0.0,52.0,2793799680.0,1.0,163840000.0,,,1.0,0.0,,
35.0,0.0,52.0,60122087424.0,,,1851785216.0,192.0,224.0,0.013141147792339325,64558546944.0,1851785216.0,mnasnet,141.0,4383312.0,0.0,52.0,4190699520.0,1.0,245760000.0,,,1.0,0.0,,
35.0,0.0,52.0,80162783232.0,,,2025848832.0,256.0,224.0,0.01717542205005884,86078062592.0,2025848832.0,mnasnet,141.0,4383312.0,0.0,52.0,5587599360.0,1.0,327680000.0,,,1.0,0.0,,
35.0,0.0,52.0,120244174848.0,,,2367684608.0,384.0,224.0,0.02556723393499851,129117093888.0,2367684608.0,mnasnet,141.0,4383312.0,0.0,52.0,8381399040.0,1.0,491520000.0,,,1.0,0.0,,
35.0,0.0,52.0,160325566464.0,,,2715811840.0,512.0,224.0,0.03404722437262535,172156125184.0,2715811840.0,mnasnet,141.0,4383312.0,0.0,52.0,11175198720.0,1.0,655360000.0,,,1.0,0.0,,
