accelerator,act_fn,avg_memory,batch_size,device,dropout,hidden_dim,latency,macs,max_memory,model,requires_grad,total_params,trainable_params,use_torchscript
0.0,relu,277.27734375,1.0,cpu,,128.0,0.0006189687992446125,0.0,277.27734375,mha,0.0,66048.0,0.0,0.0
0.0,relu,277.27734375,1.0,cpu,,256.0,0.0014045852003619075,0.0,277.27734375,mha,0.0,263168.0,0.0,0.0
0.0,relu,277.27734375,1.0,cpu,,16.0,0.000352849398041144,0.0,277.27734375,mha,0.0,1088.0,0.0,0.0
0.0,relu,277.27734375,1.0,cpu,,32.0,0.000347036897437647,0.0,277.27734375,mha,0.0,4224.0,0.0,0.0
0.0,relu,277.27734375,1.0,cpu,,64.0,0.0004551713005639613,0.0,277.27734375,mha,0.0,16640.0,0.0,0.0
0.0,relu,277.27734375,1.0,cpu,,128.0,0.0006461815966758877,0.0,277.27734375,mha,0.0,66048.0,0.0,0.0
0.0,relu,277.27734375,1.0,cpu,,256.0,0.0016164998000022025,0.0,277.27734375,mha,0.0,263168.0,0.0,0.0
0.0,relu,277.27734375,1.0,cpu,,16.0,0.0002372899034526199,0.0,277.27734375,mha,0.0,1088.0,0.0,0.0
0.0,relu,277.30078125,1.0,cpu,,32.0,0.0003040656039956957,0.0,277.30078125,mha,0.0,4224.0,0.0,0.0
0.0,relu,277.30078125,1.0,cpu,,64.0,0.0004685088992118835,0.0,277.30078125,mha,0.0,16640.0,0.0,0.0
0.0,relu,277.30078125,1.0,cpu,,128.0,0.0009309637011028826,0.0,277.30078125,mha,0.0,66048.0,0.0,0.0
0.0,relu,279.02421875,1.0,cpu,,256.0,0.0026539646030869337,0.0,279.48828125,mha,0.0,263168.0,0.0,0.0
0.0,relu,280.015625,1.0,cpu,,16.0,0.00028894039569422604,0.0,280.015625,mha,0.0,1088.0,0.0,0.0
0.0,relu,280.05078125,1.0,cpu,,32.0,0.0003378367982804775,0.0,280.05078125,mha,0.0,4224.0,0.0,0.0
